N	3gram	Propp_Isto_6	Sovremen
1	в зависимости от	1	4
2	не может быть	3	4
3	мы видели что	3	3
4	тем не менее	1	2
5	друг с другом	1	2
6	во всяком случае	2	2
7	через некоторое время	1	2
8	так как он	2	2
9	как бы два	1	1
10	что иное как	1	1
11	одной стороны и	1	1
12	уже знаем что	2	1
13	тот или другой	1	1
14	всяком случае не	1	1
15	же как у	2	1
16	в себе очень	1	1
17	в этом направлении	1	1
18	по отношению к	2	1
19	в обратном порядке	1	1
20	так же как	1	1
21	влечет за собой	2	1
22	природы и от	1	1
23	в свое время	1	1
24	в этом случае	6	1
25	а потом и	1	1
26	до сих пор	4	1
27	вместе с ним	1	1
28	у нас на	1	1
29	по аналогии с	1	1
30	есть не что	1	1
31	друг на друга	1	1
32	что в ней	1	1
33	это значит что	1	1
34	и те же	1	1
35	значит что она	1	1
36	можно было бы	2	1
37	и не может	1	1
38	но никогда не	1	1
39	но все же	2	1
40	не может но	1	1
41	это во всяком	1	1
42	ничего не доказывают	1	1
43	из этих двух	1	1
44	как и вся	1	1
45	не что иное	1	1
46	как мы видим	1	1
47	но мы уже	2	1
48	мы уже знаем	2	1
49	в том что	5	1
50	в данном случае	3	1
51	на этой стадии	1	1
52	на этот вопрос	1	1
53	в обоих случаях	1	1
54	с одной стороны	7	1
