N	2gram	Bakhtin_Pr_2	RusskieA
1	и в	45	29
2	том что	7	22
3	в том	8	22
4	что в	6	22
5	как бы	15	18
6	в других	1	15
7	и другие	4	14
8	так как	5	13
9	может быть	18	13
10	в этом	20	11
11	как и	14	11
12	одна из	3	11
13	не только	16	10
14	и с	7	10
15	в лесу	1	10
16	все это	5	10
17	а на	2	9
18	о том	3	9
19	в некоторых	2	9
20	а в	3	9
21	его в	3	8
22	но и	15	8
23	ее в	2	8
24	как в	4	7
25	данном случае	1	7
26	мы видели	3	7
27	или в	2	7
28	мы имеем	2	6
29	мы не	1	6
30	еще не	9	6
31	и на	7	6
32	при этом	2	6
33	таким образом	11	6
34	того чтобы	1	6
35	на нее	1	6
36	для того	1	6
37	вместе с	1	6
38	в данном	1	6
39	этом случае	1	6
40	же в	1	6
41	но не	6	5
42	но в	6	5
43	на земле	1	5
44	это не	3	5
45	не может	24	5
46	представление о	2	5
47	потому что	8	5
48	для этого	3	5
49	и что	2	5
50	или же	2	5
51	то что	5	5
52	к этому	4	5
53	же как	4	4
54	то же	5	4
55	на них	2	4
56	не все	1	4
57	что по	1	4
58	уже не	6	4
59	их в	7	4
60	в них	4	4
61	далеко не	4	4
62	а за	2	4
63	в которых	1	4
64	не в	8	4
65	земле и	1	4
66	тогда когда	1	4
67	у нас	2	4
68	к нему	11	4
69	так что	2	4
70	в виде	1	4
71	из них	9	4
72	именно в	3	4
73	а не	10	4
74	о чем	1	4
75	так же	5	4
76	как это	2	4
77	по существу	1	4
78	и все	1	4
79	в таком	3	4
80	и через	2	3
81	в году	1	3
82	и о	2	3
83	в xix	2	3
84	они живут	1	3
85	в ее	3	3
86	все эти	4	3
87	в этой	1	3
88	что она	4	3
89	подобно тому	2	3
90	и по	2	3
91	на этом	1	3
92	и других	3	3
93	с другими	7	3
94	живет в	1	3
95	не всегда	1	3
96	в этих	4	3
97	в котором	7	3
98	в отличие	1	3
99	но он	1	3
100	она не	5	3
101	не имеет	3	3
102	такие же	1	3
103	как мы	8	3
104	во всех	4	3
105	в свете	1	3
106	а именно	3	3
107	того что	3	3
108	связь с	2	3
109	в последний	1	3
110	за ним	1	3
111	друг друга	7	3
112	отличие от	1	3
113	тем что	2	3
114	по всей	1	3
115	что для	2	3
116	до конца	7	3
117	или с	1	3
118	тому как	2	3
119	и там	1	3
120	и от	3	3
121	было бы	4	3
122	но если	1	3
123	вряд ли	1	2
124	одним из	3	2
125	на самом	1	2
126	это и	1	2
127	так чтобы	2	2
128	не совсем	2	2
129	между собой	1	2
130	не был	2	2
131	с одной	1	2
132	иногда и	1	2
133	с этим	1	2
134	ней в	1	2
135	все же	4	2
136	а и	1	2
137	и как	2	2
138	не было	2	2
139	та же	1	2
140	в которой	2	2
141	из этих	1	2
142	людей и	2	2
143	в образе	3	2
144	здесь мы	1	2
145	об этом	3	2
146	для них	3	2
147	должно быть	4	2
148	и еще	1	2
149	так в	1	2
150	в своей	6	2
151	в их	4	2
152	тем не	1	2
153	не менее	2	2
154	а иногда	1	2
155	как можно	1	2
156	что с	1	2
157	в то	5	2
158	того как	3	2
159	о них	2	2
160	никогда не	17	2
161	во всем	1	2
162	связи с	1	2
163	кроме того	1	2
164	что на	1	2
165	в момент	3	2
166	все то	2	2
167	в виду	2	2
168	за пределами	1	2
169	то время	1	2
170	можно было	2	2
171	не с	1	2
172	оно как	1	2
173	еще в	1	2
174	жизнь и	3	2
175	образом в	2	2
176	своей книге	1	2
177	с другой	1	2
178	все в	1	2
179	вся эта	1	2
180	что и	5	2
181	в форме	2	2
182	представления о	1	2
183	в него	1	2
184	он есть	2	2
185	один из	2	2
186	этот вопрос	4	2
187	только человек	1	2
188	в разные	1	2
189	и ее	7	2
190	где они	1	2
191	есть в	8	2
192	живого человека	1	2
193	на эту	1	2
194	одно из	1	2
195	представлений о	1	2
196	каждый из	1	2
197	на две	1	2
198	церкви и	1	2
199	в целях	1	2
200	смерти и	1	2
201	чем в	1	2
202	здесь в	2	2
203	человека а	1	2
204	а с	3	2
205	прежде всего	11	2
206	и пр	2	2
207	там где	6	2
208	совершенно не	1	2
209	если она	1	2
210	через него	1	2
211	в европе	1	2
212	из которых	2	2
213	могут быть	4	2
214	быть только	2	2
215	и для	2	2
216	ее и	1	2
217	жизни в	2	2
218	в своих	4	2
219	это в	1	2
220	ту же	1	1
221	элемент но	1	1
222	отношение к	8	1
223	человека и	2	1
224	показать что	2	1
225	к этой	2	1
226	и есть	1	1
227	здесь и	2	1
228	смысл этого	1	1
229	и до	4	1
230	смерть в	1	1
231	с основной	1	1
232	с таким	1	1
233	и должен	1	1
234	сливается с	4	1
235	мы уже	3	1
236	например в	2	1
237	она в	1	1
238	что если	3	1
239	не была	1	1
240	совпадает с	1	1
241	говорить о	1	1
242	их с	1	1
243	лишь отчасти	1	1
244	из того	1	1
245	мы и	3	1
246	в ней	7	1
247	на нем	1	1
248	относится и	2	1
249	без которой	1	1
250	местах как	1	1
251	землю и	1	1
252	не входит	2	1
253	к слову	1	1
254	ответ на	1	1
255	он пишет	1	1
256	воплощенной в	2	1
257	нет и	3	1
258	что они	3	1
259	относится к	2	1
260	независимо от	1	1
261	некоторое время	1	1
262	стороны и	1	1
263	в своем	5	1
264	все остальные	1	1
265	и смысловая	1	1
266	перед нами	4	1
267	хотя и	2	1
268	и наконец	1	1
269	от других	1	1
270	что этим	1	1
271	всего как	1	1
272	более или	1	1
273	от этого	1	1
274	по убеждению	1	1
275	в самом	13	1
276	еще на	1	1
277	уже в	4	1
278	он в	1	1
279	не оставляет	3	1
280	что так	1	1
281	выражение в	3	1
282	ни одна	1	1
283	и будущее	1	1
284	только один	1	1
285	тому же	1	1
286	ее как	1	1
287	как он	4	1
288	на то	2	1
289	но на	2	1
290	и если	1	1
291	вообще не	1	1
292	в нем	20	1
293	в статье	1	1
294	вера в	1	1
295	и одна	1	1
296	так сказать	7	1
297	видел в	2	1
298	всех этих	1	1
299	необходимо для	1	1
300	iii но	1	1
301	только в	9	1
302	в нее	1	1
303	на этих	1	1
304	но все	4	1
305	это конечно	1	1
306	от нее	1	1
307	могла бы	1	1
308	что все	3	1
309	в другом	1	1
310	в каком-нибудь	1	1
311	имеет с	1	1
312	а как	4	1
313	входит в	9	1
314	целях и	1	1
315	в новое	1	1
316	по всему	1	1
317	он из	1	1
318	их как	1	1
319	для чего	1	1
320	в развитии	2	1
321	значение что	1	1
322	в научной	1	1
323	можно найти	2	1
324	или менее	1	1
325	в связь	1	1
326	когда ее	1	1
327	или точнее	1	1
328	таким же	2	1
329	место в	1	1
330	не от	1	1
331	сочетать с	1	1
332	бог чтобы	1	1
333	только для	2	1
334	на всю	1	1
335	общего не	1	1
336	из одного	2	1
337	их одна	1	1
338	оно могло	1	1
339	и очень	1	1
340	что есть	1	1
341	что эта	2	1
342	в русской	2	1
343	считает что	1	1
344	дело в	1	1
345	в науке	2	1
346	и притом	1	1
347	ее с	3	1
348	на него	2	1
349	в основе	2	1
350	на некоторое	1	1
351	когда уже	1	1
352	ничего не	3	1
353	с одним	2	1
354	наоборот он	1	1
355	и его	8	1
356	так например	1	1
357	особое значение	1	1
358	до того	1	1
359	звучит в	2	1
360	как будто	1	1
361	этом отношении	2	1
362	не является	3	1
363	понимал и	1	1
364	остановиться несколько	2	1
365	и оно	2	1
366	и здесь	2	1
367	форме это	1	1
368	всей их	1	1
369	во все	2	1
370	чтобы сделать	1	1
371	и всех	1	1
372	как только	1	1
373	все ясно	1	1
374	для его	1	1
375	ничего общего	2	1
376	и которая	1	1
377	и сами	1	1
378	всем этим	2	1
379	здесь не	2	1
380	не могу	1	1
381	но далеко	1	1
382	без всякого	1	1
383	на основе	2	1
384	в особенности	2	1
385	в пределах	4	1
386	приводит к	1	1
387	стороны его	2	1
388	и иные	1	1
389	них нужно	1	1
390	и совершенно	1	1
