N	2gram	Losev_Dial_3	FransuaR
1	и в	24	49
2	то есть	1	32
3	прежде всего	8	19
4	в его	2	18
5	и на	3	17
6	не только	23	17
7	и его	5	17
8	в этом	8	15
9	и не	27	15
10	в них	5	13
11	только в	5	13
12	но и	9	13
13	во время	1	12
14	как и	7	11
15	как бы	3	11
16	в xvii	1	10
17	вовсе не	13	10
18	в нем	3	9
19	для него	4	9
20	все это	6	9
21	в сущности	10	8
22	то же	6	7
23	все же	3	7
24	все эти	3	7
25	таким образом	13	7
26	как мы	2	7
27	не может	19	7
28	о мире	1	7
29	жизни и	5	7
30	мы уже	3	6
31	именно в	2	6
32	во всех	1	6
33	в истории	4	6
34	так и	5	6
35	и с	6	6
36	точки зрения	25	6
37	но он	1	6
38	в то	5	6
39	же время	3	6
40	в себя	1	6
41	то что	14	6
42	здесь в	1	6
43	так как	6	6
44	сказать что	4	6
45	с точки	14	5
46	с его	2	5
47	из этих	2	5
48	но не	2	5
49	в своем	3	5
50	при этом	2	5
51	никогда не	7	5
52	тот же	1	5
53	может быть	13	5
54	в особенности	7	5
55	и потому	2	5
56	и смерти	1	5
57	отношения к	1	4
58	и к	5	4
59	но в	2	4
60	в себе	2	4
61	но все	1	4
62	в этих	1	4
63	и более	1	4
64	с ним	1	4
65	одна из	3	4
66	она была	2	4
67	с другой	4	4
68	и во	2	4
69	и чисто	2	4
70	мы находим	1	4
71	а в	2	4
72	тем что	3	4
73	смерти и	1	4
74	до сих	1	4
75	не было	3	4
76	и о	3	4
77	сих пор	1	4
78	том что	8	4
79	нового времени	2	4
80	в своих	2	4
81	как на	5	4
82	также и	2	3
83	в самом	7	3
84	на первом	1	3
85	место в	1	3
86	точка зрения	5	3
87	духа и	1	3
88	да и	1	3
89	всех этих	1	3
90	и вот	2	3
91	было бы	5	3
92	из них	3	3
93	ни в	9	3
94	далеко не	1	3
95	несмотря на	2	3
96	во всем	3	3
97	в одном	1	3
98	их в	2	3
99	даже в	1	3
100	но они	2	3
101	и это	4	3
102	с ее	1	3
103	в ее	1	3
104	так в	2	3
105	связанных с	1	3
106	и вообще	2	3
107	в виду	7	3
108	о том	6	3
109	другими словами	7	3
110	к нему	3	3
111	наконец в	1	3
112	же в	2	3
113	что он	13	3
114	с одной	3	3
115	этом отношении	1	3
116	что для	5	3
117	превращается в	6	3
118	связь с	1	3
119	о чем	1	3
120	одной стороны	3	3
121	в течение	1	3
122	первом плане	1	3
123	с полной	3	3
124	и все	6	3
125	в том	5	3
126	другой стороны	2	3
127	на самом	1	2
128	по преимуществу	1	2
129	его только	1	2
130	но даже	3	2
131	на мир	1	2
132	в ней	2	2
133	меньше чем	2	2
134	еще не	2	2
135	он был	1	2
136	себе и	1	2
137	это и	7	2
138	за пределы	3	2
139	как к	1	2
140	целый ряд	2	2
141	нового и	1	2
142	только то	1	2
143	та же	1	2
144	к необходимости	1	2
145	есть для	1	2
146	учение о	8	2
147	думать что	2	2
148	имеем в	1	2
149	на то	3	2
150	перестает быть	2	2
151	содержит в	1	2
152	подобно тому	4	2
153	и за	1	2
154	в мире	1	2
155	свободного и	1	2
156	в отношении	1	2
157	и без	3	2
158	в их	2	2
159	жизнь и	4	2
160	он дает	2	2
161	в условиях	2	2
162	точку зрения	1	2
163	и эти	2	2
164	что в	7	2
165	в устах	1	2
166	вероучения и	2	2
167	вплоть до	1	2
168	того как	1	2
169	ничего не	17	2
170	связанное с	1	2
171	что только	1	2
172	в самой	1	2
173	к ней	1	2
174	связи с	1	2
175	слово божие	1	2
176	могут быть	2	2
177	и средневековый	1	2
178	здесь не	1	2
179	без всякого	1	2
180	средних веков	1	2
181	можно сказать	1	2
182	они являются	1	2
183	и следовательно	2	2
184	одной из	1	2
185	очень много	1	2
186	всяком случае	2	2
187	со всеми	2	2
188	в качестве	1	2
189	есть в	3	2
190	никто не	2	2
191	мы можем	1	2
192	у него	2	2
193	даже и	7	2
194	и даже	13	2
195	как именно	2	2
196	и прежде	3	2
197	мы еще	1	2
198	в связи	1	2
199	всего от	3	2
200	вместе с	1	2
201	так же	4	2
202	в него	1	2
203	тому как	4	2
204	по существу	2	2
205	для понимания	1	2
206	эти два	1	2
207	но это	5	2
208	в смысле	2	2
209	и становится	1	2
210	сознания и	4	2
211	хотя и	5	2
212	лишь как	2	2
213	очень хорошо	1	2
214	природой и	1	2
215	совершенно не	2	2
216	сила и	1	2
217	ее в	2	2
218	и эта	1	2
219	во всяком	2	2
220	все что	3	2
221	кто бы	1	1
222	например в	2	1
223	необходимости создать	1	1
224	сказали что	1	1
225	новое время	1	1
226	и то	4	1
227	а иногда	1	1
228	самом деле	6	1
229	он может	1	1
230	сил и	1	1
231	только потому	2	1
232	по этим	1	1
233	в котором	1	1
234	вот все	1	1
235	мировоззрения и	1	1
236	он всегда	1	1
237	что эти	1	1
238	прошлое и	2	1
239	должна быть	6	1
240	говоря о	1	1
241	и этот	1	1
242	той же	3	1
243	есть не	9	1
244	для своего	1	1
245	мы имеем	1	1
246	тогда уже	2	1
247	и как-то	1	1
248	науки и	1	1
249	сущности это	1	1
250	за несколько	1	1
251	еще до	1	1
252	но она	3	1
253	не вполне	2	1
254	христа на	1	1
255	как я	2	1
256	мы и	4	1
257	конечно и	1	1
258	и он	2	1
259	и самого	1	1
260	на них	2	1
261	но этого	1	1
262	в чем	4	1
263	и мира	4	1
264	дело вовсе	1	1
265	есть такие	1	1
266	живых существ	2	1
267	ли его	2	1
268	он умеет	1	1
269	быть предметом	1	1
270	коем случае	3	1
271	же она	3	1
272	только тогда	3	1
273	в общем	1	1
274	иногда и	1	1
275	относительность в	1	1
276	чтобы потом	1	1
277	свое существование	1	1
278	его развития	1	1
279	так что	8	1
280	чем же	1	1
281	правильно и	1	1
282	в одной	3	1
283	независимо от	1	1
284	как образ	1	1
285	выйти из	1	1
286	по которому	2	1
287	стороны и	1	1
288	бы действительно	1	1
289	первых двух	2	1
290	однако не	2	1
291	перед нами	3	1
292	а чисто	1	1
293	и наконец	1	1
294	об истории	1	1
295	конечно не	4	1
296	от этого	1	1
297	именно эта	1	1
298	них как	1	1
299	со своей	1	1
300	к чему	1	1
301	животных и	1	1
302	в которой	1	1
303	тел и	1	1
304	это есть	8	1
305	поста и	1	1
306	то я	1	1
307	сущности и	5	1
308	что к	1	1
309	и будущее	1	1
310	эпохи и	1	1
311	только один	1	1
312	мира но	1	1
313	от необходимости	1	1
314	быть только	2	1
315	вера в	1	1
316	она превращается	1	1
317	он не	5	1
318	на точке	1	1
319	в силу	3	1
320	в корне	1	1
321	одной и	1	1
322	из него	1	1
323	его от	1	1
324	и церковь	1	1
325	и по	2	1
326	на этом	2	1
327	его можно	1	1
328	людей и	2	1
329	на других	1	1
330	в основу	1	1
331	что все	14	1
332	в совершенно	1	1
333	сознание и	3	1
334	об этом	6	1
335	говорить не	2	1
336	его в	1	1
337	нет никого	1	1
338	это не	4	1
339	он есть	3	1
340	это проявляется	1	1
341	она и	2	1
342	восприятие и	1	1
343	очень интересно	1	1
344	но лишь	1	1
345	с этой	5	1
346	место и	1	1
347	не всегда	1	1
348	всегда и	1	1
349	понимает в	1	1
350	эпохи с	1	1
351	не мог	1	1
352	лучше всего	1	1
353	его нельзя	1	1
354	но если	6	1
355	как некую	1	1
356	причины и	1	1
357	в такой	1	1
358	не становится	1	1
359	почти не	1	1
360	и момент	1	1
361	то для	1	1
362	что вся	1	1
363	никакому сомнению	1	1
364	представление о	1	1
365	оказывается что	1	1
366	не менее	11	1
367	и той	1	1
368	силу и	1	1
369	не в	3	1
370	творчества и	1	1
371	это относится	1	1
372	есть именно	6	1
373	уже сказали	1	1
374	что этот	2	1
375	где нет	1	1
376	что эта	1	1
377	в историческом	1	1
378	же мы	2	1
379	и есть	16	1
380	она не	3	1
381	было с	1	1
382	если их	2	1
383	из которых	3	1
384	иной раз	2	1
385	можно понимать	2	1
386	как о	4	1
387	считает что	1	1
388	тогда когда	5	1
389	своего существования	1	1
390	самого и	1	1
391	идее и	2	1
392	всей их	1	1
393	свободы и	1	1
394	и имеет	1	1
395	никого кто	1	1
396	и смерть	2	1
397	он с	1	1
398	только не	10	1
399	больше чем	1	1
400	я не	6	1
401	находиться в	1	1
402	себе систему	1	1
403	существовала и	1	1
404	и часть	1	1
405	потому что	7	1
406	же он	2	1
407	ничто не	2	1
408	входят в	1	1
409	не столь	1	1
410	тела и	1	1
411	точке зрения	1	1
412	не могут	4	1
413	есть только	12	1
414	когда они	1	1
415	средневековье не	1	1
416	и сам	1	1
417	к тому	4	1
418	понять что	1	1
419	что уже	1	1
420	не есть	54	1
421	это начало	1	1
422	для того	3	1
423	есть то	6	1
424	оно не	6	1
425	существует только	1	1
426	должен быть	1	1
427	место не	1	1
428	и стали	1	1
429	всем миром	1	1
430	образы и	1	1
431	значении в	1	1
432	полной очевидностью	1	1
433	как не	2	1
434	человеческого сознания	1	1
435	вне этих	1	1
436	начало и	2	1
437	и определенное	1	1
438	материи и	1	1
439	и совершенно	1	1
440	и когда	2	1
441	и которые	1	1
442	во многом	1	1
443	можно только	4	1
444	с этого	1	1
445	если бы	6	1
446	для этого	2	1
447	в коем	3	1
448	говорит здесь	1	1
449	о нем	4	1
450	и здесь	2	1
451	и та	1	1
452	или на	1	1
453	еще дальше	1	1
454	на что	2	1
455	и который	1	1
456	в вопросах	1	1
457	на точку	1	1
458	знает что	1	1
459	того или	3	1
460	мы вовсе	1	1
461	ее от	2	1
462	откровенную и	1	1
463	вся эта	1	1
464	что и	6	1
465	чтобы его	1	1
466	представления о	1	1
467	у одного	1	1
468	как объяснить	2	1
469	знания и	1	1
470	если это	1	1
471	и она	2	1
472	была усвоена	1	1
473	в лице	1	1
474	в сферу	3	1
475	того что	12	1
476	ровно ничего	3	1
477	происходит в	1	1
478	наконец и	1	1
479	процесс завершается	1	1
480	как например	2	1
481	хотя бы	4	1
482	ведь эти	1	1
483	для себя	2	1
484	ясно что	7	1
485	еще и	2	1
486	в разные	2	1
487	этот живой	1	1
488	никак нельзя	1	1
489	и ее	3	1
490	одна и	1	1
491	и новое	1	1
492	и тела	2	1
493	что из	1	1
494	история и	6	1
495	от одной	1	1
496	и у	2	1
497	всем его	1	1
498	ни одного	1	1
499	себя и	2	1
500	в виде	8	1
501	бог не	1	1
502	а это	1	1
503	и глубина	1	1
504	мы знаем	3	1
505	одно из	5	1
506	мировоззрение это	1	1
507	христа в	1	1
508	эти три	1	1
509	к ним	1	1
510	не о	2	1
511	пусть даже	1	1
512	бытия и	2	1
513	известно что	1	1
514	как раз	7	1
515	характерны для	1	1
516	он один	2	1
517	только на	7	1
518	событие в	1	1
519	их можно	1	1
520	человека то	1	1
521	живой и	1	1
522	пришли к	1	1
523	и сознание	3	1
524	к которому	1	1
525	следовательно не	2	1
526	как же	5	1
527	что не	5	1
528	говорит о	4	1
529	не на	6	1
530	а не	26	1
531	понимать как	3	1
532	только как	5	1
533	только от	2	1
534	когда она	1	1
535	реальности в	1	1
536	превращает их	1	1
537	ближе к	1	1
538	не существует	10	1
539	он и	3	1
540	если не	3	1
541	всеми ее	1	1
542	в частности	2	1
543	стадии своего	1	1
544	ни на	3	1
545	опытом и	1	1
546	относятся к	1	1
547	если она	1	1
548	будущее и	1	1
549	по своему	1	1
550	чем в	1	1
551	одновременно и	1	1
552	и всей	1	1
553	они еще	1	1
554	это значит	24	1
555	каждой отдельной	1	1
556	действительно не	1	1
557	существенного для	1	1
558	видно что	1	1
559	выходит из	1	1
560	и где	2	1
561	всего в	1	1
562	этой свободы	1	1
563	есть совершенно	1	1
564	и для	2	1
565	и часто	1	1
566	и от	3	1
567	и самому	1	1
568	а все	1	1
569	которая в	1	1
570	для нас	2	1
571	есть система	1	1
572	и разные	1	1
573	бы в	2	1
574	не более	1	1
575	и ни	3	1
576	каждая часть	1	1
577	и как	8	1
578	от всего	6	1
579	с таким	1	1
580	но вот	2	1
581	всегда есть	5	1
582	от всякого	5	1
583	но оно	1	1
584	в лучшем	1	1
585	состоит из	1	1
586	а ведь	1	1
587	и судьба	1	1
588	имеет место	1	1
589	или иного	2	1
590	есть и	12	1
591	уже есть	1	1
592	и вера	3	1
