N	2gram	Bakhtin_fo_2	Literetu
1	не только	11	24
2	при этом	6	19
3	в качестве	3	17
4	но и	9	17
5	в том	10	16
6	а не	4	16
7	в частности	5	15
8	том что	4	14
9	может быть	7	13
10	и не	9	12
11	в этом	22	12
12	в своем	5	11
13	прежде всего	14	11
14	то что	7	10
15	не в	9	8
16	и в	46	8
17	только в	11	8
18	как это	2	8
19	как бы	10	7
20	в себе	4	7
21	в его	8	7
22	уже не	3	7
23	то есть	10	6
24	как и	8	6
25	точки зрения	10	6
26	и сам	1	6
27	того что	3	6
28	связи с	8	6
29	себя в	1	6
30	то же	8	5
31	отличие от	1	5
32	как в	4	5
33	не столько	1	5
34	в отличие	1	5
35	в то	5	5
36	для себя	1	5
37	а также	3	5
38	же время	4	5
39	же в	4	5
40	что он	3	5
41	уже в	4	5
42	не может	2	5
43	в данном	2	5
44	с этой	4	5
45	с его	1	5
46	в своей	1	4
47	еще не	6	4
48	но не	5	4
49	в этой	2	4
50	все же	6	4
51	по преимуществу	1	4
52	в случае	1	4
53	перестает быть	2	4
54	не как	1	4
55	с собой	1	4
56	лишь в	2	4
57	и его	12	4
58	данном случае	1	4
59	никогда не	6	4
60	так и	7	4
61	еще в	1	4
62	в формах	1	4
63	и тем	1	4
64	из них	8	4
65	мир в	4	4
66	в конце	2	4
67	и т.п	2	4
68	в стихотворении	1	4
69	в связи	8	4
70	это не	2	4
71	например в	1	3
72	тех же	1	3
73	и есть	2	3
74	тем же	2	3
75	также и	4	3
76	в самом	1	3
77	бы не	1	3
78	таким образом	3	3
79	исходя из	1	3
80	его в	6	3
81	далеко не	2	3
82	он и	1	3
83	несмотря на	1	3
84	не мог	2	3
85	в их	3	3
86	но в	10	3
87	том же	4	3
88	что ему	1	3
89	дело в	1	3
90	одна из	1	3
91	в основе	6	3
92	к себе	4	3
93	всего в	3	3
94	в виду	3	3
95	в пределах	5	3
96	по аналогии	2	3
97	сводится к	1	3
98	нуждается в	1	3
99	другого в	1	3
100	по своей	1	3
101	один из	2	3
102	и прежде	3	3
103	потому что	8	3
104	у него	9	3
105	и даже	3	3
106	с другой	2	3
107	еще и	1	3
108	и др	5	3
109	не было	3	3
110	мира в	3	3
111	да и	1	3
112	этой точки	1	3
113	мыслится как	2	3
114	аналогии с	1	3
115	жизни и	8	3
116	что в	5	3
117	а в	3	3
118	во всяком	2	3
119	чтобы не	1	2
120	человека и	4	2
121	того же	3	2
122	и то	1	2
123	самом деле	1	2
124	должна быть	1	2
125	для своего	1	2
126	та же	3	2
127	в сущности	2	2
128	из того	1	2
129	могло быть	1	2
130	отнюдь не	4	2
131	следующим образом	1	2
132	у романтиков	1	2
133	все эти	5	2
134	из этих	4	2
135	как он	2	2
136	с чем	1	2
137	в нем	5	2
138	же это	1	2
139	на этом	2	2
140	для всей	1	2
141	здесь как	1	2
142	было бы	2	2
143	литературной и	1	2
144	и того	1	2
145	бы на	1	2
146	как все	1	2
147	а как	1	2
148	с точки	8	2
149	мы в	1	2
150	жизни с	2	2
151	однако в	1	2
152	раз и	1	2
153	при всех	1	2
154	вплоть до	2	2
155	и является	1	2
156	этом отношении	2	2
157	могут быть	2	2
158	к тому	3	2
159	должен быть	1	2
160	более не	1	2
161	в себя	2	2
162	но при	1	2
163	самим собою	2	2
164	для читателя	1	2
165	сказано в	2	2
166	роль в	3	2
167	к смерти	4	2
168	в мире	4	2
169	ту же	2	2
170	имеется в	1	2
171	или иной	2	2
172	в другом	3	2
173	о том	4	2
174	с одной	2	2
175	между тем	1	2
176	и только	2	2
177	их не	2	2
178	по этому	1	2
179	то и	1	2
180	со временем	1	2
181	что не	1	2
182	для него	3	2
183	себе в	1	2
184	тем что	3	2
185	одной стороны	1	2
186	за пределы	1	2
187	не на	3	2
188	одну из	1	2
189	все более	1	2
190	он один	1	2
191	но одновременно	1	2
192	это уже	1	2
193	не является	3	2
194	этого рода	1	2
195	это как	1	2
196	которая в	1	2
197	в индивидуальном	2	2
198	особого рода	1	2
199	тем более	3	2
200	все они	3	2
201	ко всему	1	2
202	по поводу	1	2
203	которых не	1	1
204	этого романа	2	1
205	для более	1	1
206	кто бы	1	1
207	на самом	1	1
208	идет о	1	1
209	фольклора и	1	1
210	свое место	1	1
211	оно было	2	1
212	есть не	1	1
213	мы не	1	1
214	развития человечества	2	1
215	вопрос о	1	1
216	есть нечто	1	1
217	в полной	1	1
218	жизни как	2	1
219	ему в	3	1
220	и самой	1	1
221	и он	4	1
222	это время	1	1
223	более глубокий	1	1
224	разумеется не	1	1
225	столько же	2	1
226	он был	2	1
227	он сам	1	1
228	в различных	1	1
229	в чем	1	1
230	тем как	1	1
231	совершенно особое	1	1
232	была представлена	1	1
233	он строит	1	1
234	но как	1	1
235	всем его	1	1
236	отношение к	3	1
237	что они	4	1
238	в настоящем	1	1
239	всех ее	1	1
240	первый взгляд	1	1
241	в одной	2	1
242	его на	1	1
243	для всех	1	1
244	о жизни	1	1
245	более и	1	1
246	однако не	1	1
247	мы можем	1	1
248	как уже	3	1
249	и как	3	1
250	на нас	3	1
