N	3gram	Berdyaev_M_2	Problema
1	с точки зрения	1	11
2	той или иной	1	11
3	в том что	2	8
4	сам по себе	1	6
5	на самом деле	1	3
6	о том что	2	3
7	только и можно	1	3
8	потому что он	2	2
9	в бесконечные дали	1	2
10	что иное как	3	2
11	можно ли сказать	1	2
12	в себе и	1	2
13	потому что она	3	2
14	и не было	1	2
15	не есть ни	1	2
16	в бесконечную даль	1	2
17	для того чтобы	4	2
18	есть не что	3	2
19	не что иное	3	2
20	не сам по	1	2
21	сама по себе	1	2
22	а следовательно и	1	1
23	в чем не	2	1
24	о великом инквизиторе	2	1
25	и для всякой	1	1
26	легенда о великом	1	1
27	и в нашем	1	1
28	как и во	2	1
29	том что он	1	1
30	революции а не	1	1
31	ли сказать что	1	1
32	же как и	3	1
33	по своему значению	1	1
34	в нем и	1	1
35	по сравнению с	1	1
36	преступлении и наказании	1	1
37	познания добра и	2	1
38	что он не	1	1
39	ни в чем	2	1
40	на заходящее солнце	1	1
41	чтобы не только	1	1
42	человеческая жизнь и	1	1
43	до сих пор	3	1
44	которого нет в	1	1
45	перед лицом вечности	1	1
46	на эту тему	1	1
47	так же как	3	1
48	но и его	1	1
49	прежде всего как	1	1
50	ни к какому	1	1
51	в конце концов	1	1
52	у достоевского не	1	1
53	который имел бы	1	1
54	и зла и	1	1
55	с ним как	1	1
56	бы и не	1	1
57	друг к другу	5	1
58	но так как	1	1
59	утвердить себя в	1	1
60	в преступлении и	1	1
61	не то чтобы	1	1
62	науки и искусства	1	1
63	достоевского не только	1	1
64	несет с собой	1	1
65	это и есть	3	1
66	не может существовать	1	1
67	он верит в	1	1
68	и не хотел	1	1
69	жизни в этом	1	1
70	в романах достоевского	1	1
71	а может быть	1	1
72	что это не	2	1
73	на то что	1	1
74	у достоевского нет	2	1
75	может быть лишь	2	1
76	в братьях карамазовых	2	1
77	к тому что	3	1
78	человека в этом	1	1
79	и есть не	1	1
80	там и здесь	6	1
81	как и в	2	1
82	добра и зла	5	1
83	для этого необходимо	3	1
84	именно потому что	1	1
85	достоевского нет ни	1	1
