N	2gram	Bakhtin_sl_2	Hudozhes
1	и в	39	28
2	том что	5	19
3	и не	22	18
4	в том	5	15
5	а не	14	14
6	в этом	16	13
7	не в	9	13
8	о том	2	12
9	перед нами	3	11
10	не только	24	11
11	при этом	7	11
12	как и	6	11
13	в его	7	11
14	уже не	5	10
15	в себе	2	9
16	но и	21	9
17	так и	15	8
18	между тем	3	8
19	что он	2	8
20	себя в	8	8
21	может быть	37	8
22	по отношению	4	7
23	что она	1	7
24	в мире	1	7
25	об этом	1	7
26	в частности	1	7
27	как это	3	7
28	и все	5	7
29	с ним	7	7
30	жизни в	2	7
31	отношению к	4	7
32	то же	4	6
33	не было	2	6
34	и с	9	6
35	в своей	1	6
36	в то	4	6
37	тем что	1	6
38	можно сказать	1	6
39	это не	5	6
40	а в	4	6
41	то что	2	6
42	жизни и	6	6
43	с его	7	5
44	в этой	1	5
45	как в	13	5
46	в самом	1	5
47	рядом с	3	5
48	в своем	6	5
49	не менее	4	5
50	у него	3	5
51	никогда не	7	5
52	ничего не	1	5
53	и его	33	5
54	она не	6	5
55	и сам	1	5
56	только на	1	5
57	одно из	1	5
58	для него	7	5
59	как бы	7	5
60	да и	1	5
61	с ее	2	5
62	что в	3	5
63	и другие	2	5
64	и т	35	4
65	но не	6	4
66	человека в	5	4
67	он не	2	4
68	и уже	1	4
69	пародия на	1	4
70	в других	1	4
71	тем не	1	4
72	для нее	1	4
73	же время	4	4
74	и о	1	4
75	того чтобы	2	4
76	только в	5	4
77	в качестве	1	4
78	что и	3	4
79	как раз	1	4
80	для того	2	4
81	говорит о	1	4
82	превращается в	1	4
83	не может	20	4
84	бы и	3	4
85	человека и	3	3
86	по преимуществу	1	3
87	в ней	3	3
88	еще не	7	3
89	и на	4	3
90	не все	2	3
91	как он	2	3
92	в нем	19	3
93	мы уже	2	3
94	с другими	4	3
95	в них	6	3
96	несмотря на	1	3
97	этого произведения	1	3
98	в этих	7	3
99	этом и	1	3
100	как о	2	3
101	на него	2	3
102	и внутренней	2	3
103	со своим	9	3
104	к себе	1	3
105	как только	1	3
106	и это	1	3
107	в толпе	2	3
108	к нему	3	3
109	одной из	1	3
110	с ними	5	3
111	и ее	1	3
112	с одной	5	3
113	для нас	5	3
114	с нею	1	3
115	характерно что	1	3
116	в одном	2	3
117	с другой	5	3
118	все время	1	3
119	прежде всего	8	3
120	человек в	6	3
121	среди других	1	3
122	одной стороны	5	3
123	все это	16	3
124	или в	2	3
125	к чужому	3	3
126	все они	2	3
127	на фоне	4	3
128	героя и	5	3
129	о себе	1	3
130	все что	2	3
131	в чужой	2	2
132	той же	3	2
133	а как	1	2
134	он знает	1	2
135	говорить о	3	2
136	они были	1	2
137	он сам	1	2
138	тем как	1	2
139	различия между	1	2
140	отношение к	4	2
141	без другого	1	2
142	все же	6	2
143	как уже	2	2
144	и к	6	2
145	но в	6	2
146	та же	1	2
147	в нашем	2	2
148	и становится	1	2
149	мысли и	1	2
150	т д	2	2
151	но именно	1	2
152	на этом	3	2
153	прежде чем	1	2
154	оно не	8	2
155	однако в	2	2
156	зрения на	2	2
157	не с	3	2
158	лишь в	3	2
159	его в	4	2
160	это было	1	2
161	о которых	1	2
162	характер и	1	2
163	автора и	2	2
164	место в	1	2
165	с точки	3	2
166	она в	1	2
167	не столько	3	2
168	дело не	1	2
169	того как	2	2
170	одна из	4	2
171	только не	1	2
172	к ней	2	2
173	в основе	4	2
174	как мы	7	2
175	людей в	1	2
176	она может	2	2
177	приводит к	1	2
178	роль в	2	2
179	с собой	1	2
180	те же	2	2
181	до сих	2	2
182	во второй	1	2
183	в последней	1	2
184	все те	1	2
185	о нем	2	2
186	в другом	2	2
187	а также	3	2
188	того или	1	2
189	нуждается в	2	2
190	и только	1	2
191	способность к	1	2
192	и об	1	2
193	один из	5	2
194	здесь не	4	2
195	дело с	4	2
196	именно на	2	2
197	с какой	1	2
198	же и	2	2
199	в виде	2	2
200	его и	2	2
201	т п	33	2
202	вовсе не	10	2
203	жизни на	1	2
204	сих пор	2	2
205	или иной	5	2
206	как у	1	2
207	именно в	2	2
208	себя и	4	2
209	что не	1	2
210	именно так	1	2
211	однако и	1	2
212	вместе с	2	2
213	в духе	1	2
214	в данном	2	2
215	не зная	1	2
216	или иного	1	2
217	в контексте	3	2
218	автором и	1	2
219	и от	3	2
220	только для	1	2
221	не является	1	2
222	и для	5	2
223	отнюдь не	1	2
224	в двух	1	2
225	хотя бы	3	2
226	точки зрения	8	2
227	сказать что	3	2
228	и внутренне	2	2
229	гораздо более	1	2
230	отношения к	4	1
231	одним из	2	1
232	например в	5	1
233	в сфере	2	1
234	не остается	1	1
235	становится в	1	1
236	это и	2	1
237	его же	1	1
238	когда это	1	1
239	также и	2	1
240	на материале	2	1
241	своего внутреннего	1	1
242	мы не	2	1
243	во внешнюю	1	1
244	себе как	2	1
245	нам в	1	1
246	не была	3	1
247	установкой на	3	1
248	в сущности	6	1
249	не нужно	1	1
250	на них	2	1
251	между собой	1	1
252	и личность	1	1
253	установки на	1	1
254	в различных	2	1
255	во всех	12	1
256	то он	1	1
257	точка зрения	2	1
258	к которой	1	1
259	в сторону	1	1
260	его во	1	1
261	с каким	1	1
262	не просто	1	1
263	за пределы	2	1
264	в одной	1	1
265	в той	4	1
266	как к	3	1
267	более и	1	1
268	и нет	2	1
269	хотя и	2	1
270	сознания в	1	1
271	сказал бы	1	1
272	в герое	1	1
273	для ее	1	1
274	и говорит	1	1
275	за собой	1	1
276	для которого	1	1
277	он в	1	1
278	все эти	6	1
279	осознает себя	1	1
280	чужих слов	6	1
281	чужое слово	10	1
282	нами в	1	1
283	человеке и	3	1
284	ее как	1	1
285	человек не	1	1
286	так сказать	6	1
287	сказать в	1	1
288	пределах одного	7	1
289	раз это	1	1
290	в корне	1	1
291	людей и	2	1
292	лишь с	1	1
293	было почти	1	1
294	но все	5	1
295	значительной степени	6	1
296	слова не	4	1
297	в каждом	1	1
298	смысле в	1	1
299	и ответ	1	1
300	он просто	1	1
301	и характер	1	1
302	и внутренняя	1	1
303	а его	1	1
304	то есть	26	1
305	не умеет	1	1
306	и других	4	1
307	и иных	4	1
308	то все	1	1
309	зрения и	2	1
310	и тем	1	1
311	даже в	2	1
312	за ней	2	1
313	и соответствующего	1	1
314	быть только	1	1
315	достоевского и	1	1
316	в самую	1	1
317	этого не	1	1
318	в слове	6	1
319	не всегда	2	1
320	выйти за	1	1
321	может идти	1	1
322	рождается и	2	1
323	в один	1	1
324	и еще	1	1
325	была поставлена	2	1
326	и при	2	1
327	никак не	1	1
328	человек и	14	1
329	наших дней	1	1
330	установка на	2	1
331	самого героя	1	1
332	от его	1	1
333	нем он	1	1
334	но он	2	1
335	далека от	1	1
336	и более	2	1
337	в конце	1	1
338	относительно самостоятельных	1	1
339	произведений искусства	1	1
340	исключительно важная	1	1
341	слов о	2	1
342	на образ	4	1
343	подлинной поэзии	1	1
344	освободиться от	1	1
345	с миром	1	1
346	и притом	1	1
347	самого начала	1	1
348	в направлении	1	1
349	дело в	2	1
350	ее с	1	1
351	на себе	1	1
352	и остается	3	1
353	во всякой	1	1
354	чем не	2	1
355	для всего	1	1
356	человека от	1	1
357	это то	1	1
358	это именно	1	1
359	к определенному	1	1
360	слове и	2	1
361	а лишь	2	1
362	себе во	1	1
363	но теперь	1	1
364	для осуществления	1	1
365	не столь	1	1
366	за его	1	1
367	в области	2	1
368	не слышит	1	1
369	разрыв между	3	1
370	его внутренней	1	1
371	с легкостью	1	1
372	во все	1	1
373	отличается от	2	1
374	числе и	1	1
375	глубокое и	1	1
376	с авторской	1	1
377	той или	5	1
378	не предполагает	1	1
379	нет никакой	1	1
380	в себя	2	1
381	с самого	1	1
382	в дальнейшем	2	1
383	в бесконечность	1	1
384	особенно в	2	1
385	и этого	1	1
386	глубоко и	3	1
387	еще в	1	1
388	по себе	5	1
389	образом в	1	1
390	никогда и	1	1
391	и здесь	2	1
392	но мы	2	1
393	и что	1	1
394	в значительной	6	1
395	внешней и	1	1
396	нас в	1	1
397	а во	1	1
398	героя до	1	1
399	или иначе	1	1
400	должно было	1	1
401	бы она	1	1
402	из своего	1	1
403	еще более	2	1
404	и писать	1	1
405	переходящая в	1	1
406	мышление и	1	1
407	того что	1	1
408	как например	2	1
409	быть и	3	1
410	по своей	1	1
411	контакта с	1	1
412	вне себя	2	1
413	проникнуть в	1	1
414	в существенный	1	1
415	и потому	7	1
416	всей жизни	1	1
417	но как	2	1
418	ему самому	1	1
419	говорит только	1	1
420	на мир	2	1
421	со всеми	2	1
422	значимость и	1	1
423	характерной для	1	1
424	для всех	4	1
425	уже в	2	1
426	него и	1	1
427	себе то	1	1
428	мышления и	5	1
429	за ним	1	1
430	глубину и	1	1
431	или даже	3	1
432	представить себе	1	1
433	не для	1	1
434	так как	4	1
435	не о	1	1
436	может служить	1	1
437	отношении к	4	1
438	независимо от	2	1
439	и никогда	1	1
440	автор и	1	1
441	одиночество в	1	1
442	этом отношении	3	1
443	на том	1	1
444	героя его	1	1
445	соединении с	1	1
446	чувствует себя	1	1
447	и даже	7	1
448	и т.п	2	1
449	а именно	2	1
450	в соединении	1	1
451	действующих лиц	2	1
452	чужой мысли	1	1
453	наконец в	4	1
454	этой роли	1	1
455	сосредоточенность на	1	1
456	становится художественно	1	1
457	а на	1	1
458	которых мы	2	1
459	до конца	17	1
460	более того	2	1
461	и достоевского	1	1
462	с которым	2	1
463	слова своего	2	1
464	там где	6	1
465	здесь лишь	1	1
466	более глубокое	1	1
467	все более	1	1
468	вступает в	1	1
469	и она	1	1
470	и определенности	1	1
471	эти слова	2	1
472	из форм	1	1
473	в пределах	13	1
474	чем в	2	1
475	оно себя	1	1
476	и внешне	1	1
477	лежит в	1	1
478	рассказ в	1	1
479	дело здесь	1	1
480	смысл в	1	1
481	но организует	1	1
482	слова и	8	1
483	еще раз	3	1
484	этом случае	6	1
485	в условиях	1	1
486	но это	3	1
487	авторское сознание	1	1
488	и таким	1	1
489	вокруг него	2	1
490	от нас	2	1
491	очень велика	1	1
492	слова но	1	1
493	на улице	1	1
494	этого сознания	1	1
495	и среди	1	1
496	мира и	5	1
497	всего что	1	1
498	из себя	3	1
499	интерес к	1	1
500	к внешнему	1	1
501	но зато	1	1
502	на языке	1	1
503	же в	1	1
504	обстоит дело	2	1
505	чем же	1	1
506	образ человека	1	1
507	слова от	6	1
508	чужому слову	2	1
509	не знает	2	1
510	только как	1	1
511	другой стороны	1	1
512	это внешнее	1	1
513	не замечать	1	1
514	в кругу	1	1
515	только о	2	1
516	у толстого	1	1
517	героя в	3	1
518	важно для	1	1
519	это так	1	1
520	в своих	1	1
521	том числе	1	1
522	каждое слово	1	1
523	к этому	1	1
524	которая не	1	1
525	в таком	4	1
