N	3gram	Losev_Dial_2	Russkaja
1	друг с другом	1	14
2	то же время	4	10
3	в то же	3	10
4	с точки зрения	8	9
5	в том что	6	7
6	на самом деле	1	6
7	во всяком случае	2	6
8	до сих пор	2	5
9	более или менее	2	4
10	бы то ни	1	4
11	не может быть	3	4
12	не может не	3	3
13	то ни стало	1	3
14	во что бы	1	3
15	вместе с тем	1	3
16	с тем чтобы	1	3
17	и не может	1	3
18	и то что	1	3
19	что бы то	1	3
20	в данном случае	2	3
21	в конце концов	1	3
22	той или иной	1	3
23	точно так же	1	2
24	в том и	1	2
25	в себе и	1	2
26	том и в	1	2
27	и в том	1	2
28	и вместе с	1	2
29	того или иного	1	2
30	о том что	4	2
31	в другом случае	1	2
32	к тому что	1	2
33	сама по себе	7	2
34	она не может	1	2
35	и в другом	1	2
36	привести только к	1	1
37	уже знаем что	1	1
38	зависит от того	1	1
39	так же и	1	1
40	в самом деле	3	1
41	но даже и	1	1
42	то же самое	2	1
43	мы уже знаем	3	1
44	таит в себе	1	1
45	важно то что	1	1
46	и не только	5	1
47	и то и	1	1
48	в этих последних	1	1
49	с ним в	1	1
50	только то что	4	1
51	в этом отношении	1	1
52	что не только	1	1
53	вполне похож на	1	1
54	за то что	1	1
55	может и должно	1	1
56	не просто в	1	1
57	по крайней мере	9	1
58	то и другое	1	1
59	жизни и в	1	1
60	говорить не о	1	1
61	не есть только	3	1
62	и в частности	2	1
63	не вникая в	1	1
64	отнюдь не должны	1	1
65	и с точки	1	1
66	но при этом	1	1
67	и должно быть	2	1
68	и в этом	1	1
69	и как бы	1	1
70	в связи с	4	1
71	с тою разницей	1	1
72	что же будет	1	1
73	сих пор мы	1	1
74	о котором мы	1	1
75	так же как	1	1
76	потому что они	2	1
77	к освобождению от	1	1
78	может привести только	1	1
79	причем все это	1	1
80	что он есть	1	1
81	с нею в	2	1
82	того и другого	1	1
83	от того что	2	1
84	заключается в том	1	1
85	говорить о том	1	1
86	это и есть	1	1
87	так как это	2	1
88	в себе черты	1	1
89	с самого начала	2	1
90	как бы ни	2	1
91	вопрос о том	1	1
92	речь идет о	1	1
93	но все же	1	1
94	несмотря на все	1	1
95	тою разницей что	1	1
96	так чтобы все	1	1
97	но мы уже	1	1
98	тем не менее	2	1
99	и прежде всего	2	1
100	необходимо иметь в	1	1
101	нечего и говорить	1	1
102	на первый взгляд	1	1
103	к тому же	1	1
