N	2gram	Potebnia_M_3	Dialekti
1	не есть	17	54
2	и не	15	27
3	а не	15	26
4	точки зрения	2	25
5	и т	5	24
6	и в	30	24
7	значит что	1	24
8	это значит	1	24
9	есть нечто	4	23
10	не только	21	23
11	т д	3	23
12	что такое	2	21
13	по себе	16	20
14	не может	6	19
15	ничего не	1	17
16	и есть	3	16
17	и что	10	15
18	что все	3	14
19	с точки	1	14
20	то что	18	14
21	в таком	3	14
22	таким образом	14	13
23	что он	6	13
24	вовсе не	7	13
25	может быть	28	13
26	и даже	2	13
27	что это	4	12
28	есть только	5	12
29	того что	18	12
30	есть и	1	12
31	не менее	5	11
32	не имеет	6	11
33	что же	2	11
34	таком случае	2	10
35	в сущности	1	10
36	тем не	3	10
37	только не	2	10
38	она есть	1	10
39	не существует	3	10
40	есть не	7	9
41	то это	6	9
42	что она	3	9
43	ни в	2	9
44	стало быть	1	9
45	но и	19	9
46	в этом	10	8
47	и как	5	8
48	отличается от	1	8
49	так что	7	8
50	в виде	2	8
51	прежде всего	3	8
52	что мы	8	8
53	том что	18	8
54	это и	2	7
55	в самом	8	7
56	что мир	1	7
57	как и	10	7
58	потому что	46	7
59	что оно	11	7
60	ясно что	1	7
61	в виду	1	7
62	другими словами	1	7
63	только на	3	7
64	но что	2	7
65	что в	17	7
66	самом деле	2	6
67	должна быть	1	6
68	то же	23	6
69	об этом	2	6
70	и с	2	6
71	возможно только	3	6
72	есть именно	1	6
73	превращается в	1	6
74	оно не	4	6
75	если бы	12	6
76	что и	13	6
77	о том	2	6
78	так как	13	6
79	даже не	1	6
80	не на	1	6
81	и все	3	6
82	все это	4	6
83	от всего	3	6
84	но если	1	6
85	есть то	2	6
86	сам по	5	5
87	вопрос о	1	5
88	хотя и	1	5
89	само по	3	5
90	он не	4	5
91	по крайней	5	5
92	одно и	5	5
93	так и	11	5
94	было бы	9	5
95	всего прочего	1	5
96	в них	5	5
97	мы не	9	5
98	и тогда	3	5
99	в том	32	5
100	в то	10	5
101	тогда когда	9	5
102	и притом	2	5
103	и сама	1	5
104	и его	4	5
105	только в	21	5
106	уже не	6	5
107	одно из	5	5
108	крайней мере	5	5
109	что не	8	5
110	что для	4	5
111	есть явление	1	5
112	с этой	2	5
113	но это	6	5
114	или не	1	5
115	или нет	1	5
116	только как	5	5
117	жизни и	2	5
118	как на	5	5
119	все остальное	1	4
120	и то	8	4
121	чего не	1	4
122	явления и	1	4
123	время как	1	4
124	говорить о	3	4
125	в чем	3	4
126	нет и	1	4
127	сама по	2	4
128	в истории	1	4
129	конечно не	1	4
130	подобно тому	2	4
131	собственно говоря	2	4
132	это не	1	4
133	на первый	1	4
134	если нет	1	4
135	тому что	3	4
136	что есть	2	4
137	как о	2	4
138	но только	2	4
139	от того	8	4
140	не могут	5	4
141	и это	4	4
142	то время	4	4
143	можно только	2	4
144	жизнь и	1	4
145	к тому	7	4
