N	3gram	Trubetskoy_1	Myshleni
1	в том что	3	17
2	вместе с тем	8	10
3	для того чтобы	5	7
4	в отличие от	1	6
5	так же как	3	6
6	с самого начала	2	6
7	с одной стороны	7	5
8	тот факт что	1	5
9	в связи с	3	5
10	мы уже говорили	1	5
11	тем не менее	3	5
12	друг с другом	5	5
13	что и в	1	5
14	и того же	1	4
15	ни один из	1	4
16	смысле этого слова	1	4
17	во всяком случае	6	4
18	в то время	1	4
19	с тем и	2	4
20	одного и того	1	4
21	о том что	4	3
22	состоит в том	1	3
23	сами по себе	1	3
24	в этом отношении	2	3
25	что мы знаем	1	3
26	по сравнению с	2	3
27	а с другой	5	3
28	один из этих	1	3
29	с другой стороны	1	3
30	мы видели что	1	3
31	с тем что	1	3
32	на то что	2	3
33	в том виде	2	2
34	этой точки зрения	2	2
35	по отношению к	1	2
36	и в этом	2	2
37	совершенно так же	1	2
38	заключает в себе	2	2
39	все что мы	1	2
40	мы знаем о	1	2
41	не может быть	1	2
42	из которых каждый	1	2
43	с этой точки	2	2
44	так и в	1	2
45	и вместе с	4	2
46	в свою очередь	1	2
47	той или иной	2	2
48	на пути к	2	2
49	в так называемой	1	1
50	и по мере	1	1
51	и том же	1	1
52	ничем не отличаются	1	1
53	могут рассматриваться как	1	1
54	одновременно с развитием	1	1
55	и путь к	1	1
56	даже там где	1	1
57	значение в связи	1	1
58	более или менее	5	1
59	так или иначе	3	1
60	в том числе	5	1
61	постольку поскольку они	1	1
62	то же самое	2	1
63	влечет за собой	2	1
64	о том как	1	1
65	совпадает с тем	1	1
66	с точки зрения	6	1
67	до сих пор	5	1
68	из общего правила	1	1
69	не отличаются от	1	1
70	бы то ни	2	1
71	не имеет никакого	1	1
72	несомненно в отношении	1	1
73	это мы и	1	1
74	одной стороны с	1	1
75	том числе и	4	1
76	с этого момента	1	1
77	несмотря на его	1	1
78	в этот период	1	1
79	том или ином	1	1
80	точно так же	3	1
81	одном и том	1	1
82	но все они	1	1
83	и связанные с	2	1
84	сказать что в	1	1
85	же что и	1	1
86	с внешней стороны	1	1
87	в этой области	1	1
88	в данном случае	1	1
89	не потому что	1	1
90	и т.д в	1	1
91	то ни было	2	1
92	на этот раз	1	1
93	всяком случае в	1	1
94	и не могут	1	1
95	этой задачи мы	1	1
96	которые могли бы	1	1
97	всяком случае не	3	1
98	указывает на то	1	1
99	все более и	1	1
100	и даже там	1	1
101	из них не	1	1
102	друг к другу	1	1
103	и превращается в	1	1
104	а вместе с	1	1
105	что и у	1	1
106	но тем не	1	1
107	с другой с	1	1
108	сменяют друг друга	1	1
109	ничто не указывает	1	1
110	ничего общего с	2	1
111	в отношении их	1	1
112	в связь с	1	1
113	более и более	1	1
114	и не потому	1	1
115	все эти особенности	1	1
116	внешнее сходство между	1	1
117	функционально связанный с	1	1
118	связи с тем	1	1
119	с внутренней стороны	1	1
120	и в результате	1	1
121	могло бы быть	1	1
122	в конце концов	3	1
123	что оно является	1	1
