N	2gram	Voloshinov_1	Myslijsy
1	потому что	4	46
2	то есть	1	34
3	в том	4	32
4	и в	15	30
5	может быть	13	28
6	то же	7	23
7	не только	5	21
8	только в	6	21
9	но и	4	19
10	того что	2	18
11	том что	5	18
12	то что	10	18
13	что в	6	17
14	в себе	4	16
15	по себе	2	16
16	и не	16	15
17	не в	4	15
18	в сознании	3	15
19	а не	2	15
20	таким образом	21	14
21	что и	2	13
22	так как	9	13
23	если бы	3	12
24	вместе с	4	12
25	а в	6	12
26	так и	10	11
27	что оно	2	11
28	как в	3	10
29	в этом	13	10
30	в душе	13	10
31	как и	6	10
32	в то	6	10
33	и что	3	10
34	мы не	4	9
35	из этих	4	9
36	в нем	4	9
37	было бы	6	9
38	тогда когда	1	9
39	между тем	2	9
40	для него	5	9
41	и то	2	8
42	в ней	5	8
43	в самом	6	8
44	от того	3	8
45	что мы	2	8
46	с одной	1	7
47	но не	5	7
48	и без	1	7
49	тем что	1	7
50	как мы	10	7
51	в сознание	9	7
52	слова в	1	7
53	вовсе не	2	7
54	с другой	1	7
55	к тому	4	7
56	например в	1	6
57	то это	1	6
58	с этим	6	6
59	же с	2	6
60	между собою	1	6
61	с ним	12	6
62	и теперь	1	6
63	те же	4	6
64	там же	1	6
65	что он	8	6
66	уже не	5	6
67	то и	1	6
68	из них	1	6
69	а потому	2	6
70	зависит от	1	6
71	душевной жизни	6	6
72	но оно	1	6
73	не может	13	6
74	но это	2	6
75	человека и	6	5
76	сам по	2	5
77	и т	1	5
78	еще не	7	5
79	по отношению	11	5
80	независимо от	1	5
81	в своем	2	5
82	и как	1	5
83	думать что	2	5
84	не следует	2	5
85	одно и	1	5
86	с другими	5	5
87	и тем	1	5
88	я как	1	5
89	по крайней	1	5
90	же время	5	5
91	к ней	2	5
92	как на	3	5
93	в каком	3	5
94	не могут	3	5
95	это содержание	2	5
96	не менее	3	5
97	мысль о	1	5
98	крайней мере	1	5
99	уже в	1	5
100	одно из	3	5
101	есть только	1	5
102	отношению к	9	5
103	должно быть	2	5
104	слова и	2	5
105	сказать что	6	5
106	только как	1	5
107	говоря о	1	4
108	тем же	1	4
109	или же	1	4
110	в каждой	1	4
111	не все	1	4
112	относится к	1	4
113	не было	4	4
114	что это	3	4
115	бы не	1	4
116	он не	4	4
117	не к	1	4
118	но вместе	2	4
119	одной и	1	4
120	и по	5	4
121	мы видели	5	4
122	в один	1	4
123	и при	3	4
124	в котором	1	4
125	себе а	1	4
126	и его	15	4
127	по поводу	2	4
128	для того	1	4
129	оно не	2	4
130	на это	1	4
131	и это	1	4
132	то время	1	4
133	в его	9	4
134	один из	4	4
135	далеко не	4	4
136	и между	1	4
137	себя и	3	4
138	для сознания	1	4
139	и потому	8	4
140	для понимания	1	4
141	все это	5	4
142	в смысле	1	4
143	и от	1	4
144	тем более	1	4
145	мы должны	7	4
146	слово в	1	4
147	была бы	1	4
148	все что	9	4
149	я и	6	3
150	только потому	1	3
151	и есть	2	3
152	в первом	2	3
153	оно есть	1	3
154	и на	3	3
155	в чем	4	3
156	а только	1	3
157	не то	1	3
158	ответ на	2	3
159	дает нам	2	3
160	не можем	3	3
161	в целом	2	3
162	что она	2	3
163	при этом	7	3
164	т д	1	3
165	в человеческой	1	3
166	на свое	1	3
167	или вовсе	1	3
168	возможно только	2	3
169	что все	5	3
170	и может	4	3
171	его в	8	3
172	насколько оно	1	3
173	этого не	2	3
174	и тогда	1	3
175	как бы	11	3
176	что при	2	3
177	образом и	1	3
178	тем не	2	3
179	прибавить что	1	3
180	тому что	3	3
181	на него	4	3
182	образом в	1	3
183	того чтобы	2	3
184	заметить что	1	3
185	могут быть	6	3
186	свою очередь	1	3
187	или в	1	3
188	быть может	1	3
189	и вообще	1	3
190	со стороны	2	3
191	время в	2	3
192	можно сказать	4	3
193	это было	1	3
194	к нему	7	3
195	и следовательно	1	3
196	на которой	1	3
197	только на	2	3
198	в начале	1	3
199	прежде всего	11	3
200	мы можем	12	3
201	до сих	3	3
202	именно в	3	3
203	такое же	1	3
204	одной стороны	1	3
205	его я	1	3
206	связь с	4	3
207	так же	1	3
208	в человеке	5	3
209	самого себя	2	3
210	чувства и	1	3
211	в ряду	1	3
212	сих пор	3	3
213	и оно	3	3
214	не знаем	1	3
215	не существует	3	3
216	и все	4	3
217	в свою	2	3
218	не говоря	1	3
219	не знает	3	3
220	в последнем	1	3
221	в которой	1	3
222	в искусстве	3	3
223	то оно	1	3
224	к этому	7	3
225	в таком	3	3
226	а между	1	2
227	таком случае	2	2
228	один член	1	2
229	самом деле	7	2
230	это и	1	2
231	нам кажется	1	2
232	и до	3	2
233	собственном смысле	1	2
234	часть его	1	2
235	мы уже	5	2
236	той же	2	2
237	все в	1	2
238	которое не	1	2
239	ему в	1	2
240	при таких	1	2
241	одним словом	1	2
242	явлений и	2	2
243	отношение к	7	2
244	за пределы	2	2
245	что они	1	2
246	человек может	2	2
247	все же	5	2
248	и той	1	2
249	далее и	1	2
250	что по	1	2
251	мы различаем	1	2
252	его к	1	2
253	та же	1	2
254	под ним	1	2
255	в этой	5	2
256	и тот	2	2
257	на то	1	2
258	человек не	2	2
259	так сказать	3	2
260	идеи и	2	2
261	не как	1	2
262	с таким	1	2
263	из виду	1	2
264	из него	2	2
265	людей и	1	2
266	прежде чем	1	2
267	с сознанием	6	2
268	но все	2	2
269	того насколько	1	2
270	не дает	1	2
271	на все	2	2
272	не нашел	1	2
273	художественный образ	2	2
274	входит в	1	2
275	ни в	6	2
276	не всегда	4	2
277	во время	5	2
278	точки зрения	13	2
279	в своей	9	2
280	что такое	3	2
281	а как	1	2
282	на первых	2	2
283	мысли и	4	2
284	несомненно что	1	2
285	единство и	3	2
286	их в	2	2
287	что поэтому	1	2
288	даже в	1	2
289	она не	2	2
290	что с	1	2
291	и притом	1	2
292	иметь в	1	2
293	только не	1	2
294	в разных	1	2
295	природы в	1	2
296	из того	2	2
297	этом отношении	2	2
298	когда мы	1	2
299	от этого	1	2
300	можем выразить	1	2
301	для развития	2	2
302	его с	1	2
303	в области	3	2
304	в нас	2	2
305	ничего общего	2	2
306	то или	2	2
307	и о	3	2
308	в ее	4	2
309	в собственном	2	2
310	каждого из	1	2
311	во многом	2	2
312	можно только	1	2
313	и с	7	2
314	об этом	4	2
315	связанное с	2	2
316	упускать из	1	2
317	о том	1	2
318	но мы	2	2
319	его жизни	6	2
320	этой мысли	1	2
