N	2gram	Vygotskiy__6	Vladivir
1	и в	28	30
2	в этом	27	20
3	то что	28	20
4	у него	2	19
5	и не	11	18
6	в том	28	18
7	и с	1	14
8	что он	18	13
9	в конце	2	13
10	не только	16	12
11	том что	19	12
12	что в	17	12
13	как мы	10	11
14	в его	3	11
15	а в	2	11
16	сказать что	13	11
17	и вообще	2	10
18	и даже	1	10
19	все же	2	9
20	кроме того	1	9
21	было бы	9	9
22	не в	4	9
23	в то	6	9
24	не может	19	9
25	для него	6	9
26	потому что	22	9
27	в своем	7	8
28	но в	5	8
29	что же	1	8
30	не мог	1	8
31	связи с	3	8
32	но и	10	8
33	в связи	2	8
34	вместе с	7	8
35	до конца	3	7
36	ни в	1	7
37	точки зрения	13	7
38	никогда не	8	7
39	не менее	2	7
40	в эти	1	7
41	может быть	13	7
42	а не	3	7
43	как это	3	7
44	письма с	1	7
45	для нас	2	7
46	и все	5	7
47	хотя и	3	6
48	и к	6	6
49	в себе	4	6
50	об этом	1	6
51	тем не	1	6
52	и его	3	6
53	у нас	2	6
54	то время	6	6
55	только в	18	6
56	еще и	1	6
57	прежде всего	2	6
58	о чем	1	6
59	к этому	1	6
60	того же	7	5
61	и то	4	5
62	с этим	4	5
63	то в	5	5
64	все эти	2	5
65	при этом	3	5
66	как и	6	5
67	в своей	2	5
68	в котором	2	5
69	по себе	3	5
70	так как	10	5
71	это мы	3	5
72	так и	6	5
73	с ним	2	5
74	и что	6	5
75	того что	24	5
76	тот же	1	5
77	он уже	1	5
78	так что	6	5
79	но что	4	5
80	как бы	11	5
81	в основном	1	5
82	все это	2	5
83	в результате	1	5
84	из этого	2	5
85	то же	7	4
86	той же	4	4
87	я не	4	4
88	и он	1	4
89	и на	5	4
90	что его	1	4
91	с его	3	4
92	отношение к	7	4
93	в которой	7	4
94	что это	1	4
95	в целом	3	4
96	в этой	5	4
97	на его	3	4
98	в нем	7	4
99	он не	7	4
100	содержит в	1	4
101	его в	6	4
102	это было	1	4
103	несмотря на	2	4
104	мы знаем	4	4
105	в этих	2	4
106	мы должны	3	4
107	и о	1	4
108	эти последние	2	4
109	можно сказать	6	4
110	о том	1	4
111	с которыми	1	4
112	конечно не	1	4
113	вовсе не	1	4
114	именно в	4	4
115	так же	15	4
116	в это	1	4
117	с этой	2	4
118	но это	2	4
119	в начале	1	4
120	и наконец	2	4
121	на этот	4	4
122	отношения к	3	3
123	едва ли	1	3
124	что можно	1	3
125	быть в	1	3
126	во всех	4	3
127	но не	10	3
128	не то	1	3
