N	3gram	Propp_Isto_6	EvropaiC
1	в том что	5	16
2	до сих пор	4	12
3	по отношению к	2	10
4	друг с другом	1	9
5	более или менее	1	7
6	на то что	1	7
7	для того чтобы	1	6
8	в этом случае	6	4
9	сих пор не	1	4
10	с другой стороны	8	4
11	не может быть	3	4
12	о том что	4	4
13	тем не менее	1	4
14	никогда не будет	1	3
15	и то что	1	3
16	так же как	1	3
17	в данном случае	3	3
18	так или иначе	1	3
19	все же не	1	3
20	таким образом в	1	3
21	но так как	3	2
22	том что он	1	2
23	только то что	2	2
24	вместе с тем	3	2
25	с одной стороны	7	2
26	а с другой	1	2
27	во всяком случае	2	2
28	между этими двумя	1	2
29	как и в	2	2
30	но все же	2	2
31	случае если бы	1	2
32	и в том	1	2
33	а если он	1	1
34	уже знаем что	2	1
35	на месте в	1	1
36	иначе обстоит дело	1	1
37	в чистом виде	1	1
38	еще далеко не	1	1
39	мы уже говорили	1	1
40	того что в	1	1
41	и то же	1	1
42	то время как	3	1
43	социальной жизни и	1	1
44	но при этом	1	1
45	таким образом оказывается	1	1
46	а потом и	1	1
47	на своем пути	2	1
48	более высокой ступени	1	1
49	и не может	1	1
50	образом оказывается что	1	1
51	и оно было	1	1
52	в зависимости от	1	1
53	это представление о	2	1
54	и при помощи	1	1
55	друг на друга	1	1
56	для этой цели	1	1
57	у него в	1	1
58	что все эти	1	1
59	мы находим в	1	1
60	независимо от того	1	1
61	совершенно ясно что	1	1
62	том числе и	1	1
63	может лежать на	1	1
64	точно так же	2	1
65	вступают в противоречие	1	1
66	эти примеры показывают	1	1
67	одно и то	1	1
68	вместе с ними	1	1
69	для борьбы с	1	1
70	зависит не от	1	1
71	не забудем что	1	1
72	во-первых потому что	1	1
73	что тот или	1	1
74	это может быть	1	1
75	в противоречие с	1	1
76	все эти черты	1	1
77	таким образом и	2	1
78	но в целом	1	1
79	выше мы видели	1	1
80	чтобы ответить на	1	1
81	на первый взгляд	1	1
82	на задний план	1	1
83	в общих чертах	1	1
84	и сам он	1	1
85	каждый раз когда	1	1
86	к концу этого	1	1
87	все же никогда	1	1
88	но вместе с	1	1
89	что у него	1	1
90	примеры показывают что	1	1
91	же никогда не	1	1
92	в тех случаях	3	1
93	нами до сих	1	1
94	надо сказать что	1	1
95	и некоторые другие	1	1
96	таким образом мы	1	1
97	в то время	3	1
98	совершенно таким же	1	1
99	смысле этого слова	1	1
100	но даже в	1	1
101	не менее в	1	1
102	несмотря на все	1	1
103	мы видели что	3	1
104	еще не вполне	1	1
105	тех случаях когда	3	1
106	в том числе	1	1
107	как мы видели	2	1
108	мы уже знаем	2	1
109	мы только что	1	1
110	как бы он	1	1
