N	3gram	Voloshinov_1	slovoVRo
1	то же время	1	12
2	в то же	1	12
3	с точки зрения	2	8
4	в отношении к	2	6
5	во всяком случае	1	5
6	с одной стороны	2	4
7	с другой стороны	2	4
8	но в то	1	4
9	в зависимости от	2	3
10	в поэтическом произведении	1	3
11	в данном случае	2	3
12	более или менее	1	3
13	а между тем	1	2
14	мы уже сказали	1	2
15	друг о друге	1	2
16	в том и	1	2
17	свое выражение в	1	2
18	до сих пор	3	2
19	и не может	3	2
20	в лучшем случае	1	2
21	до известной степени	2	2
22	и др и	1	2
23	может быть только	1	2
24	одно и то	2	2
25	то время как	1	2
26	в то время	1	2
27	и то же	2	2
28	и в этом	1	2
29	определяется прежде всего	1	2
30	в свою очередь	1	2
31	они как бы	1	2
32	как мы уже	1	2
33	можно было бы	1	2
34	точками зрения на	1	1
35	высказывания как бы	1	1
36	социологического подхода к	1	1
37	а не к	1	1
38	к автору и	2	1
39	в виду не	1	1
40	какой степени не	1	1
41	дело в том	4	1
42	имеем в виду	2	1
43	они ни были	1	1
44	точки зрения является	1	1
45	в нем и	1	1
46	слово в поэзии	1	1
47	и не в	3	1
48	не имеют общего	1	1
49	бы то ни	3	1
50	но и в	1	1
51	оставаясь в пределах	1	1
52	с ним в	1	1
53	на самом же	1	1
54	в этом отношении	1	1
55	по аналогии с	1	1
56	может находиться в	1	1
57	находит свое выражение	2	1
58	в литературе и	1	1
59	точки зрения не	1	1
60	быть более или	1	1
61	в противном случае	1	1
62	и в истории	1	1
63	со всех сторон	1	1
64	по крайней мере	1	1
65	ни в какой	1	1
66	может быть и	3	1
67	в процессе живого	1	1
68	и в частности	1	1
69	мы все время	2	1
70	в значительной степени	1	1
71	то ни было	3	1
72	в каком направлении	1	1
73	мы имеем в	1	1
74	том что всякий	1	1
75	все то в	1	1
76	свою связь с	1	1
77	строит свое высказывание	1	1
78	каково бы оно	1	1
79	в какой степени	2	1
80	и несводимо к	1	1
81	бы оно ни	1	1
82	в поэзии слово	1	1
83	автору и его	1	1
84	и др все	1	1
85	не должно быть	1	1
86	не из словаря	1	1
87	не может быть	7	1
88	тем не менее	3	1
89	между тем это	1	1
90	о том что	1	1
91	здесь таким образом	1	1
92	оно ни было	1	1
93	равно как и	1	1
94	прежде всего именно	1	1
95	этой точки зрения	3	1
96	какая бы то	1	1
97	точек зрения и	1	1
98	с самого начала	1	1
99	никогда не бывает	1	1
100	обстоит дело и	1	1
101	близости к автору	1	1
102	он еще не	1	1
103	и прежде всего	1	1
104	включает в себя	1	1
105	можно сказать что	5	1
106	и потому не	1	1
107	бы они ни	1	1
108	каковы бы они	1	1
109	третье лицо и	1	1
110	выходящая за пределы	1	1
111	и слово в	1	1
112	с жизнью и	1	1
113	тех или иных	1	1
114	как бы заключает	1	1
115	самом же деле	1	1
116	не может находиться	1	1
117	и на события	1	1
118	в том что	4	1
119	за его пределы	1	1
120	как и в	1	1
121	и с другой	1	1
