N	4gram	Losev_Prob_2	Dialekti
1	ни в каком случае	3	4
2	не имеет ничего общего	2	3
3	имеет ничего общего с	2	3
4	это значит что он	1	3
5	или по крайней мере	3	2
6	с одной стороны и	3	2
7	и с другой стороны	1	2
8	сама по себе но	1	2
9	и в то же	1	2
10	если иметь в виду	1	2
11	значит ли это что	1	2
12	как один из видов	1	2
13	в каком случае не	2	2
14	несмотря на то что	1	2
15	и тем не менее	1	1
16	в то или иное	1	1
17	не был бы выражением	1	1
18	вовсе не есть ни	1	1
19	что же это за	1	1
20	по крайней мере в	2	1
21	и есть то что	1	1
22	одной стороны и с	1	1
23	и ни в какой	1	1
24	не существует и что	1	1
25	каком случае не есть	1	1
26	в конце концов не	1	1
27	одной и той же	2	1
28	ни в какой мере	1	1
29	если бы не было	3	1
30	не что иное как	3	1
31	в то время как	1	1
32	ни в каком смысле	1	1
33	есть дерево а не	1	1
34	а на самом деле	1	1
35	тоже не есть ни	1	1
36	то это значит что	2	1
37	все больше и больше	1	1
38	дерево есть дерево а	1	1
39	то что не есть	1	1
40	есть не что иное	3	1
41	в какой мере не	1	1
42	стороны и с другой	1	1
43	на самом же деле	1	1
44	и ни в каком	1	1
45	в связи с этим	2	1
