N	2gram	Potebnia_M_4	Hudozhes
1	в мире	2	23
2	в качестве	1	19
3	то есть	34	18
4	состоит в	2	16
5	и не	18	16
6	не только	10	15
7	и в	23	15
8	в том	23	15
9	тогда как	4	13
10	может быть	26	13
11	в частности	1	13
12	при этом	15	12
13	и его	2	12
14	а в	5	12
15	но не	1	11
16	в этом	23	11
17	в себе	14	11
18	я в	2	11
19	то же	14	10
20	по отношению	10	10
21	как бы	5	10
22	так и	6	10
23	а не	12	10
24	отношению к	8	10
25	но и	11	10
26	точки зрения	4	9
27	в его	5	9
28	своего рода	1	8
29	в душе	1	8
30	отличие от	1	7
31	но в	8	7
32	в то	4	7
33	с другой	2	7
34	в искусстве	3	7
35	отношение к	2	6
36	том что	12	6
37	не в	11	6
38	же время	3	6
39	в ее	2	6
40	не может	11	6
41	что в	17	6
42	в их	1	5
43	в самом	3	5
44	то что	29	5
45	тем самым	4	5
46	могут быть	7	5
47	той или	1	5
48	можно сказать	4	5
49	а также	1	5
50	того что	14	5
51	только в	15	5
52	уже не	3	5
53	между ними	4	5
54	другой стороны	1	5
55	я с	1	5
56	в нем	7	5
57	и то	5	4
58	мы имеем	4	4
59	говорить о	5	4
60	еще не	3	4
61	кто говорит	2	4
62	хотя и	5	4
63	и как	2	4
64	он не	2	4
65	в другом	1	4
66	и тем	4	4
67	в слове	22	4
68	в этих	3	4
69	в своей	1	4
70	говоря словами	2	4
71	входит в	1	4
72	между тем	9	4
73	в форме	1	4
74	для него	5	4
75	со стороны	3	4
76	к которому	1	4
77	прежде всего	1	4
78	не знает	1	4
79	как это	1	4
80	например в	3	4
81	к тому	3	4
82	сказать что	8	4
83	художественного произведения	1	3
84	того же	1	3
85	на деле	2	3
86	что можно	1	3
87	в виду	3	3
88	как говорит	1	3
89	субъекта и	1	3
90	как уже	1	3
91	и к	6	3
92	в которой	6	3
93	не следует	2	3
94	лишь в	3	3
95	его в	4	3
96	это не	7	3
97	как и	14	3
98	одного и	1	3
99	с точки	3	3
100	но он	1	3
101	тем не	4	3
102	их в	3	3
103	произведений искусства	1	3
104	в отношении	1	3
105	не менее	5	3
106	потому что	33	3
107	не будет	3	3
108	говорит и	1	3
109	в произведении	1	3
110	в пределах	1	3
111	так в	3	3
112	к его	2	3
113	если бы	13	3
114	и что	7	3
115	что он	4	3
116	к нему	5	3
117	во втором	1	3
118	и того	1	3
119	человека с	1	3
120	к содержанию	1	3
121	в области	2	3
122	далеко не	1	3
123	в воображении	1	3
124	человеческой жизни	1	3
125	была бы	1	3
126	по своему	2	3
127	в данном	4	3
128	в той	4	3
129	и для	2	3
130	таким образом	24	3
131	в свою	2	3
132	и состоит	3	3
133	в таком	4	3
134	таком случае	2	2
135	человека и	3	2
136	и это	2	2
137	идет о	1	2
138	к другому	1	2
139	я как	1	2
140	не вполне	2	2
141	я не	2	2
142	во мне	1	2
143	и на	3	2
144	в чем	1	2
145	могло быть	1	2
146	но как	1	2
147	не все	1	2
148	за пределы	1	2
149	еще один	1	2
150	в своем	8	2
151	в себя	1	2
152	образом и	1	2
153	все эти	3	2
154	в нашем	2	2
155	бы не	3	2
156	всей своей	1	2
157	в этой	1	2
158	но на	1	2
159	не как	2	2
160	в силу	7	2
161	наших глазах	1	2
162	на этом	1	2
163	ни был	3	2
164	значительной степени	2	2
165	об этом	2	2
166	времени и	1	2
167	времени в	1	2
168	по себе	11	2
169	в них	3	2
170	ведет к	3	2
171	с другими	4	2
172	сводятся к	2	2
173	известной степени	3	2
174	нас самих	1	2
175	от себя	1	2
176	и более	4	2
177	том и	2	2
178	до известной	2	2
179	вовсе не	7	2
180	даже в	2	2
181	тому что	2	2
182	дело не	2	2
183	и притом	2	2
184	не могло	1	2
185	вытекает из	1	2
186	имеем дело	2	2
187	слова как	1	2
188	этих двух	1	2
189	не принадлежит	1	2
190	языка в	2	2
191	числе и	1	2
192	упрощается и	1	2
193	оно не	2	2
194	на наших	1	2
195	и о	4	2
196	подобных случаях	1	2
197	того чтобы	4	2
198	свою очередь	1	2
199	самим собою	1	2
200	роль в	1	2
201	с языком	2	2
202	и сам	1	2
203	что может	2	2
204	или в	1	2
205	с человеком	1	2
206	о том	8	2
207	при котором	1	2
208	что каждый	1	2
209	в глаза	1	2
210	всех подобных	1	2
211	к действительности	1	2
212	другого в	1	2
213	именно в	3	2
214	а именно	4	2
215	внешних предметов	1	2
216	ни к	2	2
217	известного рода	1	2
218	с одной	1	2
219	из которого	1	2
220	есть в	5	2
221	и др	2	2
222	слова не	3	2
223	одно из	1	2
224	никто не	2	2
225	слова в	3	2
226	и прежде	2	2
227	в одном	4	2
228	в пространстве	1	2
229	для меня	10	2
230	при всей	1	2
231	у него	1	2
232	для того	6	2
233	чем и	1	2
234	в данный	1	2
235	или иначе	2	2
236	а с	1	2
237	жизни то	1	2
238	превращается в	2	2
239	одной стороны	1	2
240	начиная с	1	2
241	так же	4	2
242	и потому	10	2
243	как в	7	2
244	из которых	2	2
245	к своему	1	2
246	так или	2	2
247	было и	2	2
248	и по	3	2
249	для понимания	2	2
250	художественное произведение	2	2
251	во всех	1	2
252	речь идет	1	2
253	мира и	1	2
254	тем более	5	2
