N	4gram	Vinokur_Ku_3	Problemy
1	и не может быть	1	5
2	в то же время	1	5
3	по себе еще не	1	2
4	никогда не может быть	1	1
5	в той или иной	2	1
6	строить свою речь в	1	1
7	не с точки зрения	1	1
8	если бы не было	1	1
9	в собственном смысле слова	1	1
10	нет разумеется никакой необходимости	1	1
11	друг от друга в	1	1
12	а может быть и	1	1
13	то это вовсе не	1	1
14	и в то же	1	1
15	сама по себе еще	1	1
16	в самом деле в	1	1
17	с двух точек зрения	1	1
18	одним и тем же	2	1
19	еще раз подчеркнуть что	1	1
