N	2gram	Bakhtin_Fr_8	Komedia
1	и в	56	22
2	и не	9	21
3	том что	8	13
4	таким образом	17	12
5	в том	13	12
6	так как	4	11
7	в доме	1	10
8	в комедии	1	10
9	ни в	2	10
10	потому что	6	10
11	в самом	9	9
12	до сих	8	9
13	вместе с	2	9
14	сих пор	8	9
15	в этом	14	8
16	его в	2	8
17	в своем	3	8
18	о том	4	8
19	если бы	2	8
20	в его	18	8
21	что и	3	8
22	что он	2	8
23	то же	11	7
24	при этом	4	7
25	не по	1	7
26	а в	2	7
27	того же	1	6
28	самом деле	2	6
29	еще не	10	6
30	так что	3	6
31	тому же	1	6
32	в то	12	6
33	и его	12	6
34	к тому	1	6
35	того чтобы	4	6
36	и что	1	6
37	для того	2	6
38	может быть	3	6
39	как раз	2	6
40	во время	5	6
41	к этому	2	6
42	речь идет	1	5
43	что его	1	5
44	но в	6	5
45	не только	8	5
46	он не	5	5
47	в своей	2	5
48	в которых	2	5
49	то это	1	5
50	же время	10	5
51	связи с	6	5
52	и сам	2	5
53	хотя и	2	5
54	с ним	2	5
55	к нему	2	5
56	что в	5	5
57	по отношению	1	5
58	из них	2	5
59	тем что	1	5
60	прежде всего	6	5
61	все это	8	5
62	в ней	4	4
63	он был	12	4
64	с другой	2	4
65	и речи	1	4
66	все же	2	4
67	когда он	2	4
68	то что	3	4
69	в себе	4	4
70	что она	2	4
71	и с	8	4
72	должен был	1	4
73	с тем	2	4
74	несмотря на	2	4
75	точки зрения	6	4
76	не в	3	4
77	в отношении	5	4
78	самого начала	1	4
79	у него	7	4
80	и здесь	3	4
81	с самого	1	4
82	так и	13	4
83	здесь нет	3	4
84	между собой	1	4
85	с помощью	3	4
86	до нас	1	4
87	вовсе не	6	4
88	но и	9	4
89	этой комедии	1	4
90	до конца	11	4
91	а не	2	4
92	в связи	3	4
93	и для	2	4
94	бы в	3	4
95	тем более	1	4
96	так же	2	4
97	идет о	1	3
98	к началу	2	3
99	на них	3	3
100	с его	5	3
101	в ее	6	3
102	и к	4	3
103	тем же	1	3
104	в которой	4	3
105	в этой	6	3
106	как он	1	3
107	в нем	8	3
108	взять в	1	3
109	что ни	1	3
110	то ни	2	3
111	дома и	1	3
112	было бы	2	3
113	по всему	2	3
114	в них	11	3
115	далеко не	2	3
116	как и	5	3
117	чем в	1	3
118	и еще	2	3
119	но если	1	3
120	том как	1	3
121	с точки	2	3
122	их в	4	3
123	к ним	2	3
124	не имеет	1	3
125	никогда не	5	3
126	же самое	1	3
127	возможно что	2	3
128	должно было	1	3
129	одной из	3	3
130	с одной	4	3
131	в начале	1	3
132	у того	1	3
133	мы можем	1	3
134	отношению к	1	3
135	в других	2	3
136	и даже	8	3
137	на этот	1	3
138	один из	5	3
139	в частности	7	3
140	не может	2	3
141	конечно не	4	3
142	по своему	8	3
143	одной стороны	2	3
144	как бы	11	3
145	с этой	2	3
146	не знает	1	3
147	дело с	1	3
148	человека и	2	2
149	о любви	1	2
150	такое же	1	2
151	перед лицом	1	2
152	мы не	2	2
153	в сущности	8	2
154	время как	1	2
155	слова этой	1	2
156	и он	1	2
157	пребывания в	1	2
158	но при	1	2
159	и на	7	2
160	бы то	2	2
161	во всех	8	2
162	в изображении	4	2
163	он говорит	2	2
164	с отцом	1	2
165	отличие от	1	2
166	за пределы	4	2
167	что они	2	2
168	выясняется что	1	2
169	как в	1	2
170	стороны и	1	2
171	целый ряд	2	2
172	в результате	5	2
173	правда он	1	2
