N	2gram	Tiupa_Disk_1	Problemy
1	и в	16	34
2	и не	11	29
3	как бы	5	27
4	что он	4	23
5	в его	7	22
6	к другому	2	20
7	в нем	9	19
8	может быть	17	19
9	не может	9	19
10	и все	2	19
11	как и	16	18
12	к себе	2	17
13	в этом	15	16
14	но в	8	16
15	и его	2	16
16	он не	1	15
17	прежде всего	11	15
18	то же	7	14
19	к нему	1	14
20	самом деле	1	13
21	для него	4	13
22	у достоевского	1	13
23	и к	4	12
24	в то	3	12
25	же время	4	12
26	потому что	4	12
27	но и	14	12
28	на самом	1	11
29	в сущности	2	11
30	с другим	1	11
31	себя самого	1	11
32	то что	5	11
33	не только	28	10
34	слова и	1	10
35	не в	7	9
36	героя и	2	9
37	а не	22	9
38	с самого	1	8
39	самого начала	1	8
40	никогда не	2	8
41	в речах	1	8
42	в другом	2	8
43	в самом	3	8
44	себя и	1	8
45	что же	2	8
46	о мире	1	8
47	точки зрения	3	8
48	я не	1	7
49	на него	1	7
50	как будто	1	7
51	как мы	2	7
52	слова в	2	7
53	и даже	3	7
54	что не	4	7
55	этого слова	1	7
56	все же	3	7
57	отношении к	1	7
58	что в	4	7
59	и на	5	6
60	с его	4	6
61	отношение к	4	6
62	что они	1	6
63	в пределах	2	6
64	самим собой	1	6
65	для себя	4	6
66	так и	8	6
67	в себе	7	6
68	только в	7	6
69	стремится к	1	6
70	с ними	1	6
71	не знает	1	6
72	отношению к	9	6
73	на них	1	5
74	он сам	1	5
75	в чем	1	5
76	по отношению	9	5
77	что это	1	5
78	в целом	4	5
79	но все	1	5
80	лишь в	4	5
81	на протяжении	2	5
82	с тем	1	5
83	в слове	1	5
84	не мог	1	5
85	в конце	1	5
86	это слово	1	5
87	таким образом	3	5
88	к тому	5	5
89	и сам	1	5
90	и что	2	5
91	что и	3	5
92	это не	3	5
93	того что	3	5
94	из них	3	5
95	всяком случае	1	5
96	в одном	2	5
97	себе и	1	5
98	и от	1	5
99	мы должны	1	5
100	хотя бы	3	5
101	а в	5	5
102	героя в	2	5
103	во всяком	2	5
104	из его	1	4
105	еще не	14	4
106	но не	11	4
107	но как	2	4
108	как в	10	4
109	бы и	1	4
110	он в	1	4
111	на его	4	4
112	при этом	13	4
113	внутренней речи	2	4
114	на этом	2	4
115	в мире	1	4
116	с другими	1	4
117	этом смысле	1	4
118	с точки	1	4
119	но это	1	4
120	как раз	1	4
121	его с	1	4
122	и это	1	4
123	если бы	1	4
124	и прежде	1	4
125	только на	1	4
126	в виде	1	4
127	в начале	2	4
128	не о	1	4
129	с другой	10	4
130	тем что	3	4
131	человека как	1	4
132	вместе с	1	4
133	да и	1	4
134	как к	2	4
135	я в	1	4
136	отношением к	1	4
137	и то	1	3
138	говорить о	1	3
139	в виду	2	3
140	что его	1	3
141	нет и	1	3
142	в одной	3	3
143	хотя и	2	3
144	и как	6	3
145	уже в	2	3
146	он ни	2	3
147	к одному	1	3
148	не как	4	3
149	в каждом	2	3
150	это было	2	3
151	оно стремится	1	3
152	его и	1	3
153	далеко не	10	3
154	мы видели	1	3
155	раз и	1	3
156	в своей	5	3
157	в котором	5	3
158	не менее	2	3
159	по крайней	2	3
160	по себе	3	3
161	с миром	1	3
162	как можно	1	3
163	что с	2	3
164	том что	19	3
165	во всем	1	3
166	с ее	2	3
167	не могу	1	3
168	в ее	3	3
169	характер и	2	3
170	еще в	3	3
171	сводится к	5	3
172	и во	2	3
173	между тем	4	3
174	крайней мере	2	3
175	наконец в	1	3
176	к концу	1	3
177	в том	23	3
178	большинстве случаев	1	3
179	а с	5	3
180	до конца	1	3
181	в творчестве	1	3
182	он уже	1	3
183	по своему	3	3
184	про себя	1	3
185	но для	1	3
186	это как	1	3
187	но зато	2	3
188	его к	1	3
189	другой стороны	3	3
190	им и	1	3
191	в обычном	1	2
192	например в	2	2
193	это и	1	2
194	не хочет	1	2
195	той же	1	2
196	а как	1	2
197	во внутреннем	1	2
198	совпадает с	2	2
199	мы и	1	2
200	того же	3	2
201	и он	2	2
202	слово не	2	2
203	в которых	4	2
204	столь же	3	2
205	во всех	5	2
206	в сторону	4	2
207	этот тон	1	2
208	герой не	1	2
209	отличие от	5	2
210	за пределы	2	2
211	определяется не	2	2
212	с этим	3	2
213	в своем	6	2
214	когда он	2	2
215	к чему	1	2
216	в которой	1	2
217	в большинстве	1	2
218	тому же	5	2
219	вследствие этого	3	2
220	так сказать	2	2
221	всех этих	1	2
222	подобно тому	2	2
223	двумя пределами	1	2
224	те же	1	2
225	было в	2	2
226	было бы	1	2
227	то все	1	2
228	в жизни	1	2
229	мог бы	1	2
230	в них	4	2
231	он обращается	1	2
232	и того	3	2
233	к правде	1	2
234	что такое	1	2
235	в отличие	5	2
236	своего рода	8	2
237	которые в	1	2
238	тем не	1	2
239	войти в	1	2
240	однако в	3	2
241	между двумя	1	2
242	другим на	1	2
243	в той	1	2
244	если и	1	2
245	во время	1	2
246	о них	1	2
247	но только	1	2
248	чем не	1	2
249	появляется в	1	2
250	и без	2	2
251	этом случае	1	2
252	о нем	2	2
253	входят в	1	2
254	не является	4	2
255	отнюдь не	8	2
256	лежит в	1	2
257	отличается от	2	2
258	той или	3	2
259	отказаться от	1	2
260	обращаясь к	1	2
261	особенно в	1	2
262	понятно что	1	2
263	собой и	1	2
