N	2gram	Ircho_Kome_1	StatiiOP
1	и в	22	25
2	в этом	3	24
3	в том	11	20
4	что он	6	19
5	может быть	9	19
6	тем что	4	19
7	что в	6	19
8	что это	1	16
9	том что	12	15
10	в этой	7	14
11	не только	10	12
12	в г	11	12
13	в его	5	12
14	г и	3	12
15	то что	2	12
16	в этих	1	11
17	так что	1	11
18	таким образом	8	10
19	прежде всего	5	10
20	и не	8	10
21	у него	3	9
22	но и	11	9
23	и т	9	8
24	все это	5	8
25	о том	8	8
26	стиха в	1	8
27	это было	1	8
28	т е	13	8
29	в своих	2	8
30	из его	4	7
31	с этим	1	7
32	было бы	2	7
33	в то	10	7
34	не может	2	7
35	что касается	2	7
36	точки зрения	4	7
37	г в	4	6
38	место в	3	6
39	и на	3	6
40	как в	5	6
41	из этих	1	6
42	не в	6	6
43	в русской	1	6
44	в трагедии	2	6
45	между тем	5	6
46	только в	3	6
47	т п	5	6
48	в конце	6	6
49	в области	2	6
50	как бы	1	6
51	а в	6	6
52	как на	1	6
53	в году	3	5
54	то же	6	5
55	ответ на	1	5
56	независимо от	2	5
57	говорит что	1	5
58	но в	4	5
59	на то	3	5
60	он не	3	5
61	об этом	1	5
62	ни в	6	5
63	в котором	4	5
64	потому что	5	5
65	и это	1	5
66	так и	5	5
67	по плану	1	5
68	в них	3	5
69	отметить что	1	5
70	с другой	5	5
71	такого рода	6	5
72	того что	1	5
73	другой стороны	5	5
74	что эти	1	4
75	в которой	6	4
76	время как	4	4
77	из которых	2	4
78	в чем	3	4
79	в общем	1	4
80	относится к	2	4
81	все же	3	4
82	и к	1	4
83	то в	1	4
84	в целом	3	4
85	на его	5	4
86	состоит в	1	4
87	в каждом	1	4
88	на протяжении	4	4
89	и тем	2	4
90	в жизни	1	4
91	с тем	1	4
92	как и	9	4
93	в эту	1	4
94	а как	1	4
95	у нас	3	4
96	ничего не	3	4
97	к ней	2	4
98	этом отношении	3	4
99	в каком	1	4
100	в ней	1	4
101	и с	3	4
102	а также	4	4
103	к нему	2	4
104	всего в	3	4
105	в качестве	4	4
106	и др	1	4
107	в начале	3	4
108	всяком случае	2	4
109	отношение к	3	4
110	то время	5	4
111	в особенности	1	4
112	действующих лиц	4	4
113	должна была	2	4
114	связь с	1	4
115	в течение	3	4
116	и для	1	4
117	но это	2	4
118	сказать что	1	4
119	это в	1	4
120	во всяком	2	4
121	по мнению	1	3
122	говорить о	1	3
123	он был	2	3
124	в в	4	3
125	что по	2	3
126	в пору	1	3
127	на этом	2	3
128	в другом	4	3
129	нет в	1	3
130	о которых	5	3
131	несмотря на	4	3
132	в их	4	3
133	но он	2	3
134	и более	1	3
135	тому что	1	3
136	во время	5	3
137	трагедии в	2	3
138	же время	4	3
139	и здесь	2	3
140	сцены из	1	3
141	что все	1	3
142	нельзя не	2	3
143	со стороны	2	3
144	на вопрос	1	3
145	и что	1	3
146	и его	8	3
147	уже в	5	3
148	не так	1	3
149	так как	4	3
150	как раз	3	3
151	к которому	3	3
152	одной стороны	3	3
153	до конца	2	3
154	его как	1	3
155	каждая из	1	3
156	с этой	1	3
157	между прочим	2	3
158	г а	1	3
159	этого рода	1	3
160	обращается к	1	3
161	конце концов	4	3
162	к этому	4	3
163	в виде	3	3
164	которой я	1	3
165	того времени	1	3
166	народ в	1	2
167	речь идет	3	2
168	он может	1	2
169	такое же	1	2
170	и за	1	2
171	той же	1	2
172	в сущности	2	2
173	того же	2	2
174	в каждой	1	2
175	думаю что	1	2
176	во всех	1	2
177	тем как	2	2
178	если в	1	2
179	что они	4	2
180	что именно	1	2
181	ср также	4	2
182	его к	1	2
183	в самом	2	2
184	и тот	1	2
185	т д	4	2
186	о которой	1	2
187	чтобы в	1	2
188	и по	6	2
189	но все	1	2
190	к г	2	2
191	то есть	1	2
192	общества в	1	2
