N	2gram	Tiupa_Lite_1	Psycholo
1	и в	8	38
2	то что	10	35
3	в том	16	25
4	в самом	3	25
5	самом деле	2	21
6	что в	3	20
7	может быть	13	19
8	и что	1	18
9	на то	1	16
10	точки зрения	6	16
11	то есть	6	15
12	том что	14	14
13	если бы	1	14
14	как бы	7	14
15	потому что	3	14
16	в этом	12	13
17	в этой	4	13
18	и мы	1	13
19	не только	24	12
20	таким образом	3	12
21	было бы	2	12
22	не в	8	12
23	что он	5	11
24	то же	5	10
25	в сущности	2	10
26	и не	12	10
27	и все	1	10
28	с точки	2	9
29	и то	2	8
30	все же	4	8
31	и как	1	8
32	с тем	1	8
33	как и	6	8
34	в одном	1	8
35	но только	1	8
36	вовсе не	1	8
37	как раз	4	8
38	перед нами	1	8
39	для нас	1	8
40	из этого	1	8
41	показать что	1	7
42	с другой	3	7
43	мы можем	1	7
44	не может	5	7
45	все то	1	7
46	как мы	1	7
47	в ее	1	7
48	никак не	1	7
49	между тем	2	7
50	может служить	1	7
51	а не	16	7
52	а в	3	7
53	и на	1	6
54	в которых	1	6
55	как это	8	6
56	и если	1	6
57	он не	1	6
58	в котором	1	6
59	она не	1	6
60	не имеет	1	6
61	самого начала	1	6
62	и его	4	6
63	к тому	2	6
64	с самого	1	6
65	и здесь	1	6
66	о том	2	6
67	второй план	1	6
68	один из	3	6
69	с одной	2	6
70	если мы	1	6
71	из них	4	6
72	так как	1	6
73	до сих	1	6
74	он говорит	1	6
75	должна быть	2	5
76	мы не	1	5
77	я не	7	5
78	в своем	11	5
79	могли бы	1	5
80	в которой	1	5
81	так сказать	1	5
82	на этом	2	5
83	в другом	2	5
84	несмотря на	3	5
85	с такой	1	5
86	иначе говоря	1	5
87	в своей	4	5
88	казалось бы	5	5
89	в его	7	5
90	в какой	1	5
91	но и	17	5
92	одной стороны	2	5
93	вместе с	1	5
94	в той	1	5
95	сих пор	1	5
96	или в	1	5
97	другой стороны	1	5
98	совершенно не	1	5
99	во всех	1	4
100	что они	1	4
101	идет о	1	4
102	как в	5	4
103	в целом	8	4
104	все эти	2	4
105	в себе	7	4
106	составляет истинную	1	4
107	в нем	2	4
108	при этом	19	4
109	не мог	3	4
110	не могли	1	4
111	одна из	3	4
112	никогда не	4	4
113	как будто	2	4
114	в виду	3	4
115	что и	1	4
116	с той	1	4
117	только в	8	4
118	не можем	1	4
119	у него	3	4
120	и даже	3	4
121	из которых	1	4
122	того что	6	4
123	в свою	1	4
124	сказать что	1	4
125	в своих	4	4
126	должен быть	2	3
127	того же	2	3
128	сам автор	1	3
129	едва ли	1	3
130	и этот	1	3
131	стихах и	1	3
132	но в	3	3
133	та же	2	3
134	из этих	2	3
135	не к	2	3
136	у читателя	1	3
137	состоит в	11	3
138	его в	3	3
139	и тем	4	3
140	в них	1	3
141	далеко не	3	3
142	в один	1	3
143	со всей	1	3
144	в поэме	1	3
145	бы не	3	3
146	в то	5	3
147	в плане	1	3
148	к концу	1	3
149	в основе	3	3
150	на это	2	3
151	и о	1	3
152	из двух	1	3
153	каждого из	1	3
154	к тем	1	3
155	он был	1	3
156	и только	2	3
157	тот же	1	3
158	не так	1	3
159	тем что	2	3
160	что не	2	3
161	то и	2	3
162	в стихах	1	3
163	я говорю	1	3
164	только для	1	3
165	а я	1	3
166	однако мы	1	3
167	к этому	1	3
168	например в	3	2
169	на самом	1	2
170	по преимуществу	4	2
171	поэзии и	2	2
172	той же	3	2
173	нам в	1	2
174	столь же	4	2
175	что его	3	2
176	но как	1	2
177	с самой	1	2
178	в общем	1	2
179	очевидно что	1	2
180	не просто	1	2
181	тенденцию к	1	2
182	отнюдь не	2	2
183	и я	6	2
184	в одной	1	2
185	как к	1	2
186	более и	1	2
187	целый ряд	1	2
188	со своей	1	2
189	представляет собой	4	2
190	он в	1	2
191	лучшем случае	1	2
192	в силу	4	2
193	и вот	1	2
194	и по	1	2
195	так например	1	2
196	на всю	1	2
197	каждой новой	1	2
198	человек который	1	2
199	и уже	1	2
200	что чем	1	2
201	такой же	1	2
202	автора и	1	2
203	перед собой	1	2
204	в эту	1	2
205	места в	1	2
206	от своего	2	2
207	как все	2	2
208	превратилась в	1	2
209	сама собой	1	2
210	и более	1	2
211	в этих	1	2
212	все более	2	2
213	в русской	10	2
214	дело не	2	2
215	и всегда	1	2
216	то это	2	2
217	с ее	1	2
218	свою очередь	1	2
219	данном случае	4	2
220	для читателя	2	2
221	только то	2	2
222	по аналогии	3	2
223	одного из	3	2
224	мы в	2	2
225	для этого	4	2
226	со стороны	4	2
227	и который	1	2
228	аналогии с	3	2
229	и во	1	2
230	у них	1	2
231	к берегам	1	2
232	что даже	1	2
233	наше время	1	2
234	все они	2	2
235	этого рассказа	1	2
236	со всеми	1	2
237	в качестве	17	2
238	для всех	1	2
239	уже не	7	2
240	или не	1	2
241	в виде	1	2
242	по выражению	2	2
243	тем сильнее	1	2
244	который как	1	2
245	одно из	3	2
246	для него	2	2
247	всяком случае	2	2
248	в конце	4	2
249	означает для	1	2
250	представляют собой	1	2
251	русской поэзии	5	2
252	еще и	3	2
253	а с	1	2
254	до конца	1	2
255	однако и	1	2
256	эти слова	1	2
257	к себе	3	2
258	хотя бы	2	2
259	к своему	1	2
260	в данном	5	2
261	но сам	1	2
262	что же	1	2
263	в первой	1	2
264	по существу	1	2
265	быть не	1	2
266	с этой	5	2
267	в наше	1	2
268	при таком	1	2
269	и другими	1	2
270	к смерти	2	2
271	только что	1	2
272	же в	5	2
273	нашего внимания	1	2
274	в лучшем	1	2
275	была бы	1	2
276	имеет место	1	2
277	к этой	1	2
278	они не	1	2
279	можно назвать	1	2
280	во всяком	3	2
281	как известно	1	1
282	же как	1	1
283	чтобы не	2	1
284	художественного произведения	1	1
285	переходит к	1	1
286	нем же	1	1
287	перед смертью	1	1
288	представлял собой	1	1
289	и есть	3	1
290	по которым	1	1
291	на две	1	1
292	из его	2	1
293	в зависимости	1	1
294	мы имеем	1	1
295	с более	1	1
296	которую я	1	1
297	не столько	5	1
298	вниманию читателя	1	1
299	на себя	2	1
300	на свою	1	1
301	между этими	1	1
302	и он	1	1
303	не остается	2	1
304	еще не	4	1
305	в чем	1	1
306	с его	5	1
307	чтобы сделаться	1	1
308	вы увидите	1	1
309	но не	4	1
310	на основе	1	1
311	в сторону	1	1
312	отношение к	1	1
313	отличие от	5	1
314	тут же	1	1
315	один и	1	1
316	относится к	2	1
317	проза с	1	1
318	как нам	1	1
319	к новому	1	1
320	всему свету	1	1
321	и слова	1	1
322	бы я	2	1
323	писал что	1	1
324	между двумя	1	1
325	имеет в	1	1
326	в действительности	1	1
327	то в	1	1
328	в себя	2	1
329	не учит	1	1
330	в гамлете	1	1
331	как некий	2	1
332	себя к	1	1
333	или чаще	1	1
334	для эстетического	1	1
335	зависимости от	1	1
336	вытекающее из	1	1
337	же именно	1	1
338	игра с	1	1
339	в понимании	1	1
340	и читателя	1	1
341	не как	4	1
342	однако он	1	1
343	своего времени	2	1
344	подобно тому	2	1
345	но все	1	1
346	этом последнем	1	1
347	на слух	1	1
348	в одну	1	1
349	а затем	1	1
350	значение в	1	1
351	и с	1	1
352	есть не	1	1
353	для нее	2	1
354	это не	4	1
355	к разработке	1	1
356	другому а	1	1
357	в итоге	1	1
358	в жизни	6	1
359	из первых	1	1
360	кажется что	1	1
361	а вот	1	1
362	для них	2	1
363	чаще всего	1	1
364	в обратном	1	1
365	на основании	1	1
366	а за	1	1
367	в слове	2	1
368	он и	3	1
369	уже у	1	1
370	и ближе	1	1
371	должно быть	1	1
372	и сидя	1	1
373	о ком	1	1
374	что такое	2	1
375	рассказа о	1	1
376	представить себе	1	1
377	в следующем	1	1
378	это делает	1	1
379	ее понимании	1	1
380	в их	3	1
381	не от	1	1
382	от себя	2	1
383	при рассмотрении	1	1
384	однако в	2	1
385	тому чтобы	1	1
386	бы быть	1	1
387	даже в	2	1
388	а от	1	1
389	как будет	1	1
390	сидя в	1	1
391	на глазах	1	1
392	как о	1	1
393	дело в	3	1
394	от чужого	1	1
395	ее с	1	1
396	на него	1	1
397	в уме	4	1
398	из их	1	1
399	это еще	1	1
400	не могло	2	1
401	это мы	1	1
402	показывает нам	1	1
403	как океан	1	1
404	с новой	1	1
405	этом отношении	2	1
406	одним из	5	1
407	в стиле	1	1
408	против истины	1	1
409	весь в	1	1
410	целого в	1	1
411	евгении онегине	1	1
412	всего в	3	1
413	не есть	2	1
414	искусства как	2	1
415	что при	1	1
416	отказаться от	1	1
417	конца не	1	1
418	ничего общего	1	1
419	но по	1	1
420	поводу как	1	1
421	служит только	1	1
422	но при	2	1
423	в некоторых	1	1
424	как один	1	1
425	только при	1	1
426	с каким	1	1
427	мысль о	1	1
428	собственные законы	1	1
429	и говорит	1	1
430	роль в	2	1
431	можно было	2	1
432	так и	4	1
433	мог бы	1	1
434	не исчерпывается	1	1
435	в словах	1	1
436	другой не	1	1
437	никогда и	1	1
438	реакция на	2	1
439	каким угодно	1	1
440	на вопрос	1	1
441	принципе и	1	1
442	второй половине	1	1
443	которые могли	1	1
444	два стиха	1	1
445	к действительности	1	1
446	можно сказать	1	1
447	в пользу	1	1
448	все та	2	1
449	в евгении	1	1
450	знает что	1	1
451	это было	1	1
452	в конечном	5	1
453	таком ее	1	1
454	которых в	1	1
455	образом если	1	1
456	этому поводу	1	1
457	или иначе	9	1
458	ним и	1	1
459	в глазах	1	1
460	под именем	1	1
461	вслед за	1	1
