N	3gram	Berdyaev_N_1	Dialekti
1	в том что	1	9
2	это значит что	1	7
3	не может быть	4	6
4	в этом смысле	2	4
5	не в том	1	4
6	это не есть	1	4
7	это и есть	1	4
8	подобно тому как	3	4
9	есть прежде всего	1	3
10	я думаю что	1	2
11	равно как и	2	2
12	а не их	1	2
13	та или иная	1	2
14	но это есть	1	1
15	что она не	1	1
16	что в этом	1	1
17	только потому что	1	1
18	но оно есть	1	1
19	а не в	1	1
20	и из них	1	1
21	же как и	1	1
22	он не может	2	1
23	может быть только	1	1
24	не было и	1	1
25	в зависимости от	1	1
26	в отличие от	1	1
27	в час ночи	1	1
28	но для этого	1	1
29	но я не	1	1
30	и не в	1	1
31	к жизни и	1	1
32	в том случае	1	1
33	еще не знает	1	1
34	не только в	1	1
35	история так как	1	1
36	по природе своей	1	1
37	в нем не	1	1
38	не в силах	1	1
39	лишь в том	1	1
40	я не могу	1	1
41	и мы не	1	1
42	быть может еще	1	1
43	в нем нет	2	1
44	но это значит	1	1
45	о том что	1	1
46	не имеет никакой	1	1
47	и вместе с	1	1
48	эта символическая природа	1	1
49	и не может	1	1
50	вопрос о том	2	1
51	есть по существу	1	1
52	не может уже	2	1
53	ни в чем	1	1
54	с другой стороны	2	1
55	которые могут быть	1	1
56	ни одна из	2	1
57	не значит что	3	1
58	который можно назвать	1	1
59	том случае если	1	1
