N	3gram	Tiupa_Hudo_1	StatiiOP
1	и т д	3	21
2	в том что	6	17
3	о том что	9	11
4	и т п	8	9
5	с точки зрения	3	8
6	можно было бы	4	8
7	до сих пор	2	7
8	в этом отношении	3	7
9	на самом деле	1	6
10	в данном случае	1	6
11	во всяком случае	1	6
12	в самом деле	4	5
13	не может быть	2	5
14	то же время	8	4
15	не только в	2	4
16	так и в	1	4
17	того или иного	2	4
18	на то что	2	4
19	в то же	8	4
20	том что в	2	3
21	по отношению к	8	3
22	что же касается	2	3
23	только в том	2	3
24	в том как	1	3
25	и в этом	1	3
26	ничего общего с	1	3
27	и в самом	3	3
28	но все же	1	3
29	за то что	1	3
30	в свое время	1	2
31	в иных случаях	1	2
32	в конце первой	1	2
33	в первую очередь	2	2
34	в равной мере	2	2
35	как раз в	2	2
36	но в то	3	2
37	это прежде всего	2	2
38	с одной стороны	1	2
39	имеет ничего общего	1	2
40	так или иначе	2	2
41	не в том	2	2
42	не имеет ничего	1	2
43	а также и	1	2
44	речь идет о	2	2
45	в том смысле	1	2
46	тем не менее	3	2
47	как и в	3	2
48	по его словам	1	1
49	на том что	1	1
50	а между тем	1	1
51	что ведь и	1	1
52	потому что он	1	1
53	не может не	1	1
54	и имеет право	1	1
55	смысле как мы	1	1
56	я никогда не	1	1
57	б м эйхенбаум	1	1
58	объясняется тем что	1	1
59	а как к	1	1
60	в этом смысле	1	1
61	в том и	1	1
62	том что он	1	1
63	сих пор еще	1	1
64	же как и	1	1
65	потому что не	1	1
66	в одной из	1	1
67	одних и тех	1	1
68	сами по себе	1	1
69	прежде всего его	1	1
70	что он не	2	1
71	же время не	1	1
72	причем все эти	1	1
73	том смысле как	1	1
74	но вот уж	1	1
75	в том случае	1	1
76	и тех же	1	1
77	ту или иную	2	1
78	в это время	1	1
79	а с пушкина	1	1
80	о том как	2	1
81	не хотелось бы	1	1
82	том что я	1	1
83	здесь нет и	1	1
84	и что в	1	1
85	содержит в себе	1	1
86	и в то	1	1
87	из них это	1	1
88	самом деле не	1	1
89	лишь то что	1	1
90	как будто бы	1	1
91	и по отношению	1	1
92	жизни и смерти	3	1
93	его и т	1	1
94	он не знает	1	1
95	того времени как	1	1
96	а в том	1	1
97	и о том	2	1
98	это в равной	1	1
99	с того что	1	1
100	ни в чем	1	1
101	друг от друга	1	1
102	было видно что	1	1
103	к тому что	4	1
104	в узком смысле	1	1
105	во многих отношениях	1	1
106	в результате которой	1	1
107	отсюда и проистекает	1	1
108	могло бы быть	1	1
109	и это не	2	1
110	в конце концов	1	1
