N	3gram	Bakhtin_Fr_2	RusskieA
1	в том что	1	15
2	в этом случае	1	5
3	в эти дни	1	4
4	о том что	3	4
5	новый год и	1	4
6	в настоящее время	1	3
7	с точки зрения	5	3
8	по улицам и	1	3
9	в течение года	1	2
10	но и на	1	2
11	в этих песнях	1	2
12	в какой степени	1	2
13	с этого момента	1	2
14	новый год в	1	2
15	на новый год	2	2
16	не только на	1	2
17	но все же	2	2
18	в большинстве случаев	1	2
19	после того как	1	2
20	эта как мы	1	1
21	еще далеко не	1	1
22	только потому что	1	1
23	и других аналогичных	1	1
24	время от времени	1	1
25	это означает что	1	1
26	как мы видим	1	1
27	по отношению к	1	1
28	на самом деле	1	1
29	в тех случаях	1	1
30	подобно тому как	2	1
31	только с этого	1	1
32	там же с	2	1
33	целом ряде других	1	1
34	что здесь на	1	1
35	и та же	1	1
36	в них в	1	1
37	на самом же	1	1
38	в себе и	2	1
39	в этом отношении	3	1
40	в собственном смысле	2	1
41	в определенные дни	1	1
42	к ней как	1	1
43	как можно больше	1	1
44	в течение первых	1	1
45	иногда и в	1	1
46	не только в	5	1
47	в один из	1	1
48	не только как	1	1
49	как римские сатурналии	1	1
50	приведем несколько примеров	1	1
51	не связанных с	1	1
52	во всяком случае	2	1
53	одна и та	1	1
54	этом мы можем	1	1
55	в целом ряде	1	1
56	самом же деле	1	1
57	и по другим	1	1
58	заставляет видеть в	1	1
59	все же она	1	1
60	были связаны с	1	1
61	можно сказать что	2	1
62	на то что	1	1
63	во второй половине	1	1
64	этой же цели	1	1
65	год в день	1	1
66	тех случаях когда	1	1
67	как мы уже	3	1
68	о чем свидетельствует	1	1
69	второй половине xix	1	1
70	друг с другом	1	1
71	год и в	1	1
72	как и в	1	1
73	только тогда когда	1	1
74	как мы видели	2	1
