N	3gram	Tiupa_Disk_2	FransuaR
1	то же время	5	8
2	в то же	4	8
3	в большинстве случаев	1	5
4	и в то	1	4
5	в том числе	1	3
6	с другой стороны	1	3
7	с самого начала	1	3
8	подобно тому как	2	3
9	с точки зрения	2	2
10	том числе и	1	2
11	с одной стороны	4	2
12	это своего рода	1	2
13	и т.п в	1	2
14	о том что	3	2
15	то есть в	1	2
16	можно сказать что	1	1
17	содержали в себе	1	1
18	и того же	2	1
19	между ними здесь	1	1
20	другой стороны в	1	1
21	дело в том	2	1
22	одной стороны и	2	1
23	который бы не	1	1
24	и не может	2	1
25	до известной степени	1	1
26	в чем не	1	1
27	в этом отношении	4	1
28	и то что	2	1
29	одно и то	2	1
30	в это время	1	1
31	в данном случае	6	1
32	тем что он	1	1
33	на первый взгляд	2	1
34	ни в чем	1	1
35	и то же	2	1
36	а также и	1	1
37	в отличие от	12	1
38	а с другой	1	1
39	и как бы	2	1
40	по природе своей	2	1
41	к одному из	1	1
42	при этом и	1	1
43	так и в	3	1
44	быть и не	1	1
45	в полной мере	1	1
46	не может быть	3	1
47	клятвы и проклятия	1	1
48	в конечном счете	1	1
49	включает в себя	1	1
50	между жизнью и	2	1
51	одного и того	2	1
52	но это не	1	1
53	жизнью и смертью	2	1
54	в соответствии с	2	1
55	лицом к лицу	1	1
56	в том что	6	1
