N	3gram	Losev_Dial_1	SlovoVZh
1	не может быть	3	7
2	можно сказать что	3	5
3	дело в том	1	4
4	в том что	7	4
5	тем не менее	1	3
6	может быть и	3	3
7	до сих пор	2	3
8	и не в	1	3
9	и то же	4	2
10	на самом деле	2	2
11	с другой стороны	4	2
12	мы все время	1	2
13	то же самое	1	2
14	одной стороны и	2	2
15	с точки зрения	12	2
16	до известной степени	1	2
17	мы можем сказать	2	2
18	с этой стороны	2	2
19	одно и то	4	2
20	в отношении к	1	2
21	с одной стороны	2	2
22	тех или иных	1	1
23	крайней мере два	1	1
24	но все же	1	1
25	а между тем	1	1
26	и тому же	1	1
27	и в этом	3	1
28	как например в	1	1
29	в чем не	1	1
30	это мы еще	1	1
31	или хотя бы	2	1
32	и не требует	1	1
33	мы имеем дело	1	1
34	ровно ничего не	3	1
35	не должна быть	2	1
36	то время как	1	1
37	более или менее	3	1
38	друг к другу	2	1
39	во всяком случае	2	1
40	одна и та	2	1
41	уже и сейчас	1	1
42	в самом деле	1	1
43	в этом смысле	3	1
44	самом же деле	1	1
45	бы не было	1	1
46	по себе не	5	1
47	в то время	1	1
48	сих пор не	1	1
49	ни в чем	2	1
50	если же он	1	1
51	в своем значении	1	1
52	если бы действительно	1	1
53	сам по себе	6	1
54	сами по себе	1	1
55	ни в коем	1	1
56	но для этого	1	1
57	и что она	1	1
58	было бы показать	1	1
59	и та же	2	1
60	на самом же	1	1
61	о том что	2	1
62	но все это	2	1
63	только то что	3	1
64	ничего общего с	3	1
65	в этом отношении	2	1
66	ясно что не	1	1
67	с самого начала	1	1
68	никогда не бывает	1	1
69	то что я	2	1
70	не в такой	1	1
71	ни в какой	1	1
72	можно было бы	4	1
73	если бы не	1	1
74	то же время	4	1
75	точки зрения не	1	1
76	уже не есть	1	1
77	по себе в	1	1
78	по крайней мере	4	1
79	в то же	4	1
80	точек зрения и	1	1
81	отнюдь не является	1	1
82	в коем случае	1	1
83	стороны и с	1	1
84	не есть только	1	1
85	и в частности	2	1
86	сама по себе	8	1
87	и в нем	2	1
88	относится не к	1	1
89	она не может	1	1
90	далеко не всегда	1	1
91	к тому же	1	1
92	но в то	1	1
93	одному и тому	1	1
94	и с другой	2	1
