N	2gram	Bakhtin_Pr_1	KulturaY
1	в том	11	30
2	и в	23	24
3	потому что	12	23
4	том что	9	21
5	что в	8	17
6	того чтобы	4	17
7	для того	2	16
8	было бы	6	15
9	и пр	1	15
10	в этом	25	14
11	точки зрения	21	14
12	может быть	21	13
13	все же	5	12
14	таким образом	11	12
15	и не	34	12
16	в его	24	12
17	не в	6	11
18	только в	8	11
19	хотя бы	2	10
20	в самом	8	10
21	не только	13	10
22	у нас	1	10
23	вовсе не	8	10
24	самом деле	5	9
25	с точки	15	9
26	так как	7	9
27	если бы	10	9
28	о том	2	9
29	того что	2	9
30	отношению к	11	9
31	прежде всего	7	9
32	то что	18	9
33	а только	1	8
34	по отношению	11	8
35	уже не	8	8
36	то же	10	8
37	том чтобы	1	8
38	тем что	3	8
39	как раз	4	8
40	а не	20	8
41	не может	11	7
42	не трудно	1	7
43	это не	10	7
44	в них	3	7
45	не менее	1	7
46	в области	3	7
47	так и	10	7
48	бы в	3	7
49	в качестве	1	7
50	с другой	2	7
51	как бы	28	7
52	вместе с	2	7
53	на себе	2	6
54	зависимости от	3	6
55	в ней	1	6
56	однако не	2	6
57	в которой	4	6
58	все эти	8	6
59	при этом	3	6
60	в которых	2	6
61	тогда когда	1	6
62	можно было	3	6
63	что он	10	6
64	в какой	1	6
65	но и	11	6
66	именно в	6	6
67	что же	1	6
68	все это	7	6
69	другой стороны	2	6
70	что такое	1	6
71	например в	3	5
72	в зависимости	3	5
73	еще не	5	5
74	но не	8	5
75	что это	1	5
76	и с	4	5
77	рядом с	13	5
78	так сказать	3	5
79	по крайней	2	5
80	и его	13	5
81	не потому	2	5
82	к тому	1	5
83	с ним	6	5
84	и что	1	5
85	между тем	5	5
86	а потому	2	5
87	крайней мере	2	5
88	всяком случае	3	5
89	что не	1	5
90	в той	6	5
91	в результате	4	5
92	этом отношении	5	5
93	а в	7	5
94	во всяком	4	5
95	это и	9	4
96	и на	10	4
97	с его	6	4
98	что они	1	4
99	в рамках	2	4
100	как в	6	4
101	в целом	4	4
102	из этих	2	4
103	роль в	2	4
104	в нем	20	4
105	того или	1	4
106	в данном	2	4
107	и тогда	1	4
108	стоит в	1	4
109	тем самым	1	4
110	на язык	1	4
111	и является	1	4
112	следует что	1	4
113	к себе	2	4
114	в пределах	9	4
115	не на	3	4
116	в самой	7	4
117	что и	5	4
118	должен быть	1	4
119	так что	1	4
120	есть в	3	4
121	не есть	1	4
122	из них	2	4
123	со стороны	2	4
124	до сих	2	4
125	там где	6	4
126	в частности	1	4
127	и потому	3	4
128	с этим	1	4
129	в тех	1	4
130	по существу	4	4
131	слова и	1	4
132	сих пор	2	4
133	один из	2	4
134	же в	2	4
135	в этих	2	4
136	так же	6	4
137	и то	1	3
138	в первом	2	3
139	в котором	2	3
140	той же	6	3
141	в сущности	5	3
142	на себя	3	3
143	то это	1	3
144	и он	1	3
145	в истории	2	3
146	в своем	8	3
147	хотя и	1	3
148	его к	4	3
149	в этой	4	3
150	с их	5	3
151	в себе	5	3
152	на его	2	3
153	должна быть	2	3
154	что она	2	3
155	он есть	3	3
156	несмотря на	6	3
157	должно быть	1	3
158	нисколько не	2	3
159	в их	3	3
160	даже в	2	3
161	тому что	2	3
162	казалось бы	1	3
163	это слово	1	3
164	из одного	4	3
165	в духе	3	3
166	что оно	1	3
167	оно не	2	3
168	здесь не	1	3
169	не сделал	1	3
170	это только	1	3
171	для этого	1	3
172	и здесь	3	3
173	можно сказать	2	3
174	этом смысле	9	3
175	мы увидим	1	3
176	уже в	5	3
177	себе в	1	3
178	в одном	9	3
179	уже и	1	3
180	не было	3	3
181	и даже	3	3
182	к которому	1	3
183	а с	1	3
184	под влиянием	1	3
185	смысле этого	1	3
186	этого слова	2	3
187	была бы	2	3
188	или иного	1	3
189	как на	2	3
190	они не	3	3
191	гораздо более	1	3
192	можно говорить	2	2
193	одним из	8	2
194	и есть	5	2
195	если б	1	2
196	по преимуществу	3	2
197	и значение	1	2
198	бы уже	2	2
199	что если	1	2
200	бы и	4	2
201	я не	3	2
202	этого термина	1	2
203	на самом	4	2
204	значение и	1	2
205	не все	1	2
206	тогда как	1	2
207	себе и	3	2
208	идет о	3	2
209	что касается	1	2
210	могли бы	3	2
211	и как	8	2
212	но в	4	2
213	от этого	1	2
214	и говорит	1	2
215	но ведь	1	2
216	больше всего	1	2
217	он не	4	2
218	такова например	1	2
219	но все	4	2
220	в каждом	8	2
221	в состоянии	1	2
222	лишь в	3	2
223	заключается в	2	2
224	и тем	2	2
225	ни в	3	2
226	для них	1	2
227	все равно	2	2
228	как и	8	2
229	между собою	1	2
230	и было	1	2
231	как таковой	1	2
232	и еще	1	2
233	и при	1	2
234	в своей	11	2
