N	2gram	Propp_Isto_3	Komedia
1	и в	22	26
2	и не	12	14
3	и его	4	12
4	к тому	3	12
5	так и	2	12
6	тому же	2	11
7	может быть	11	11
8	в том	9	11
9	в этом	17	10
10	но и	12	10
11	столь же	1	9
12	том что	8	9
13	если бы	6	9
14	вместе с	9	9
15	что в	15	9
16	ясно что	1	8
17	было бы	3	8
18	и на	4	7
19	не только	14	7
20	на себя	2	7
21	что и	9	7
22	из них	7	7
23	еще не	10	6
24	в своем	2	6
25	о том	3	6
26	в нем	9	6
27	в доме	12	6
28	таким образом	10	6
29	в то	2	6
30	потому что	3	6
31	и здесь	7	6
32	во время	6	6
33	то что	7	6
34	что он	9	5
35	так что	5	5
36	независимо от	2	5
37	с этим	8	5
38	а затем	3	5
39	ни в	2	5
40	с тем	2	5
41	и с	4	5
42	больше чем	1	5
43	один из	5	5
44	в качестве	2	5
45	к этому	7	5
46	уже в	1	4
47	более чем	1	4
48	хотя и	2	4
49	что это	1	4
50	в целом	3	4
51	из этих	3	4
52	в них	6	4
53	как и	3	4
54	в этих	11	4
55	не менее	5	4
56	как будто	2	4
57	как мы	8	4
58	что у	3	4
59	можно было	1	4
60	его в	3	4
61	восходит к	1	4
62	между тем	2	4
63	в его	3	4
64	только в	4	4
65	же в	2	4
66	в начале	1	4
67	так как	7	4
68	у него	3	4
69	на этот	1	4
70	прежде всего	3	4
71	в руках	1	4
72	в частности	5	4
73	как это	4	4
74	о его	1	4
75	все же	5	4
76	и для	2	4
77	и от	3	4
78	молодых людей	2	4
79	одной из	1	4
80	точки зрения	2	4
81	например в	2	3
82	в котором	2	3
83	то же	6	3
84	той же	2	3
85	вопрос о	2	3
86	в ней	2	3
87	что его	1	3
88	как правило	2	3
89	но не	7	3
90	по отношению	2	3
91	как в	2	3
92	но в	10	3
93	со своей	1	3
94	так или	1	3
95	в этой	5	3
96	друг другу	2	3
97	но все	2	3
98	человека в	1	3
99	могла бы	1	3
100	по всему	1	3
101	но если	1	3
102	с дочерью	1	3
