N	2gram	Nazirov_Tv_2	formyVre
1	и в	20	46
2	в этом	8	22
3	и т	13	14
4	прежде всего	8	14
5	вовсе не	2	13
6	в романе	15	13
7	и его	9	12
8	во всех	1	11
9	не только	13	11
10	только в	2	11
11	т п	2	11
12	смерти в	1	11
13	как бы	11	10
14	то есть	5	10
15	во время	1	10
16	в том	8	10
17	но в	4	10
18	мы уже	1	9
19	не в	4	9
20	у него	6	9
21	но и	8	9
22	вместе с	3	9
23	и не	9	9
24	и для	1	9
25	то же	7	8
26	как и	6	8
27	потому что	7	8
28	связи с	1	8
29	в его	10	8
30	из них	2	8
31	в связи	1	8
32	в основном	6	8
33	и на	5	7
34	так сказать	2	7
35	так и	6	7
36	в них	1	7
37	может быть	8	7
38	в одном	2	7
39	то что	3	7
40	как мы	1	6
41	еще не	5	6
42	все же	5	6
43	и наконец	2	6
44	при этом	8	6
45	человека в	3	6
46	и с	8	6
47	его в	3	6
48	в основе	2	6
49	романе в	1	6
50	никогда не	11	6
51	так как	3	6
52	все это	6	6
53	но не	5	5
54	с этим	1	5
55	все эти	4	5
56	он не	3	5
57	в нем	3	5
58	должно быть	1	5
59	в то	10	5
60	в дальнейшем	4	5
61	и у	2	5
62	и др	3	5
63	в частности	2	5
64	в пределах	1	5
65	что в	7	5
66	человека и	3	4
67	в мире	5	4
68	и он	2	4
69	что они	4	4
70	в истории	2	4
71	как в	4	4
72	уже в	2	4
73	из этих	1	4
74	в себе	3	4
75	их в	2	4
76	том что	4	4
77	в котором	3	4
78	место в	3	4
79	том же	2	4
80	героев и	1	4
81	же время	7	4
82	уже говорили	1	4
83	к себе	1	4
84	смерти и	1	4
85	в образе	3	4
86	с ним	3	4
87	о том	5	4
88	так что	2	4
89	мир в	1	4
90	и их	1	4
91	а не	6	4
92	отнюдь не	4	4
93	с этой	3	4
94	еще более	1	4
95	жизни в	3	4
96	в виду	1	3
97	точка зрения	2	3
98	отношение к	1	3
99	нет и	2	3
100	хотя и	4	3
101	как уже	1	3
102	и как	1	3
103	в этот	2	3
104	уже не	3	3
105	в большинстве	1	3
106	т д	11	3
107	при виде	2	3
108	и по	2	3
109	таким образом	10	3
110	а затем	3	3
111	в их	3	3
112	в которых	3	3
113	не могли	2	3
