N	3gram	Losev_Vlad_2	KulturaY
1	с точки зрения	3	16
2	в самом деле	1	11
3	для того чтобы	1	11
4	можно было бы	2	10
5	тем не менее	6	9
6	до сих пор	1	8
7	в том что	9	8
8	и т д	1	8
9	тех пор пока	1	4
10	в этом случае	1	4
11	в данном случае	2	4
12	в связи с	8	4
13	до тех пор	1	4
14	после того как	2	4
15	только тогда когда	1	4
16	и в области	1	3
17	сам по себе	2	3
18	и тем не	1	3
19	в том чтобы	2	3
20	не только в	2	3
21	не только как	1	3
22	в первую очередь	1	3
23	не может быть	1	3
24	о том что	3	3
25	в какой мере	1	2
26	не говоря уже	2	2
27	в том числе	1	2
28	как раз и	1	2
29	говоря уже о	2	2
30	в отличие от	3	2
31	только то что	1	2
32	потому что в	1	2
33	не в том	3	2
34	также и о	1	2
35	более или менее	3	2
36	с вопросом о	1	2
37	к тому же	1	2
38	как мы видели	2	2
39	в свое время	1	2
40	уже не только	1	2
41	по существу же	1	1
42	можно себе представить	1	1
43	на этот вопрос	1	1
44	хотя и не	2	1
45	было бы и	1	1
46	что же касается	5	1
47	само собой разумеется	3	1
48	то ни стало	1	1
49	чуть ли не	1	1
50	французском языке в	2	1
51	далеко не все	1	1
52	в те же	1	1
53	связи с вопросом	1	1
54	также и в	1	1
55	в этом смысле	1	1
56	во что бы	1	1
57	они не могут	1	1
58	можно говорить и	1	1
59	и в то	1	1
60	а также в	1	1
61	на минуту не	1	1
62	я говорю о	1	1
63	наряду с этим	1	1
64	бы то ни	1	1
65	не менее по	1	1
66	а может быть	1	1
67	в собственном смысле	1	1
68	по крайней мере	4	1
69	не о чем	1	1
70	вместе с тем	1	1
71	не то что	2	1
72	можно говорить разве	1	1
73	а кроме того	1	1
74	может быть и	1	1
75	но что значит	1	1
76	было бы вообще	1	1
77	что бы то	1	1
78	в этом роде	1	1
79	в то время	6	1
80	а вот и	1	1
81	как и следовало	1	1
82	он в своем	1	1
83	то что сам	1	1
84	на французском языке	3	1
85	заключается в том	2	1
86	это не только	1	1
87	как уже сказано	1	1
88	ни на минуту	1	1
89	на первых порах	1	1
90	а не с	1	1
91	то что он	3	1
92	получает для нас	1	1
93	собственном смысле слова	1	1
94	во всяком случае	6	1
95	а в том	2	1
96	свое время в	1	1
97	между прочим следующее	1	1
98	то же время	3	1
99	уже потому что	1	1
100	в тех же	1	1
101	в свою очередь	2	1
102	ничего нельзя возразить	1	1
103	само по себе	2	1
104	речь шла о	1	1
105	и прежде всего	1	1
106	чем у нас	1	1
107	тогда когда мы	1	1
108	но все же	1	1
109	в то же	3	1
110	для нас в	1	1
111	если подходить к	1	1
112	по этому поводу	1	1
113	в котором можно	1	1
114	в своем месте	2	1
115	этот вопрос в	1	1
116	а именно в	1	1
117	не дошел до	1	1
118	в чем дело	1	1
