N	2gram	Vygotskiy__3	Mirosoze
1	может быть	13	30
2	не только	6	29
3	и в	25	28
4	не может	6	28
5	но и	4	25
6	а не	1	25
7	он не	4	24
8	в этом	14	20
9	у него	1	17
10	не в	6	16
11	потому что	6	16
12	в ней	1	15
13	в своей	2	15
14	переходит в	1	15
15	человека и	5	14
16	никогда не	4	14
17	до конца	1	14
18	в нем	2	13
19	и он	1	12
20	и это	4	12
21	в самом	3	11
22	для него	5	11
23	и не	10	11
24	в своем	4	10
25	было бы	10	10
26	что в	17	10
27	в мире	2	10
28	прежде всего	4	10
29	что он	6	10
30	был бы	1	10
31	и потому	2	10
32	и все	4	10
33	с тем	16	9
34	и его	2	9
35	не есть	3	9
36	в его	15	9
37	в котором	3	8
38	но не	6	8
39	менее всего	1	7
40	но в	1	7
41	в себе	2	7
42	быть может	1	7
43	в конце	1	7
44	того что	10	7
45	и на	6	6
46	в которой	1	6
47	в этой	5	6
48	ведет к	1	6
49	только в	10	6
50	вместе с	14	6
51	все это	6	6
52	в том	23	6
53	от нее	4	5
54	как и	15	5
55	у нас	1	5
56	не могут	4	5
57	то что	15	5
58	у человека	2	5
59	смысле слова	2	4
60	отношения к	1	4
61	или к	1	4
62	и этот	1	4
63	есть не	1	4
64	отношение к	1	4
65	за пределы	1	4
66	увидим что	1	4
67	привести к	1	4
68	чем у	1	4
69	не как	3	4
70	и по	5	4
71	в них	2	4
72	в этих	2	4
73	точки зрения	6	4
74	в которых	3	4
75	к ней	1	4
76	мог бы	4	4
77	что и	10	4
78	значит что	4	4
79	один из	6	4
80	уже не	2	4
81	уже в	7	4
82	есть уже	1	4
83	а в	4	4
84	тем что	8	4
85	и вместе	2	4
86	и там	1	4
87	с этой	3	4
88	на пути	2	4
89	которых он	2	4
90	от него	1	4
91	с его	2	3
92	с этим	4	3
93	когда он	3	3
94	бы и	1	3
95	на том	3	3
96	этот процесс	3	3
97	на этом	3	3
98	заключает в	2	3
99	и с	1	3
100	его в	3	3
101	в жизни	3	3
102	только одно	1	3
103	для них	1	3
104	не мог	4	3
105	том что	20	3
106	но если	1	3
107	не имеет	1	3
108	к тому	4	3
109	в ее	1	3
110	особенно в	1	3
111	только и	1	3
112	все его	1	3
113	в него	3	3
114	одно из	1	3
115	не так	1	3
116	и их	3	3
117	так как	12	3
118	человека а	1	3
119	ко всем	1	3
120	в мир	1	3
121	это значит	4	3
122	должно быть	2	3
123	для нас	2	3
124	хотя бы	1	3
125	в свете	2	3
126	мы увидим	4	3
127	есть и	2	3
128	одним из	5	2
129	также и	1	2
130	в этот	1	2
131	не остается	1	2
132	высшей степени	6	2
133	а как	2	2
134	вопрос о	1	2
135	который был	1	2
136	время как	4	2
137	основании что	2	2
138	в виду	1	2
139	не иметь	3	2
140	по отношению	3	2
141	относится к	1	2
142	как в	9	2
143	к новому	1	2
144	все же	6	2
145	и как	5	2
146	и к	5	2
147	от этого	6	2
148	в необходимости	1	2
149	за собой	1	2
150	и у	6	2
151	он в	1	2
152	все эти	7	2
153	бы не	1	2
154	приводит к	4	2
155	с их	2	2
156	только один	1	2
157	вообще не	1	2
158	как он	3	2
159	если бы	5	2
160	он ни	1	2
161	раз когда	1	2
162	с ней	3	2
163	тому чтобы	1	2
164	входит в	5	2
165	ли может	1	2
166	чем в	1	2
167	которую он	1	2
168	прийти к	1	2
169	место в	2	2
170	от его	1	2
171	том основании	1	2
172	сих пор	1	2
173	в то	4	2
174	остается несомненным	1	2
175	к этим	1	2
176	в основе	16	2
177	того чтобы	8	2
178	по своей	7	2
179	в каком	2	2
180	могут быть	5	2
181	отличается от	3	2
182	мысли о	1	2
183	него как	1	2
184	должен быть	1	2
185	смысле в	1	2
186	ко второй	1	2
187	отношения и	1	2
188	и от	2	2
189	то время	4	2
190	и что	10	2
191	различие между	1	2
192	еще в	2	2
193	по сравнению	4	2
194	с ним	4	2
195	о нем	1	2
