N	2gram	Voloshinov_1	StatiiOP
1	и в	13	25
2	в этом	2	24
3	в том	2	20
4	что он	1	19
5	может быть	8	19
6	тем что	2	19
7	что в	3	19
8	том что	2	15
9	в этой	1	14
10	и пр	7	13
11	не только	6	12
12	в г	2	12
13	в его	7	12
14	то что	6	12
15	таким образом	6	10
16	прежде всего	9	10
17	и не	8	10
18	но и	3	9
19	все это	4	8
20	в языке	2	8
21	в своих	2	8
22	с этим	3	7
23	было бы	4	7
24	в то	1	7
25	не может	8	7
26	что касается	1	7
27	точки зрения	7	7
28	что такое	1	7
29	г в	3	6
30	как в	2	6
31	не в	3	6
32	между тем	2	6
33	только в	6	6
34	в конце	1	6
35	в области	2	6
36	как бы	6	6
37	а в	2	6
38	то же	4	5
39	но в	4	5
40	на то	1	5
41	об этом	1	5
42	мы имеем	1	5
43	потому что	1	5
44	и это	1	5
45	так и	3	5
46	в них	2	5
47	отметить что	1	5
48	с другой	2	5
49	а не	2	5
50	такого рода	1	5
51	другой стороны	2	5
52	например в	1	4
53	в которой	3	4
54	в чем	2	4
55	в общем	2	4
56	все же	5	4
57	не было	1	4
58	и к	2	4
59	в целом	2	4
60	состоит в	1	4
61	в каждом	4	4
62	лишь в	4	4
63	и тем	2	4
64	как и	3	4
65	а как	2	4
66	с точки	5	4
67	этом отношении	1	4
68	связана с	3	4
69	в ней	2	4
70	если бы	2	4
71	а также	2	4
72	к нему	1	4
73	мы видим	2	4
74	всего в	1	4
75	и др	2	4
76	в начале	1	4
77	отношение к	1	4
78	в особенности	1	4
79	связь с	1	4
80	он говорит	1	4
81	в течение	2	4
82	и для	3	4
83	но это	1	4
84	сказать что	1	4
85	в своей	4	4
86	говорить о	3	3
87	с его	1	3
88	своего рода	2	3
89	и наконец	5	3
90	все эти	2	3
91	и если	1	3
92	поэзии в	1	3
93	на этом	1	3
94	в другом	2	3
95	о которых	1	3
96	несмотря на	2	3
97	нет никакого	1	3
98	в их	3	3
99	и более	1	3
100	тому что	1	3
101	на язык	2	3
102	же время	1	3
103	это слово	1	3
104	связи с	1	3
105	и здесь	1	3
106	и что	1	3
107	и его	12	3
108	тесно связана	1	3
109	уже в	2	3
110	для него	2	3
111	так как	3	3
112	в некоторых	1	3
113	в системе	1	3
114	не является	4	3
115	к которому	1	3
116	одной стороны	2	3
117	до конца	1	3
118	что мы	1	3
119	в связи	2	3
120	быть это	1	3
121	с этой	2	3
122	тем более	1	3
123	другое дело	1	3
124	находит свое	1	3
125	к этому	1	3
126	в виде	1	3
127	это произведение	1	3
128	xvii века	1	2
129	самом деле	3	2
130	в чисто	1	2
131	того же	1	2
132	в каждой	1	2
133	тем как	1	2
134	то он	1	2
135	к слову	1	2
136	нет и	1	2
137	что они	2	2
138	его к	1	2
139	в самом	2	2
140	сюда относятся	1	2
141	и тот	1	2
142	в статье	1	2
143	не как	3	2
144	представляет собою	1	2
145	к г	1	2
146	и может	2	2
147	заключается в	1	2
148	ее в	2	2
149	он и	1	2
150	между собою	2	2
151	мы не	4	2
152	такой же	1	2
153	и тогда	1	2
154	не мог	2	2
155	которую он	1	2
156	в такой	1	2
157	не столько	3	2
158	в которых	1	2
159	точку зрения	3	2
160	тем не	1	2
161	для этого	1	2
162	это особенно	1	2
163	произведения и	1	2
164	в отношении	2	2
165	не менее	2	2
166	что эта	2	2
167	самого начала	2	2
168	как о	1	2
169	одна из	1	2
170	не имеет	2	2
171	никогда не	3	2
172	найти в	1	2
173	могут быть	2	2
174	к тому	2	2
175	для того	1	2
176	не совсем	1	2
177	с ее	1	2
178	в виду	1	2
179	нужно сказать	1	2
180	на основе	1	2
181	с самого	2	2
182	или в	1	2
183	здесь нет	1	2
184	произведения как	4	2
185	внимание на	1	2
186	с одной	2	2
187	борьба с	1	2
188	и других	1	2
189	все время	1	2
190	еще не	1	2
191	течение всей	1	2
192	и ее	2	2
193	и у	1	2
194	в поэзии	5	2
195	одно из	1	2
196	вовсе не	2	2
197	в выборе	4	2
198	слово в	3	2
199	в предисловии	1	2
200	себя и	1	2
201	не на	2	2
202	вместе с	1	2
203	в одной	1	2
204	а у	1	2
205	но не	1	2
206	предисловии к	1	2
207	в последнем	1	2
208	своего времени	1	2
209	быть не	1	2
210	этого слова	1	2
211	выборе темы	1	2
212	нужно отметить	2	2
213	один из	1	2
214	этого термина	1	2
215	только что	1	2
216	одной из	1	2
