N	3gram	Losev_Prob_4	Formalny
1	с точки зрения	11	13
2	в настоящее время	1	10
3	в то же	2	8
4	и т д	3	8
5	более или менее	2	6
6	на самом деле	3	6
7	до сих пор	1	6
8	в свою очередь	1	6
9	с одной стороны	1	4
10	во всяком случае	4	4
11	так и в	1	4
12	и т п	1	4
13	прежде всего в	1	3
14	бы то ни	1	3
15	в нем и	1	2
16	и не в	1	2
17	и не может	1	2
18	в зависимости от	3	2
19	сами по себе	2	2
20	точки зрения их	1	2
21	и в частности	2	2
22	в том чтобы	2	2
23	в связи с	3	2
24	того или иного	3	2
25	не только не	4	2
26	сама по себе	2	2
27	мы ни взяли	2	1
28	еще далеко не	1	1
29	это то что	1	1
30	в чем же	1	1
31	однако едва ли	1	1
32	ее элементы и	1	1
33	здесь может быть	1	1
34	ничего общего с	2	1
35	между прочим и	1	1
36	что перед нами	2	1
37	и в нашем	1	1
38	не говоря уже	2	1
39	и может быть	1	1
40	его исторического развития	1	1
41	как и во	1	1
42	что в данном	2	1
43	и в сознании	1	1
44	в этом смысле	3	1
45	же как и	1	1
46	как раз и	1	1
47	тот или иной	2	1
48	говоря уже о	1	1
49	хотя бы и	2	1
50	в том что	8	1
51	с отражением в	1	1
52	на самом же	2	1
53	том числе и	1	1
54	на первом плане	1	1
55	с этой точки	1	1
56	вместе с тем	3	1
57	отнюдь не является	1	1
58	в это время	1	1
59	для нас это	1	1
60	в данном случае	5	1
61	то ни было	1	1
62	ни к какому	1	1
63	и в то	1	1
64	а также и	2	1
65	на фоне этого	1	1
66	они вовсе не	1	1
67	по сравнению с	1	1
68	так и с	1	1
69	и как бы	1	1
70	в последнее время	1	1
71	в эстетике и	1	1
72	это и не	2	1
73	в новое время	1	1
74	с другой стороны	6	1
75	так же как	1	1
76	самом же деле	2	1
77	в художественном образе	1	1
78	этой точки зрения	1	1
79	вовсе не как	1	1
80	по себе конечно	1	1
81	и в связи	1	1
82	вовсе не есть	2	1
83	и тем самым	1	1
84	с самого начала	1	1
85	это значит что	7	1
86	но отнюдь не	1	1
87	не менее в	1	1
88	но все же	1	1
89	не выходит за	2	1
90	здесь нет и	1	1
91	время в ней	1	1
92	но даже и	4	1
93	взятые сами по	1	1
94	к действительности и	1	1
95	и с точки	3	1
96	заключается в том	2	1
97	по себе но	1	1
98	чем глубже и	1	1
99	каждой из них	2	1
100	в том числе	1	1
101	к тому что	1	1
102	и требует от	1	1
103	мы замечаем что	1	1
104	тех или иных	3	1
105	в предисловии к	1	1
106	тем не менее	10	1
107	в литературе и	1	1
108	выходит за пределы	1	1
109	что дело здесь	1	1
110	в жизни и	1	1
111	в отдельности и	1	1
