N	2gram	Bakhtin_Fr_3	Komedia
1	и в	40	22
2	по адресу	2	14
3	том что	4	12
4	но и	11	11
5	в том	8	11
6	не только	13	10
7	в то	6	10
8	из них	4	10
9	и т	1	9
10	как и	11	9
11	может быть	9	9
12	таким образом	10	8
13	о том	4	8
14	и его	17	8
15	в одном	7	8
16	и не	13	8
17	в этой	3	7
18	и других	6	7
19	то же	7	6
20	и по	1	6
21	не в	1	6
22	в отношении	1	6
23	ни в	4	6
24	в конце	3	6
25	одного из	2	6
26	что он	2	6
27	такого рода	3	6
28	а в	3	6
29	в которой	2	6
30	что в	12	6
31	до нас	7	5
32	в истории	4	5
33	как в	3	5
34	на его	2	5
35	при этом	3	5
36	во время	8	5
37	потому что	2	5
38	мы встречаем	4	5
39	так и	3	5
40	еще в	3	5
41	и даже	4	5
42	между тем	3	5
43	один из	4	5
44	уже в	2	5
45	в его	13	5
46	прежде всего	16	5
47	с другой	2	5
48	нового времени	2	5
49	все это	4	5
50	другой стороны	1	5
51	из его	1	4
52	что они	1	4
53	в прологе	10	4
54	но в	8	4
55	в нем	5	4
56	и вот	2	4
57	в другом	3	4
58	г в	1	4
59	на протяжении	3	4
60	участие в	1	4
61	несмотря на	1	4
62	точки зрения	2	4
63	в котором	2	4
64	в их	4	4
65	одном из	2	4
66	так как	4	4
67	как мы	10	4
68	можно судить	1	4
69	же время	6	4
70	в в	1	4
71	так в	4	4
72	а также	4	4
73	что и	3	4
74	в качестве	1	4
75	тем что	3	4
76	именно в	2	4
77	и особенно	1	4
78	в результате	1	4
79	же в	1	4
80	к этому	6	4
81	новое время	1	3
82	в тех	1	3
83	в году	5	3
84	мы не	2	3
85	и о	4	3
86	и на	8	3
87	в последних	2	3
88	с одной	1	3
89	в этом	15	3
90	все же	2	3
91	и как	3	3
92	в целом	2	3
93	главным образом	1	3
94	да и	1	3
95	он не	9	3
96	и еще	2	3
97	здесь мы	2	3
98	и богатство	1	3
99	и с	8	3
100	его в	1	3
101	в них	9	3
102	и ее	2	3
103	не менее	2	3
104	даже в	4	3
105	по отношению	3	3
106	ничего не	1	3
107	на землю	2	3
108	этом отношении	2	3
109	у нас	4	3
110	и сам	2	3
111	там же	1	3
112	судить по	1	3
113	по содержанию	1	3
114	в частности	3	3
115	и одновременно	1	3
116	в образе	1	3
117	одной из	2	3
118	только в	3	3
119	и у	2	3
120	в виде	1	3
121	в начале	3	3
122	отношение к	8	3
123	у него	8	3
124	каждый из	1	3
125	как раз	5	3
126	после смерти	1	3
127	так же	1	3
128	как это	1	3
129	фрагмент из	1	3
130	в течение	2	3
131	не удалось	1	3
132	в любом	1	3
133	здесь в	4	3
134	всего в	1	3
135	в более	3	3
136	и все	9	3
137	все остальные	1	3
138	г и	1	3
139	отношению к	2	3
140	как известно	2	2
141	к людям	1	2
142	того же	2	2
143	здесь и	5	2
144	почти всегда	1	2
145	из всех	4	2
146	в сущности	9	2
147	принадлежит к	1	2
148	которые он	2	2
149	он был	3	2
150	бы то	1	2
151	тем как	1	2
152	отличие от	3	2
153	относится к	1	2
154	была направлена	1	2
155	этой цели	1	2
156	со своей	1	2
157	в самом	6	2
158	художественного мышления	1	2
159	право на	1	2
160	в известном	1	2
161	раз в	2	2
162	в себе	3	2
163	в первой	2	2
164	отрицательные явления	1	2
165	не к	2	2
166	на этом	2	2
167	то ни	1	2
168	для характеристики	2	2
169	связанные с	3	2
170	на все	1	2
171	в уже	1	2
172	было бы	4	2
173	и тем	1	2
174	в новое	1	2
175	для них	1	2
176	ни одной	2	2
177	мы видели	3	2
178	такой же	1	2
179	всяком случае	1	2
180	и самого	1	2
181	но он	2	2
182	не раз	2	2
183	правда в	1	2
184	одна из	3	2
185	судя по	1	2
186	нельзя не	1	2
187	на те	1	2
188	по своей	1	2
189	ему и	1	2
190	как будто	1	2
191	в области	4	2
192	всего этого	1	2
193	как по	1	2
194	в себя	1	2
195	поэтому мы	1	2
196	времени и	2	2
197	для этого	3	2
198	образом в	2	2
199	и здесь	4	2
200	нас в	2	2
201	и во	4	2
202	путь к	1	2
203	от них	1	2
204	в форме	2	2
205	войны в	1	2
206	еще не	3	2
207	который в	2	2
208	в эти	2	2
209	для всех	1	2
210	из которых	1	2
211	вернуться к	1	2
212	мы знаем	2	2
213	вовсе не	12	2
214	в других	3	2
215	точек зрения	1	2
216	и из	1	2
217	до сих	4	2
218	еще и	2	2
219	и притом	1	2
220	до конца	6	2
221	не может	3	2
222	вместе с	3	2
223	но не	2	2
224	античной комедии	1	2
225	в состоянии	2	2
226	его творчество	2	2
227	их было	1	2
228	к нему	2	2
229	сих пор	4	2
230	но это	3	2
231	или в	1	2
232	следующие слова	1	2
233	будто бы	1	2
234	источником для	1	2
235	ни было	1	2
236	то что	5	2
237	в свою	1	2
238	из своей	1	2
239	где он	1	2
240	ее в	1	2
241	в своих	5	2
242	во всяком	1	2
243	все что	2	2
244	широкое распространение	1	1
245	них он	1	1
246	в применении	1	1
247	он получает	1	1
248	также и	4	1
249	в этот	2	1
250	переходит к	1	1
251	на самом	3	1
252	не что	1	1
253	наконец из	1	1
254	под открытым	1	1
255	такое же	1	1
256	тем же	2	1
257	из самых	2	1
258	мировоззрения и	1	1
259	поэтому он	3	1
260	в нашу	1	1
261	исходит из	1	1
262	от всяких	1	1
263	высшей степени	1	1
264	объясняется и	1	1
265	одним из	2	1
266	мы уже	13	1
267	той же	8	1
268	а уж	1	1
269	остается почти	1	1
270	задачу не	1	1
271	который был	1	1
272	самых замечательных	1	1
273	что иное	1	1
274	в мире	4	1
275	и он	1	1
276	в ней	4	1
277	чтобы проверить	1	1
278	иное как	1	1
279	не найдем	1	1
280	быть в	2	1
281	во всех	6	1
282	но конечно	2	1
283	войны не	1	1
284	при жизни	1	1
285	следующих за	1	1
286	не входит	1	1
287	этом празднике	1	1
288	граждан в	1	1
289	что два	1	1
290	отнюдь не	1	1
291	что во	1	1
292	под его	1	1
293	с этим	2	1
294	мира в	1	1
295	в своем	7	1
296	смысле этого	1	1
297	когда он	1	1
298	говорит что	1	1
299	не являются	1	1
300	его к	2	1
301	и к	3	1
302	отношения с	1	1
303	культуры и	7	1
304	что это	1	1
305	представляет собой	1	1
306	он в	2	1
307	из этих	2	1
308	сущности и	1	1
309	вы думаете	1	1
310	вернуть мир	1	1
311	также направлены	1	1
312	только на	4	1
313	и тот	1	1
314	роль в	4	1
315	как он	2	1
316	претендует на	1	1
317	не могла	1	1
318	но прежде	1	1
319	платона и	2	1
320	к миру	1	1
321	политики и	1	1
322	к одному	1	1
323	не могли	1	1
324	подобно тому	1	1
325	но все	3	1
326	такого же	1	1
327	значительной степени	2	1
328	всех отношениях	1	1
329	перспективы и	1	1
330	в обычае	1	1
331	они должны	1	1
332	в совершенно	1	1
333	об этом	3	1
334	почти до	1	1
335	то есть	18	1
336	это было	1	1
337	так построен	1	1
338	и отдельные	1	1
339	перед нами	1	1
340	начала и	5	1
341	между отдельными	1	1
342	на античных	1	1
343	и комедия	1	1
344	и находит	1	1
345	землю как	1	1
346	все равно	1	1
347	как об	1	1
348	с тем	1	1
349	и уже	1	1
350	с такой	1	1
351	года и	2	1
352	пародия на	1	1
353	слова и	2	1
354	в эту	4	1
355	в этих	6	1
356	не так	3	1
357	отрыве от	1	1
358	мелких торговцев	1	1
359	нас не	1	1
360	можно найти	1	1
361	ли можно	1	1
362	а как	1	1
363	наших дней	2	1
364	во времена	1	1
365	из которой	1	1
366	эпизоде с	1	1
367	его современников	2	1
368	он дает	2	1
369	в отличие	3	1
370	что уже	1	1
371	обвиняет в	1	1
372	несомненно что	1	1
373	войне и	1	1
374	которые в	1	1
375	друг другу	1	1
376	и эти	1	1
377	видно что	4	1
378	и более	1	1
379	том же	2	1
380	по себе	1	1
381	не была	1	1
382	это особенно	1	1
383	тому что	1	1
384	и очень	2	1
385	значительное место	1	1
386	вплоть до	3	1
387	но они	1	1
388	самого начала	1	1
389	для каждого	1	1
390	что их	1	1
391	на себе	1	1
392	и сама	2	1
393	или лучше	1	1
394	того чтобы	4	1
395	он с	2	1
396	следовательно и	2	1
397	что только	1	1
398	под этим	1	1
399	к концу	1	1
400	в дни	1	1
401	во всем	3	1
402	так например	1	1
403	люди знатные	1	1
404	следует что	1	1
405	месте с	1	1
406	до того	2	1
407	как следует	1	1
408	каждый раз	1	1
409	что на	1	1
410	за ними	1	1
411	ему не	2	1
412	и для	5	1
413	не могут	1	1
414	это конечно	1	1
415	с полной	1	1
416	даже и	2	1
417	отказаться от	1	1
418	было именно	1	1
419	и это	2	1
420	то были	1	1
421	встречаем в	2	1
422	не делает	1	1
423	организующим началом	1	1
424	данном случае	2	1
425	особенно в	4	1
426	с самого	1	1
427	говорили что	1	1
428	в дальнейшем	2	1
429	можно было	3	1
430	в нескольких	1	1
431	те же	5	1
432	это вовсе	2	1
433	каждого из	1	1
434	участия в	1	1
435	мира и	1	1
436	пор остается	1	1
437	жизнь и	1	1
438	в последней	1	1
439	имеется довольно	1	1
440	с ним	1	1
441	и глубиной	2	1
442	эпизод в	1	1
443	них не	1	1
444	о войне	1	1
445	о нем	3	1
446	за свое	1	1
447	именно с	1	1
448	и внутреннее	1	1
449	и что	1	1
450	все его	1	1
451	людьми и	1	1
452	в значительной	3	1
453	это была	1	1
454	в отрыве	1	1
455	т i	1	1
456	лет спустя	1	1
457	ее от	1	1
458	других современных	1	1
459	и богатстве	1	1
460	отметить что	1	1
461	говорит он	2	1
462	и только	1	1
463	наконец в	1	1
464	и следовательно	3	1
465	места и	1	1
466	в литературе	5	1
467	того что	1	1
468	большей или	3	1
469	год и	1	1
470	почти все	1	1
471	популярных в	1	1
472	только под	1	1
473	дело с	1	1
474	нуждается в	3	1
475	хотя бы	2	1
476	к их	1	1
477	наиболее радикальные	1	1
478	в стороне	1	1
479	которое мы	1	1
480	поэтому и	3	1
481	начало в	1	1
482	об их	2	1
483	вопрос об	1	1
484	больше чем	2	1
485	до наших	2	1
486	так что	1	1
487	которому он	1	1
488	получили в	1	1
489	не принимает	1	1
490	по случаю	1	1
491	ее не	2	1
492	к первой	1	1
493	заметить что	1	1
494	перед ними	1	1
495	на том	1	1
496	открытым небом	1	1
497	ее на	1	1
498	конца в	1	1
499	для того	3	1
500	в особенности	5	1
501	представление о	2	1
502	на уровне	1	1
503	в высшей	1	1
504	не дали	2	1
505	литературу и	1	1
506	даже самого	1	1
507	далеко не	2	1
508	и прежде	3	1
509	близок к	1	1
510	на чем	1	1
511	и др	7	1
512	на которых	1	1
513	его из	1	1
514	к более	1	1
515	превращается в	1	1
516	и литературной	1	1
517	одновременно не	1	1
518	на весь	1	1
519	землю в	2	1
520	долгое время	1	1
521	о чем	2	1
522	для этой	3	1
523	был построен	1	1
524	связь с	6	1
525	и она	1	1
526	и возрождения	2	1
527	из семи	2	1
528	ко всем	3	1
529	и потому	4	1
530	отсюда и	1	1
531	к своему	1	1
532	и землей	1	1
533	в данном	4	1
534	к жизни	2	1
535	мы узнаем	1	1
536	из фрагментов	1	1
537	высоких материях	1	1
538	в той	6	1
539	нашу задачу	1	1
