N	2gram	Trubetskoy_1	KulturaY
1	в том	11	30
2	и в	26	24
3	потому что	7	23
4	том что	7	21
5	что в	9	17
6	того чтобы	5	17
7	для того	5	16
8	было бы	1	15
9	и пр	1	15
10	в этом	15	14
11	точки зрения	13	14
12	может быть	10	13
13	все же	6	12
14	таким образом	22	12
15	и не	8	12
16	в его	5	12
17	не в	2	11
18	только в	4	11
19	хотя бы	3	10
20	в самом	4	10
21	не только	10	10
22	в силу	5	10
23	у нас	1	10
24	самом деле	1	9
25	с точки	6	9
26	так как	9	9
27	если бы	3	9
28	о том	6	9
29	того что	3	9
30	отношению к	3	9
31	прежде всего	2	9
32	то что	7	9
33	по отношению	1	8
34	уже не	3	8
35	то же	4	8
36	тем что	1	8
37	как раз	1	8
38	а не	5	8
39	не может	4	7
40	это не	1	7
41	в них	2	7
42	не менее	3	7
43	связи с	9	7
44	в области	9	7
45	так и	6	7
46	бы в	1	7
47	в качестве	3	7
48	с другой	8	7
49	с помощью	1	7
50	как бы	12	7
51	вместе с	15	7
52	мере в	1	6
53	мы имеем	2	6
54	на себе	1	6
55	в ней	1	6
56	однако не	1	6
57	в которой	3	6
58	все эти	6	6
59	при этом	3	6
60	в которых	4	6
61	тогда когда	2	6
62	что он	4	6
63	но и	9	6
64	именно в	2	6
65	все это	6	6
66	другой стороны	1	6
67	что такое	1	6
68	еще не	2	5
69	но не	8	5
70	что это	3	5
71	и с	10	5
72	с тем	18	5
73	так сказать	1	5
74	по крайней	5	5
75	и его	1	5
76	не потому	2	5
77	к тому	6	5
78	в виду	2	5
79	с ним	1	5
80	и что	4	5
81	между тем	2	5
82	а потому	1	5
83	крайней мере	5	5
84	язык в	1	5
85	еще и	1	5
86	всяком случае	6	5
87	языка как	1	5
88	в той	1	5
89	в результате	3	5
90	целый ряд	4	5
91	этом отношении	2	5
92	а в	4	5
93	во всяком	6	5
94	того же	6	4
95	это и	1	4
96	что эти	3	4
97	и на	2	4
98	с его	2	4
99	что они	1	4
100	в рамках	3	4
101	как в	1	4
102	из этих	10	4
103	учение о	4	4
104	роль в	1	4
105	на то	2	4
106	в нем	4	4
107	в первую	1	4
108	в данном	1	4
109	и тогда	4	4
110	тем не	3	4
111	того как	1	4
112	в русском	2	4
113	и является	2	4
114	в самой	2	4
115	что и	6	4
116	языка это	1	4
117	с ними	1	4
118	так что	3	4
119	не есть	1	4
120	из них	7	4
121	до сих	5	4
122	там где	1	4
123	и потому	6	4
124	с этим	1	4
125	по существу	2	4
126	сих пор	5	4
127	один из	2	4
128	же в	1	4
129	в этих	4	4
130	так же	5	4
131	в первом	1	3
132	в котором	4	3
133	той же	1	3
134	в сущности	1	3
135	так называемые	3	3
136	только тогда	1	3
137	в общем	8	3
138	в связи	3	3
139	в своем	3	3
140	когда он	3	3
141	его к	1	3
142	более или	5	3
143	что так	1	3
144	в этой	4	3
145	с их	1	3
146	в себе	6	3
147	и если	3	3
148	на его	1	3
149	состоит в	2	3
150	что она	1	3
151	соответствии с	1	3
152	несмотря на	6	3
153	должно быть	1	3
154	или менее	5	3
155	в их	1	3
156	представление о	6	3
157	даже в	1	3
158	казалось бы	1	3
159	это слово	1	3
160	из одного	1	3
161	ли не	1	3
162	что оно	4	3
163	свою очередь	1	3
164	здесь не	1	3
165	не с	2	3
166	ясно что	3	3
167	том как	1	3
168	для этого	2	3
169	по мере	1	3
170	в известных	1	3
171	и здесь	2	3
172	можно сказать	3	3
173	обе эти	1	3
174	уже в	2	3
175	себе в	1	3
176	в одном	3	3
177	связано с	2	3
178	не было	2	3
179	и даже	3	3
180	или иной	2	3
181	к которому	2	3
182	в свою	2	3
183	а с	7	3
184	в соответствии	1	3
185	если не	2	3
186	смысле этого	1	3
187	этого слова	1	3
188	как на	8	3
189	в таком	3	3
190	они не	1	3
191	можно говорить	1	2
192	речь идет	1	2
193	одним из	2	2
194	и есть	1	2
195	очень много	2	2
196	все те	1	2
197	было известно	1	2
198	бы и	1	2
199	которое в	1	2
200	что его	1	2
201	если в	3	2
202	тогда как	1	2
203	относится к	2	2
204	идет о	1	2
205	так называемая	1	2
206	что касается	1	2
207	могли бы	1	2
208	и как	3	2
209	но в	7	2
210	от этого	1	2
211	а во-вторых	1	2
212	формы в	1	2
213	так или	3	2
214	чуть ли	1	2
215	духовной культуры	3	2
216	роли в	1	2
217	трудно было	1	2
218	он не	4	2
219	как с	1	2
220	так например	2	2
221	но все	7	2
222	лишь в	5	2
223	заключается в	1	2
224	первую очередь	1	2
225	образом если	2	2
226	ни в	1	2
227	в слове	1	2
228	как и	1	2
229	одного и	1	2
230	же есть	1	2
231	нужно было	1	2
232	много таких	1	2
233	но если	2	2
234	и при	3	2
235	в своей	1	2
236	иначе как	1	2
237	труда и	1	2
238	и более	1	2
239	том же	1	2
240	по себе	1	2
241	что с	1	2
242	иной раз	2	2
243	в то	4	2
244	как о	3	2
245	не имеет	5	2
246	ничего не	1	2
247	чтобы в	1	2
248	из предыдущего	1	2
249	дело не	1	2
250	никогда не	5	2
251	же время	2	2
252	быть в	1	2
253	ли это	2	2
254	не является	1	2
255	не могут	2	2
256	и должно	1	2
257	когда мы	1	2
258	примыкают к	1	2
259	вовсе уже	1	2
260	таких слов	1	2
261	к жизни	5	2
262	что все	4	2
263	и сами	2	2
264	идет речь	1	2
265	было в	1	2
266	подойти к	3	2
267	о котором	2	2
268	одно из	2	2
269	в разных	2	2
270	любви к	1	2
271	это было	1	2
272	каждом из	1	2
273	во втором	1	2
274	должны быть	1	2
275	а именно	1	2
276	но с	3	2
277	тот же	2	2
278	и того	1	2
279	в сторону	1	2
280	конечно не	2	2
281	свидетельствует о	2	2
282	это по	1	2
283	или иначе	3	2
284	в каком	1	2
285	на этот	4	2
286	по своим	2	2
287	социальной жизни	1	2
288	превращается в	2	2
289	так называемой	2	2
290	о чем	1	2
291	не всегда	2	2
292	эти категории	1	2
293	на эту	1	2
294	это есть	1	2
295	с этой	3	2
296	поэтому что	2	2
297	в смысле	4	2
298	и для	5	2
299	живет и	1	2
300	и все	2	2
301	тем более	1	2
302	пришлось бы	1	2
303	на более	1	2
304	в свое	1	2
305	этой точки	2	2
306	смысле слова	1	1
307	вряд ли	1	1
308	и развитие	1	1
309	в сфере	1	1
310	же как	3	1
311	самом этом	1	1
312	связана с	2	1
313	языку и	1	1
314	и сейчас	2	1
315	для себя	1	1
316	к своей	1	1
317	или к	1	1
318	но тем	1	1
319	в среду	1	1
320	что когда	1	1
321	явления и	1	1
322	в строгом	1	1
323	на этих	1	1
324	и больше	2	1
325	всегда на	2	1
326	и этот	1	1
327	понимается в	1	1
328	его не	2	1
329	есть не	1	1
330	языка с	1	1
331	для достижения	1	1
332	жизни по	2	1
333	повседневной жизни	1	1
334	не приходится	1	1
335	из своих	2	1
336	именно к	1	1
337	это всегда	1	1
338	представлением о	1	1
339	так чтобы	2	1
340	к началу	1	1
341	но даже	1	1
342	мы и	1	1
343	является исключительно	1	1
344	не был	1	1
345	к ее	1	1
346	события в	1	1
347	историческая миссия	1	1
348	силу этого	1	1
349	к ним	3	1
350	отношение к	5	1
351	а через	1	1
352	отличие от	1	1
353	из таких	1	1
354	две основные	1	1
355	которые могли	1	1
356	в одной	1	1
357	или вообще	1	1
358	общего с	2	1
359	поскольку они	1	1
