N	3gram	Medvedev_V_1	FransuaR
1	то же время	5	10
2	в то же	5	10
3	до сих пор	1	8
4	в том что	5	6
5	и в то	3	5
6	в другом месте	2	3
7	большей или меньшей	3	3
8	в том числе	2	3
9	не подлежит сомнению	1	3
10	таким образом и	1	3
11	в большей или	2	3
12	или меньшей степени	2	3
13	в связи с	3	3
14	мы видели что	3	3
15	более или менее	6	2
16	том числе и	2	2
17	и др в	3	2
18	в этом процессе	2	2
19	в данном случае	1	2
20	но в то	1	2
21	с одной стороны	2	2
22	в то время	1	2
23	о том что	3	2
24	не только не	2	2
25	можно сказать что	4	2
26	с другой стороны	8	2
27	мы видим что	1	2
28	для того чтобы	3	2
29	не может быть	8	2
30	в которой он	1	1
31	в чем же	2	1
32	по отношению к	7	1
33	как один из	1	1
34	в самом деле	1	1
35	подобно тому как	2	1
36	что для того	1	1
37	войну и мир	1	1
38	том что оно	1	1
39	одной стороны и	2	1
40	но к тому	1	1
41	др таким образом	1	1
42	но с более	1	1
43	хотя оно и	1	1
44	вместе с тем	3	1
45	но и в	1	1
46	что все эти	1	1
47	и др и	1	1
48	в этом отношении	13	1
49	в науке и	1	1
50	том или ином	1	1
51	в той или	1	1
52	может быть и	1	1
53	в значительной мере	3	1
54	в частности из	1	1
55	главным образом в	1	1
56	говорит о том	1	1
57	и др таким	1	1
58	о том как	3	1
59	положительной или отрицательной	1	1
60	мы полагаем что	1	1
61	в ту же	1	1
62	не было еще	1	1
63	войны и мира	1	1
64	только со своими	1	1
65	и не быть	1	1
66	быть и речи	1	1
67	по сравнению с	1	1
68	и вместе с	1	1
69	это одна из	1	1
70	их в своем	1	1
71	в едином и	1	1
72	не в том	2	1
73	в том или	1	1
74	все же не	1	1
75	из которых он	1	1
76	и теснейшим образом	1	1
77	не могут иметь	1	1
78	к этому и	1	1
79	нет ни одного	1	1
80	и ее событий	1	1
81	во всех этих	1	1
82	только то что	2	1
83	в частности в	2	1
84	в одном и	1	1
85	между этими двумя	1	1
86	у него в	1	1
87	таким образом в	2	1
88	не один раз	1	1
89	действительности каждый образ	1	1
90	никогда не может	1	1
91	самого автора а	1	1
92	вопрос о том	1	1
93	в реальной действительности	1	1
94	в этой системе	1	1
95	в этом смысле	1	1
96	после того как	1	1
97	они не только	1	1
98	подлежит сомнению что	1	1
99	в результате этого	1	1
100	можно было бы	2	1
101	утверждает что все	1	1
102	он носит в	1	1
103	в новое время	1	1
104	к тому же	1	1
105	как мы знаем	1	1
106	то же самое	1	1
107	той или иной	1	1
