N	3gram	Tiupa_Vved_1	Myslijsy
1	в том что	3	16
2	по отношению к	7	5
3	заключает в себе	1	5
4	по крайней мере	1	5
5	не в том	1	5
6	а в том	1	5
7	то же время	3	5
8	в то же	4	5
9	с другой стороны	1	4
10	но и в	2	4
11	только в слове	1	4
12	не только в	2	4
13	более или менее	2	3
14	может быть только	1	3
15	с одной стороны	5	3
16	в том как	1	3
17	в свою очередь	4	3
18	само по себе	1	3
19	тем не менее	3	3
20	не может быть	3	3
21	в этом последнем	1	2
22	подобно тому как	2	2
23	но и по	1	2
24	в том же	1	2
25	в живой речи	1	2
26	в таком случае	1	2
27	именно то что	1	2
28	в этом отношении	4	2
29	в том чтобы	2	2
30	в первом случае	1	2
31	мы не можем	1	2
32	то что мы	1	2
33	как и в	2	2
34	и в самом	1	2
35	можно сказать что	1	2
36	одной стороны и	1	1
37	если бы она	1	1
38	следует заметить что	1	1
39	противном случае он	1	1
40	а не в	1	1
41	на самом деле	3	1
42	мы видели в	1	1
43	того что происходит	1	1
44	те же самые	1	1
45	то же самое	1	1
46	потому что я	1	1
47	зависит не только	1	1
48	сами по себе	1	1
49	и та же	1	1
50	из того что	1	1
51	в противном случае	1	1
52	потому что к	1	1
53	в данном случае	6	1
54	может быть не	3	1
55	каждый из этих	1	1
56	однако в силу	1	1
57	и тот же	1	1
58	не зависит от	1	1
59	но и оно	1	1
60	он может и	1	1
61	а не как	1	1
62	но и с	1	1
63	одна и та	1	1
64	было бы не	1	1
65	один и тот	1	1
66	том как оно	1	1
67	быть не только	1	1
68	и стало быть	1	1
69	не само по	1	1
70	в своем воображении	1	1
71	и тем самым	2	1
72	о том что	4	1
73	если бы мы	1	1
74	в каждой из	1	1
75	видя в нем	1	1
76	но и от	1	1
77	на то что	1	1
78	друг от друга	1	1
79	но не в	1	1
80	в приведенном выше	1	1
81	из них не	1	1
82	не только от	1	1
83	то он как	1	1
84	все то что	1	1
85	здесь как и	1	1
86	на первый взгляд	1	1
87	к тому же	4	1
88	могло бы быть	1	1
89	как мы видели	2	1
