N	3gram	Vygotskiy__2	FransuaR
1	то же время	2	9
2	в то же	2	9
3	для того чтобы	13	6
4	в том что	17	6
5	в этом отношении	5	5
6	в связи с	1	5
7	так же как	4	4
8	на самом деле	5	4
9	потому что он	1	3
10	до сих пор	5	3
11	и во всех	1	3
12	связи с этим	1	3
13	потому что она	2	2
14	то же самое	6	2
15	в чем же	1	2
16	он не только	1	2
17	с точки зрения	10	2
18	в отличие от	1	2
19	мы находим в	1	2
20	можно было бы	4	2
21	это очень важно	1	2
22	о том как	1	2
23	же как и	1	2
24	в данном случае	4	2
25	в то время	3	2
26	по тому же	1	2
27	не может быть	8	2
28	нужно сказать что	1	2
29	можно сказать что	1	2
30	мы видим что	2	2
31	друг с другом	1	2
32	том что в	2	1
33	и того же	1	1
34	что иное как	1	1
35	сказать что большинство	1	1
36	потому что в	1	1
37	в ней и	1	1
38	а потому и	1	1
39	на том же	2	1
40	и той же	4	1
41	на самой границе	1	1
42	в самом деле	11	1
43	он все же	1	1
44	находим в романе	1	1
45	те же самые	2	1
46	и целый ряд	1	1
47	ни на какую	1	1
48	не имеют ничего	1	1
49	тем что она	1	1
50	рассказывает о том	1	1
51	с мясом в	2	1
52	что он не	2	1
53	не имеет никакого	1	1
54	и та же	1	1
55	начала и до	2	1
56	он не может	2	1
57	и это очень	1	1
58	в основе своей	1	1
59	вместе с тем	1	1
60	не похожи на	1	1
61	и в частности	1	1
62	и он должен	1	1
63	связывает их с	1	1
64	то время которое	1	1
65	и что в	2	1
66	и если в	1	1
67	по своему существу	1	1
68	они принадлежат к	1	1
69	в одном случае	1	1
70	и в основе	1	1
71	целый ряд других	1	1
72	к самым ранним	1	1
73	и мы можем	1	1
74	и таким образом	2	1
75	и что кроме	1	1
76	одной и той	4	1
77	есть не что	1	1
78	не что иное	1	1
79	от того что	1	1
80	что в этой	2	1
81	все действующие лица	1	1
82	как и в	2	1
83	в свою очередь	2	1
84	но он не	1	1
85	на этом основании	1	1
86	одна и та	1	1
87	о том что	4	1
88	ничего общего с	1	1
89	ту же самую	2	1
90	в конечном счете	3	1
91	и в самом	4	1
92	одного и того	1	1
93	он полагает что	1	1
94	не по существу	1	1
95	друг от друга	1	1
96	в его творчестве	1	1
97	в другом случае	1	1
98	после того как	1	1
99	по этому поводу	1	1
100	тем не менее	4	1
101	же точно и	2	1
102	что в основе	4	1
103	так как он	1	1
104	что и в	3	1
105	так же точно	7	1
106	имеют ничего общего	1	1
107	именно потому что	1	1
