N	3gram	Voloshinov_1	Marksizm
1	с точки зрения	6	20
2	не может быть	3	13
3	в самом деле	2	9
4	до сих пор	3	8
5	бы то ни	1	8
6	то ни было	1	8
7	в связи с	1	7
8	и того же	1	5
9	одного и того	1	5
10	как мы знаем	1	5
11	всех без исключения	1	4
12	с самого начала	4	4
13	то же самое	1	3
14	в этом отношении	1	3
15	и пр в	1	3
16	в высшей степени	1	3
17	каких бы то	1	3
18	связи с этим	1	3
19	можно сказать что	3	3
20	в большинстве случаев	3	3
21	для того чтобы	1	3
22	в том что	1	3
23	теперь мы должны	1	2
24	пр и пр	2	2
25	же как и	1	2
26	на первый план	1	2
27	можно было бы	1	2
28	мы отвлечемся от	1	2
29	со всех сторон	1	2
30	и пр и	3	2
31	во всех областях	1	2
32	так же как	2	2
33	во всяком случае	3	2
34	не могут быть	2	2
35	если мы отвлечемся	1	2
36	оно ни было	1	2
37	это и есть	1	2
38	жизни в этом	1	2
39	и прежде всего	1	2
40	в нем нет	2	2
41	в этом смысле	3	2
42	важный момент в	1	1
43	быть ничего общего	1	1
44	не следует что	1	1
45	в тесной зависимости	1	1
46	по ту сторону	4	1
47	его целом это	1	1
48	подобно тому как	1	1
49	он не дает	1	1
50	есть прежде всего	1	1
51	первый план выдвигается	1	1
52	снова и снова	1	1
53	как это делает	1	1
54	как мы сказали	1	1
55	именно то что	1	1
56	оно само нуждается	1	1
57	таким образом к	1	1
58	как наука о	1	1
59	по аналогии с	2	1
60	само нуждается в	1	1
61	совершенно так же	1	1
62	связанных как с	1	1
63	рано или поздно	1	1
64	в сознание или	1	1
65	для него только	1	1
66	здесь в области	1	1
67	может быть ничего	1	1
68	так и с	1	1
69	чем иным как	1	1
70	может быть только	1	1
71	с этой точки	1	1
72	именно здесь в	1	1
73	мы полагаем что	3	1
74	и ту же	1	1
75	не чем иным	1	1
76	между организмом и	1	1
77	очень важный момент	1	1
78	с одной стороны	1	1
79	этом отношении и	1	1
80	ничего общего не	1	1
81	существует только в	1	1
82	формы так и	1	1
83	и есть та	1	1
84	должен освободиться от	1	1
85	таким образом сплошь	1	1
86	и та же	1	1
87	одна и та	1	1
88	в его целом	2	1
89	из всего сказанного	1	1
90	мы уже знаем	1	1
91	не существует для	1	1
92	так и в	1	1
93	мы на самом	1	1
94	этой точки зрения	1	1
95	или во всяком	1	1
96	и как мы	1	1
97	и его школа	1	1
98	и его школы	1	1
99	и быть не	1	1
100	в применении к	1	1
101	таким образом и	1	1
102	только при таком	1	1
103	для психики и	1	1
104	на самом деле	4	1
105	друг с другом	1	1
106	идеологического творчества все	1	1
107	одну и ту	1	1
108	таким образом с	1	1
109	тесной зависимости от	1	1
110	той или иной	1	1
