N	2gram	Tiupa_Anal_2	Myslijsy
1	потому что	1	52
2	то есть	9	42
3	и в	16	39
4	может быть	6	27
5	в том	12	26
6	только в	4	25
7	не может	4	22
8	что в	2	22
9	не только	16	21
10	так как	1	21
11	а не	10	21
12	в нем	1	20
13	но и	12	20
14	и не	12	18
15	языка и	2	17
16	том что	12	16
17	так что	3	16
18	в этом	18	15
19	не в	4	15
20	если бы	3	14
21	по отношению	4	13
22	в себе	7	13
23	таким образом	2	13
24	так и	15	13
25	отношению к	4	13
26	было бы	3	12
27	точно так	1	11
28	как в	4	10
29	по себе	2	10
30	и что	1	10
31	то что	7	10
32	не есть	2	10
33	речи и	2	10
34	но в	6	9
35	как и	14	9
36	тогда когда	1	9
37	могут быть	10	9
38	для нас	1	9
39	тем что	3	9
40	душевной жизни	1	9
41	но не	4	8
42	точки зрения	4	8
43	в одном	2	8
44	того что	2	8
45	со стороны	3	8
46	вместе с	2	8
47	по его	1	7
48	это не	1	7
49	в этих	2	7
50	в нас	2	7
51	должны быть	1	7
52	то и	1	7
53	с другой	6	7
54	и т	1	6
55	то же	4	6
56	независимо от	1	6
57	и как	1	6
58	бы не	1	6
59	при этом	10	6
60	и по	1	6
61	и наоборот	2	6
62	не менее	4	6
63	тем не	3	6
64	что на	3	6
65	языка в	1	6
66	что и	3	6
67	еще не	2	6
68	как бы	10	6
69	в первом	1	5
70	во всех	4	5
71	не следует	2	5
72	несмотря на	3	5
73	не имеет	2	5
74	и его	4	5
75	что при	1	5
76	если же	1	5
77	между тем	2	5
78	в его	2	5
79	для всех	2	5
80	вовсе не	2	5
81	зависит от	1	5
82	так же	2	5
83	и потому	1	5
84	быть только	1	5
85	но это	1	5
86	и для	2	5
87	а в	3	5
88	другой стороны	2	5
89	в таком	2	5
90	субъекта и	1	4
91	все остальные	1	4
92	из этих	1	4
93	в каждом	1	4
94	этом смысле	2	4
95	том смысле	1	4
96	тем самым	4	4
97	однако в	1	4
98	в то	2	4
99	а так	1	4
100	никогда не	3	4
101	же время	2	4
102	к тому	7	4
103	свою очередь	1	4
104	бы в	3	4
105	слов и	1	4
106	для него	4	4
107	и даже	9	4
108	в действительности	3	4
109	прежде всего	3	4
110	тому как	3	4
111	самого себя	1	4
112	слова и	1	4
113	и воля	1	4
114	при таком	2	4
115	от него	1	4
116	мы видим	1	4
117	мысли о	1	4
118	в свою	1	4
119	языка то	1	4
120	а между	1	3
121	того же	4	3
122	противном случае	1	3
123	и то	3	3
124	столь же	4	3
125	тем как	1	3
126	очевидно что	1	3
127	сама по	1	3
128	в своем	4	3
129	в противном	1	3
130	хотя и	4	3
131	в самом	6	3
132	он не	2	3
133	как кажется	1	3
134	подобно тому	3	3
135	прежде чем	1	3
136	так например	2	3
137	что все	2	3
138	в мире	6	3
139	той же	2	3
140	заключается в	1	3
141	и тем	4	3
142	в жизни	1	3
143	в них	1	3
144	в этой	9	3
145	не мог	3	3
146	не так	4	3
147	и при	1	3
148	в своей	2	3
149	с точки	2	3
150	тому что	1	3
151	она не	2	3
152	и другое	1	3
153	на него	2	3
154	как она	1	3
155	в сознании	4	3
156	для себя	1	3
157	но при	1	3
158	в словах	3	3
159	из одного	1	3
160	с ним	2	3
161	и во	2	3
162	в глазах	1	3
163	во внутренней	1	3
164	с одной	5	3
165	только на	3	3
166	или даже	2	3
167	одно из	2	3
168	и их	2	3
169	представить себе	1	3
170	с другим	1	3
171	связи с	1	3
172	но оно	1	3
173	одной стороны	4	3
174	из самого	1	3
175	в состоянии	2	3
176	только для	1	3
177	оно и	1	3
178	об отношении	1	3
179	и все	3	3
180	по одной	1	3
181	к этой	1	3
182	мы должны	1	3
183	сказать что	2	3
184	по поводу	3	3
185	как на	1	3
186	этого в	1	2
187	ко всем	1	2
188	в применении	1	2
189	тем же	1	2
190	их и	1	2
191	а как	2	2
192	есть не	1	2
193	в сущности	4	2
194	проявляется в	3	2
195	служит для	1	2
196	то он	1	2
197	не все	1	2
198	тогда как	19	2
199	за пределы	4	2
200	в полном	1	2
201	его к	1	2
202	в которой	1	2
203	в целом	8	2
204	но без	1	2
205	ни одна	1	2
206	лица и	1	2
207	на то	2	2
208	но на	1	2
209	и если	3	2
210	по крайней	3	2
211	так сказать	1	2
212	ключ к	3	2
213	к одному	1	2
214	различия в	1	2
215	и более	1	2
216	что одно	1	2
217	с этой	1	2
218	значительной степени	2	2
219	то все	1	2
220	в один	4	2
221	но если	1	2
222	таким же	1	2
223	взгляд на	1	2
224	в их	3	2
225	слова в	1	2
226	обнаруживается в	1	2
227	том же	1	2
228	на себе	3	2
229	что иное	1	2
230	только не	4	2
231	в разных	1	2
232	из того	1	2
233	как будто	3	2
234	имеет место	4	2
235	как мы	3	2
236	то она	1	2
237	с ее	2	2
238	к т	2	2
239	только то	1	2
240	времени и	1	2
241	на которую	2	2
242	в виду	1	2
243	них не	2	2
244	иное как	1	2
245	о том	7	2
246	никак не	2	2
247	одного из	3	2
248	стало быть	2	2
249	крайней мере	3	2
250	еще более	2	2
251	стороны других	1	2
252	этот вопрос	1	2
253	внутреннее единство	1	2
254	для нее	2	2
255	есть в	3	2
256	в таких	2	2
257	внимание что	1	2
258	уже не	4	2
259	вопроса о	1	2
260	же в	1	2
261	в начале	1	2
262	по законам	1	2
263	за ним	1	2
264	нуждается в	1	2
265	к ним	1	2
266	у нас	1	2
267	на этот	2	2
268	таком случае	2	2
269	для человека	1	2
270	если не	1	2
271	с а	1	2
272	например если	1	2
273	применении к	1	2
274	что же	1	2
275	и о	1	2
276	о его	4	2
277	стороны и	1	2
278	между прочим	1	2
279	нисколько не	1	2
280	к другим	1	2
281	или в	3	2
282	и б	1	2
283	тем более	1	2
284	хотя бы	1	2
285	только что	1	2
286	все они	1	2
287	была бы	2	2
288	не что	1	2
289	что даже	1	2
290	из этого	1	2
291	сомневаться во	1	2
292	все что	2	2
293	же нам	1	1
294	отношения к	2	1
295	с с	1	1
296	выражения в	1	1
297	самом деле	1	1
298	переход от	1	1
299	органическое единство	1	1
300	бы для	1	1
301	отношений в	1	1
302	не имело	1	1
303	из его	2	1
304	проникает в	1	1
305	в действие	1	1
306	и появляется	1	1
307	едва ли	3	1
308	как история	1	1
309	его не	1	1
310	полагает что	1	1
311	впечатления в	1	1
312	мы имеем	3	1
313	между его	1	1
314	до такой	1	1
315	именно к	1	1
316	не столько	3	1
317	совпадает с	4	1
318	не вполне	1	1
319	на себя	5	1
320	него ничего	1	1
321	они были	1	1
322	ему в	3	1
323	и самого	1	1
324	и на	6	1
325	к их	1	1
326	что его	1	1
327	в чем	1	1
328	с его	1	1
329	для жизни	1	1
330	других а	1	1
331	а и	1	1
332	себе и	1	1
333	этой стороны	1	1
334	перед нами	1	1
335	на человека	1	1
336	когда он	1	1
337	самом начале	3	1
338	более или	1	1
339	следующим образом	1	1
340	в противоположность	2	1
341	бы с	1	1
342	это открытие	1	1
343	он в	4	1
344	все эти	1	1
345	в нашем	3	1
346	одни из	1	1
347	в известном	1	1
348	приводит к	3	1
349	с их	2	1
350	по форме	1	1
351	минуту он	1	1
352	как он	1	1
353	если он	1	1
354	вследствие этого	2	1
355	жизнью и	2	1
356	на его	3	1
357	шапку и	1	1
358	по словам	1	1
359	от которого	2	1
360	имело бы	1	1
361	не как	1	1
362	из виду	1	1
363	такой смысл	1	1
364	нашего времени	4	1
365	его от	3	1
366	что ни	1	1
367	на этом	4	1
368	без исключения	1	1
369	что она	2	1
370	одно и	1	1
371	же не	2	1
372	нам остается	1	1
373	из самой	1	1
374	во-вторых не	1	1
375	лишь в	9	1
376	его в	2	1
377	входит в	1	1
378	того или	3	1
379	за собою	2	1
380	было в	1	1
381	при встрече	1	1
382	не совпадает	1	1
383	эту минуту	1	1
384	что один	1	1
385	подобно всем	1	1
386	может вполне	1	1
387	только одно	1	1
388	этого слова	3	1
389	все равно	1	1
390	далеко не	1	1
391	зрения или	1	1
392	место и	1	1
393	со своими	1	1
394	жизни но	2	1
395	нам не	1	1
396	обратимся к	1	1
397	остается в	1	1
398	или менее	1	1
399	таком воззрении	1	1
400	от своего	2	1
401	во-первых не	1	1
402	в отношении	1	1
403	в следующем	1	1
404	в такой	1	1
405	в котором	2	1
406	что я	1	1
407	в синтаксисе	1	1
408	предполагает не	2	1
409	времени не	1	1
410	сами по	1	1
411	не его	1	1
412	и эти	1	1
413	событие мы	1	1
414	что этот	1	1
415	себя к	1	1
416	даже в	2	1
417	нас самих	1	1
418	ничего нового	1	1
419	что с	2	1
420	виду что	1	1
421	и произведение	1	1
422	может служить	1	1
423	взаимодействиях с	1	1
424	всех языках	1	1
425	которого он	1	1
426	но только	1	1
427	для всего	1	1
428	например не	1	1
429	ничего не	9	1
