N	3gram	Bakhtin_Pr_5	Hudozhes
1	о том что	1	9
2	по отношению к	6	8
3	в то же	10	8
4	то же время	10	8
5	в том что	2	6
6	к тому что	1	4
7	можно было бы	2	4
8	в самом деле	1	4
9	как и в	1	3
10	но в то	4	3
11	в этом отношении	1	3
12	друг для друга	1	3
13	и в самом	3	3
14	с точки зрения	2	3
15	тем не менее	1	3
16	о том как	1	2
17	к себе самому	13	2
18	что он не	1	2
19	в значительной степени	1	2
20	в такой же	2	2
21	что же касается	1	2
22	до сих пор	1	2
23	не может быть	3	2
24	не только для	1	1
25	не чем иным	1	1
26	в центре художественного	1	1
27	себе самому и	5	1
28	с самого начала	8	1
29	в сущности в	2	1
30	не укладывается в	1	1
31	а не о	1	1
32	так и в	2	1
33	для него в	1	1
34	самом деле не	1	1
35	друг с другом	4	1
36	к одному из	1	1
37	это в высшей	1	1
38	а они все	1	1
39	это еще не	1	1
40	и к другому	3	1
41	мы уже говорили	5	1
42	задает себе сам	1	1
43	и в то	2	1
44	и в этом	2	1
45	не только не	1	1
46	но и для	1	1
47	того что он	2	1
48	для себя и	1	1
49	заключает в себе	1	1
50	во всяком случае	4	1
51	и тех же	1	1
52	в этом смысле	3	1
53	диалог в сущности	1	1
54	же время не	3	1
55	между этими двумя	1	1
56	и та же	2	1
57	перед его глазами	2	1
58	как впрочем и	1	1
59	на самом деле	9	1
60	сих пор еще	1	1
61	но в этом	1	1
62	в отличие от	2	1
63	чем иным как	1	1
64	в этот момент	1	1
65	с оглядкой и	1	1
66	с другим и	3	1
67	в чем не	1	1
68	никогда не бывает	1	1
69	как нам кажется	1	1
70	как будто бы	1	1
71	не о нем	1	1
72	но именно поэтому	1	1
73	одна и та	2	1
74	которая может быть	1	1
75	то же самое	1	1
76	но все же	2	1
77	и по отношению	1	1
78	в конце концов	3	1
79	прежде всего в	1	1
80	в данном случае	1	1
81	в свое время	1	1
82	что в центре	1	1
83	в другом и	1	1
84	как бы в	1	1
85	и себе самому	1	1
86	в высшей степени	3	1
87	которой он сам	1	1
88	о нем но	1	1
89	друг от друга	1	1
90	ни в чем	1	1
91	как и все	2	1
92	и лицо у	1	1
93	том что он	1	1
94	каждый из них	1	1
95	в нем не	1	1
96	то что я	2	1
97	к тому чтобы	2	1
98	одних и тех	1	1
99	самому и к	4	1
100	в свою очередь	1	1
101	за то что	1	1
102	в том и	1	1
103	и из нее	1	1
104	себя за голову	1	1
105	отношению к другому	1	1
106	от него на	1	1
107	и как будто	1	1
108	а между тем	3	1
