N	3gram	Voloshinov_1	FransuaR
1	то же время	1	8
2	в то же	1	8
3	более или менее	1	3
4	нужно отметить что	1	3
5	для того чтобы	1	3
6	с другой стороны	2	3
7	с самого начала	2	3
8	подобно тому как	1	3
9	один и тот	1	2
10	с точки зрения	5	2
11	в узком смысле	1	2
12	с одной стороны	2	2
13	но там где	1	2
14	в разных местах	1	2
15	это конечно не	1	2
16	и тот же	1	2
17	нужно сказать что	1	2
18	но это конечно	1	1
19	и некоторых других	1	1
20	само собой разумеется	1	1
21	и при анализе	2	1
22	и к тому	1	1
23	те же самые	1	1
24	то же самое	1	1
25	и т.п и	3	1
26	и не может	1	1
27	нет и не	1	1
28	к сожалению мы	1	1
29	в этом отношении	1	1
30	и их функций	1	1
31	так как все	1	1
32	одно и то	3	1
33	в данном случае	2	1
34	но в то	1	1
35	тесно связана с	1	1
36	и то же	2	1
37	а также и	1	1
38	может быть и	1	1
39	в отличие от	1	1
40	и как бы	1	1
41	в связи с	1	1
42	в виду что	1	1
43	то же слово	2	1
44	не может быть	4	1
45	узком смысле слова	1	1
46	это единая и	1	1
47	в конечном счете	1	1
48	включает в себя	1	1
49	тех или иных	1	1
50	теперь мы можем	1	1
51	на самом деле	1	1
52	в том что	2	1
