N	2gram	Trubetskoy_1	Myshleni
1	в том	11	42
2	том что	7	35
3	с помощью	1	31
4	в процессе	2	27
5	таким образом	22	25
6	в этом	15	24
7	точки зрения	13	24
8	в качестве	3	21
9	и в	26	20
10	что в	9	19
11	заключается в	1	18
12	то же	4	16
13	не только	10	15
14	то что	7	15
15	что они	1	14
16	в их	1	12
17	при этом	3	12
18	может быть	10	12
19	с другой	8	12
20	потому что	7	12
21	с точки	6	11
22	в его	5	11
23	так же	5	11
24	этого слова	1	11
25	мы должны	6	11
26	в себе	6	10
27	в отношении	6	10
28	того что	3	10
29	мы видим	1	10
30	только в	4	10
31	так как	9	10
32	того же	6	9
33	и другие	3	9
34	могли бы	1	9
35	и как	3	9
36	как и	1	9
37	понятия и	1	9
38	между тем	2	9
39	что и	6	9
40	тот же	2	9
41	с одной	7	9
42	одной стороны	7	9
43	те и	2	9
44	другой стороны	1	9
45	но и	9	9
46	было бы	1	8
47	тогда когда	2	8
48	и что	4	8
49	вместе с	15	8
50	и не	8	8
51	в результате	3	8
52	самом деле	1	7
53	один и	1	7
54	и тот	1	7
55	в своей	1	7
56	и более	1	7
57	они являются	1	7
58	с другом	5	7
59	могут быть	1	7
60	же самое	2	7
61	того чтобы	5	7
62	тем что	1	7
63	этом отношении	2	7
64	а не	5	7
65	что мы	2	7
66	смысле этого	1	7
67	как бы	12	7
68	друг с	5	7
69	же как	3	6
70	в самом	4	6
71	той же	1	6
72	и на	2	6
73	тому же	5	6
74	те же	2	6
75	с тем	18	6
76	мы видели	2	6
77	одного и	1	6
78	к одному	1	6
79	на каждом	1	6
80	по своей	2	6
81	к тому	6	6
82	в силу	5	6
83	его в	1	6
84	что он	4	6
85	каждом шагу	1	6
86	уже в	2	6
87	не может	4	6
88	сказать что	2	6
89	речь идет	1	5
90	мы уже	1	5
91	между собой	1	5
92	друг на	2	5
93	как в	1	5
94	с этим	1	5
95	все же	6	5
96	целый ряд	4	5
97	и к	5	5
98	все эти	6	5
99	на то	2	5
100	это не	1	5
101	на друга	2	5
102	и того	1	5
103	в уме	1	5
104	только не	2	5
105	и его	1	5
106	не является	1	5
107	никогда не	5	5
108	так и	6	5
109	если бы	3	5
110	о том	6	5
111	обе эти	1	5
112	мы можем	2	5
113	для того	5	5
114	выступает в	2	5
115	что такое	1	5
116	тем же	1	4
117	в сущности	1	4
118	в своем	3	4
119	его к	1	4
120	в нашем	1	4
121	и те	3	4
122	состоит в	2	4
123	и с	10	4
124	первую очередь	1	4
125	этим именем	1	4
126	с этой	3	4
127	в первую	1	4
128	и при	3	4
129	по сравнению	2	4
130	которые в	2	4
131	не в	2	4
132	что с	1	4
133	что оно	4	4
134	роль в	1	4
135	по мере	1	4
136	и только	4	4
137	с нашей	1	4
138	только что	2	4
139	в сознании	1	4
140	из них	7	4
141	это предположение	1	4
142	друг друга	1	4
143	во всей	1	4
144	в области	9	4
145	по своему	2	4
146	в смысле	4	4
147	и для	5	4
148	к этому	3	4
149	во всяком	6	4
150	этой точки	2	4
151	как известно	1	3
152	идет о	1	3
153	в виду	2	3
154	первого взгляда	1	3
155	в чем	1	3
156	когда он	3	3
157	неизмеримо более	1	3
158	но в	7	3
159	в которой	3	3
160	представляет собой	3	3
161	в этой	4	3
162	на его	1	3
163	на этом	1	3
164	что все	4	3
165	различие между	1	3
166	со всеми	2	3
167	на все	2	3
168	и других	1	3
169	ни в	1	3
170	чем в	1	3
171	в этих	4	3
172	не менее	3	3
173	и является	2	3
174	связи с	9	3
175	не могут	2	3
176	и другой	2	3
177	ничего общего	2	3
178	с первого	1	3
179	приводит к	2	3
180	должно быть	1	3
181	и во	1	3
182	своему значению	1	3
183	один из	2	3
184	одной из	5	3
185	но не	8	3
186	всяком случае	6	3
187	между отдельными	1	3
188	себя в	1	3
189	так что	3	3
190	не означает	1	3
191	от тех	1	3
192	на этот	4	3
193	именно в	2	3
194	к которому	2	3
195	в связи	3	3
196	сравнению с	2	3
197	одновременно с	1	3
198	по существу	2	3
199	выше что	1	3
200	и от	4	3
201	к одной	2	3
202	бы в	1	3
203	совершенно не	1	3
204	по одному	1	3
205	в виде	4	3
206	точно так	3	3
207	одним из	2	2
208	связана с	2	2
209	что эти	3	2
210	мы имеем	2	2
211	что уже	1	2
212	нам в	1	2
213	место в	1	2
214	между этими	2	2
215	мы и	1	2
216	к общему	1	2
217	в ней	1	2
218	видели что	1	2
219	с психологической	1	2
220	отличие от	1	2
221	более и	1	2
222	из этих	10	2
223	не есть	1	2
224	пути с	1	2
225	в нем	4	2
226	именно то	1	2
227	но вместе	2	2
228	из него	2	2
229	факт что	1	2
230	входит в	1	2
231	в ином	1	2
232	к которым	2	2
233	далеко не	4	2
234	в слове	1	2
235	оно имеет	1	2
236	такой же	1	2
237	и тогда	4	2
238	таким же	1	2
239	в отличие	1	2
240	собой и	1	2
241	их в	1	2
242	том же	1	2
243	в той	1	2
244	этой области	1	2
245	этих трех	1	2
