N	2gram	Bakhtin_Pr_2	Formalny
1	и в	45	38
2	в этом	20	27
3	может быть	18	23
4	и его	8	21
5	и пр	2	21
6	таким образом	11	20
7	и не	42	20
8	в самом	13	16
9	не в	8	15
10	прежде всего	11	15
11	не может	24	14
12	в нем	20	13
13	связи с	1	13
14	но и	15	13
15	в пределах	4	12
16	с его	8	11
17	в том	8	11
18	вовсе не	7	11
19	с другими	7	10
20	в его	22	10
21	с помощью	1	10
22	не только	16	9
23	при этом	2	9
24	и с	7	9
25	как и	14	9
26	на почве	4	9
27	в процессе	2	9
28	самом деле	4	8
29	все же	4	8
30	точки зрения	19	8
31	так и	3	8
32	что и	5	8
33	тем что	2	8
34	в первом	1	7
35	как мы	8	7
36	лишь в	2	7
37	по себе	8	7
38	для него	9	7
39	в своей	6	7
40	с точки	9	7
41	уже не	6	7
42	этом отношении	2	7
43	в других	1	7
44	не могут	1	7
45	по существу	1	7
46	слова и	1	7
47	что в	6	7
48	художественного произведения	1	6
49	и ее	7	6
50	в ней	7	6
51	в истории	2	6
52	все эти	4	6
53	в этой	1	6
54	то же	5	6
55	было бы	4	6
56	он не	9	6
57	в их	4	6
58	могут быть	4	6
59	для понимания	2	6
60	все время	3	6
61	только в	9	6
62	то что	5	6
63	не было	2	6
64	вместе с	1	6
65	а не	10	6
66	как раз	6	6
67	в результате	3	6
68	хотя бы	5	6
69	а в	3	6
70	это и	1	5
71	должна быть	3	5
72	говорить о	1	5
73	всего этого	3	5
74	во всех	4	5
75	в слове	1	5
76	в то	5	5
77	в основе	2	5
78	же время	3	5
79	если бы	2	5
80	и должно	1	5
81	говорит он	1	5
82	и только	1	5
83	говорит в	1	5
84	что он	7	5
85	и речи	1	5
86	именно в	3	5
87	с этим	1	5
88	что же	4	5
89	более того	5	5
90	и для	2	5
91	бы в	5	5
92	еще более	1	5
93	во всяком	1	5
94	все остальное	1	4
95	здесь и	2	4
96	высшей степени	1	4
97	в сущности	7	4
98	литературы и	1	4
99	что оно	1	4
100	в сторону	2	4
101	что они	3	4
102	независимо от	1	4
103	как в	4	4
104	и наконец	1	4
105	и к	2	4
106	в статье	1	4
107	не как	6	4
108	от нее	1	4
109	входит в	9	4
110	в высшей	1	4
111	мы видели	3	4
112	о языке	1	4
113	раз и	1	4
114	ничего не	3	4
115	к тому	1	4
116	здесь не	2	4
117	в дальнейшем	2	4
118	но в	6	4
119	и теперь	1	4
120	в большинстве	2	4
121	что не	5	4
122	за счет	2	4
123	из них	9	4
124	так как	5	4
125	не о	2	4
126	даже и	2	4
127	лишь для	1	4
128	в особенности	2	4
129	именно как	1	4
130	и даже	3	4
131	в некоторых	2	4
132	другой стороны	1	4
133	там где	6	4
134	как бы	15	4
135	дело идет	6	4
136	лишь как	1	4
137	совершенно не	1	4
138	к этому	4	4
139	они не	2	4
140	например в	2	3
141	же как	4	3
142	и сюжет	1	3
143	и до	4	3
144	в зависимости	3	3
145	а как	4	3
146	мы не	1	3
147	зависимости от	3	3
148	и на	7	3
149	в сюжете	1	3
150	не входит	2	3
151	чем же	2	3
152	материалом для	1	3
153	как к	2	3
154	хотя и	2	3
155	и как	2	3
156	от этого	1	3
157	в целом	5	3
158	из этих	1	3
159	но ведь	3	3
160	только на	1	3
161	так сказать	7	3
162	время и	1	3
163	но именно	1	3
164	всех этих	1	3
165	его в	3	3
166	это было	2	3
167	в художественную	1	3
168	для них	3	3
169	он и	4	3
170	как таковой	1	3
171	к предмету	1	3
172	место в	1	3
173	произведения и	1	3
174	только и	1	3
175	а лишь	3	3
176	не является	3	3
177	в области	2	3
178	но все	4	3
179	его с	2	3
180	не есть	2	3
181	можно и	1	3
182	своего развития	2	3
183	того чтобы	1	3
184	так в	1	3
185	и здесь	2	3
186	одного из	1	3
187	к действительности	2	3
188	к нему	11	3
189	как ее	2	3
190	того что	3	3
191	в какой	1	3
192	большинстве случаев	2	3
193	менее всего	1	3
194	и их	6	3
195	слова в	4	3
196	каждый из	1	3
197	для того	1	3
198	с другой	1	3
199	а о	3	3
200	и прежде	2	3
201	и др	4	3
202	без всякой	1	3
203	о возможности	1	3
204	том смысле	1	3
205	все это	5	3
206	сюжета и	1	3
207	на самом	1	3
208	или в	2	3
209	и все	1	3
210	была бы	3	3
211	всей полноты	1	3
212	жизни и	15	3
213	вряд ли	1	2
214	относится и	2	2
215	дело обстоит	1	2
216	идет о	2	2
217	его не	1	2
218	не осуществляется	1	2
219	не была	1	2
220	функции в	1	2
221	совпадает с	1	2
222	они были	1	2
223	как таковая	1	2
224	но не	6	2
225	но как	2	2
226	а только	2	2
227	отношение к	8	2
228	он пишет	1	2
229	отличие от	1	2
230	ни одна	1	2
231	в одной	5	2
232	в художественном	3	2
233	все остальные	1	2
234	перед нами	4	2
235	кроме того	1	2
236	то в	1	2
237	та же	1	2
238	в которой	2	2
239	уже в	4	2
240	он в	1	2
241	может лежать	1	2
242	очень существенное	1	2
243	ее как	1	2
244	же это	1	2
245	слову как	1	2
246	и более	2	2
247	в плане	1	2
248	и по	2	2
249	на этом	1	2
250	особенности в	1	2
251	как особый	2	2
252	ни в	2	2
253	от него	3	2
254	нигде не	6	2
255	и религиозных	1	2
256	в развитии	2	2
257	должно быть	4	2
258	лучше всего	1	2
259	том что	7	2
260	в этих	4	2
261	не так	2	2
262	установка на	1	2
263	представление о	2	2
264	в отличие	1	2
265	от его	2	2
266	их в	7	2
267	не могли	1	2
268	произведения в	1	2
269	для этого	3	2
270	даже в	6	2
271	тому что	1	2
272	она не	5	2
273	тем самым	2	2
274	что эта	2	2
275	и функции	1	2
276	самого начала	1	2
277	не имеет	3	2
278	ее с	3	2
279	не по	3	2
280	находится в	2	2
281	никогда не	17	2
282	на котором	1	2
283	слово и	2	2
284	правда в	2	2
285	как она	1	2
286	наоборот он	1	2
287	точке зрения	3	2
288	смысловое значение	1	2
289	есть только	4	2
290	чтобы сделать	1	2
291	всего в	1	2
292	самом предмете	1	2
293	что на	1	2
294	функция в	1	2
295	если же	1	2
296	и о	2	2
297	на нем	1	2
298	в ее	3	2
299	и от	3	2
