N	2gram	Potebnia_M_1	Dialekti
1	не есть	10	54
2	и не	18	27
3	а не	21	26
4	точки зрения	8	25
5	и т	6	24
6	и в	39	24
7	значит что	1	24
8	это значит	1	24
9	есть нечто	4	23
10	не только	21	23
11	т д	4	23
12	что такое	1	21
13	по себе	10	20
14	не может	22	19
15	ничего не	1	17
16	и есть	2	16
17	и что	10	15
18	что все	3	14
19	с точки	3	14
20	то что	10	14
21	в таком	5	14
22	таким образом	13	13
23	что он	1	13
24	вовсе не	5	13
25	может быть	27	13
26	и даже	4	13
27	что это	3	12
28	есть только	11	12
29	того что	8	12
30	но тогда	2	11
31	не менее	6	11
32	не имеет	5	11
33	что же	2	11
34	таком случае	2	10
35	в сущности	2	10
36	тем не	6	10
37	только не	2	10
38	она есть	1	10
39	не существует	2	10
40	есть не	2	9
41	то это	5	9
42	что она	1	9
43	ни в	1	9
44	стало быть	2	9
45	но и	20	9
46	нет ничего	2	9
47	в этом	15	8
48	и как	6	8
49	так что	16	8
50	в виде	1	8
51	прежде всего	4	8
52	что мы	4	8
53	том что	16	8
54	если же	5	8
55	в самом	3	7
56	как и	9	7
57	нет никакого	1	7
58	никогда не	4	7
59	потому что	52	7
60	что оно	2	7
61	в виду	2	7
62	только на	3	7
63	но что	1	7
64	даже и	2	7
65	ничем не	1	7
66	и нет	1	7
67	что в	22	7
68	самом деле	1	6
69	должна быть	3	6
70	д и	1	6
71	что иное	2	6
72	иное как	2	6
73	мифа и	1	6
74	то же	6	6
75	и с	3	6
76	возможно только	5	6
77	превращается в	1	6
78	оно не	3	6
79	если бы	14	6
80	что и	6	6
81	и только	2	6
82	отлично от	1	6
83	о том	2	6
84	история и	2	6
85	так как	21	6
86	не на	1	6
87	и все	3	6
88	все это	1	6
89	но если	2	6
90	не что	2	6
91	сам по	1	5
92	вопрос о	4	5
93	что его	1	5
94	хотя и	3	5
95	от чего	1	5
96	сущности и	1	5
97	само по	4	5
98	он не	3	5
99	по крайней	2	5
100	одно и	1	5
101	так и	13	5
102	было бы	12	5
103	в них	3	5
104	мы не	10	5
105	в том	26	5
106	есть всегда	1	5
107	в то	4	5
108	тогда когда	9	5
109	и притом	4	5
110	и его	5	5
111	только в	25	5
112	уже не	2	5
113	одно из	3	5
114	крайней мере	2	5
115	как же	1	5
116	что не	10	5
117	что для	3	5
118	есть явление	2	5
119	с этой	2	5
120	но это	5	5
121	жизни и	2	5
122	как на	3	5
123	и то	3	4
124	чего не	1	4
125	явления и	1	4
126	в возможности	1	4
127	в чем	1	4
128	механизм и	1	4
129	сама по	3	4
130	во что	1	4
131	в истории	7	4
132	субъекта и	4	4
133	подобно тому	3	4
134	собственно говоря	1	4
135	это не	7	4
136	истории и	1	4
137	тому что	3	4
138	делится на	1	4
139	что есть	1	4
140	но только	1	4
141	от того	4	4
142	не могут	4	4
143	а что	1	4
144	и это	3	4
145	то время	1	4
146	без знания	1	4
147	о нем	1	4
148	к тому	4	4
149	с другой	7	4
150	тело и	1	4
151	для него	4	4
152	что дух	2	4
153	это будет	2	4
154	у нас	2	4
155	так же	5	4
156	ни от	1	4
157	тому как	4	4
158	значить что	1	4
159	говорить что	1	4
160	при всем	1	4
161	сознания и	1	4
162	хотя бы	2	4
163	только что	2	4
164	сказать что	3	4
165	была бы	2	3
166	той же	3	3
167	зависимости от	1	3
168	и на	1	3
169	за пределы	2	3
170	в одной	1	3
171	что именно	2	3
172	с этим	7	3
173	и объекта	4	3
174	в своем	3	3
175	только тогда	5	3
176	все же	6	3
177	перед нами	1	3
178	все эти	1	3
179	но его	1	3
180	тем более	2	3
181	на то	2	3
182	в нем	20	3
183	он должен	2	3
184	не будет	2	3
185	сознание и	1	3
186	не логика	1	3
187	того или	1	3
188	он есть	2	3
189	на свои	2	3
190	должно быть	7	3
191	и без	3	3
192	не в	15	3
193	есть еще	1	3
194	тем самым	4	3
195	она не	3	3
196	на себя	1	3
197	же время	4	3
198	ровно ничего	1	3
199	во всем	4	3
200	уже и	1	3
201	должны быть	7	3
202	можно и	1	3
203	и о	2	3
204	быть может	1	3
205	движения и	1	3
206	утверждает что	2	3
207	это было	1	3
208	к нему	1	3
209	или же	3	3
210	и ее	1	3
211	вопрос об	3	3
212	с одной	3	3
213	есть в	2	3
214	то и	7	3
215	при помощи	2	3
216	из них	1	3
217	мир в	1	3
218	сами по	1	3
219	друг друга	5	3
220	случае не	1	3
221	не говорит	1	3
222	тем что	9	3
223	для того	3	3
224	именно как	1	3
225	в каком	6	3
226	не было	4	3
227	его как	1	3
228	одной стороны	3	3
229	как бы	6	3
230	сравнении с	2	3
231	на другое	1	3
232	если не	2	3
233	и от	3	3
234	при его	1	3
235	в сравнении	3	3
236	только о	1	3
237	все что	2	3
238	в слове	8	3
239	например в	1	2
240	же как	1	2
241	а из	1	2
242	только потому	3	2
243	от самого	1	2
244	в чисто	1	2
245	в первом	5	2
246	не имеют	5	2
247	в зависимости	1	2
248	уже по	1	2
249	его не	1	2
250	что если	3	2
251	в разные	2	2
252	из того	2	2
253	ли о	1	2
254	сущности своей	1	2
255	что можно	3	2
256	духа с	1	2
257	в ней	7	2
258	еще не	6	2
259	на них	1	2
260	всего этого	1	2
261	бы то	2	2
262	с его	1	2
263	живых существ	2	2
264	основано на	1	2
265	но не	8	2
266	не видно	5	2
267	его на	2	2
268	что история	1	2
269	в мысли	8	2
270	сознания в	2	2
271	и понимания	9	2
272	но в	9	2
273	то в	5	2
274	из этих	4	2
275	думать что	3	2
276	ничего и	1	2
277	бы только	2	2
278	в себе	13	2
279	но на	2	2
280	и если	2	2
281	при этом	6	2
282	перестает быть	1	2
283	в понятии	2	2
284	что у	1	2
285	может существовать	1	2
286	и по	6	2
287	на этом	1	2
288	но совершенно	2	2
289	только одно	1	2
290	из нее	1	2
291	все равно	1	2
292	показывает что	3	2
293	на основании	2	2
294	во внимание	3	2
295	и уже	1	2
296	несмотря на	5	2
297	понятия и	3	2
298	от своего	1	2
299	всяком случае	1	2
300	в их	2	2
