N	3gram	Bakhtin_Pr_3	Literetu
1	в том что	3	11
2	так или иначе	1	8
3	состоит в том	1	5
4	в отличие от	1	5
5	то же время	5	5
6	в то же	5	5
7	в связи с	1	4
8	прежде всего в	1	3
9	и прежде всего	5	3
10	по отношению к	1	2
11	с точки зрения	2	2
12	в этом отношении	1	2
13	и то что	1	2
14	но при этом	1	2
15	во всяком случае	1	2
16	о том что	2	2
17	и тем самым	1	2
18	тем не менее	2	2
19	то что я	1	1
20	к себе самому	6	1
21	а не в	1	1
22	знает что он	1	1
23	как и во	1	1
24	а затем в	1	1
25	в соответствии с	2	1
26	потому что я	1	1
27	в одной из	1	1
28	в зависимости от	2	1
29	по отношению ко	1	1
30	для этой цели	1	1
31	можно было бы	1	1
32	все той же	1	1
33	по крайней мере	1	1
34	не подлежит сомнению	1	1
35	жизни и в	1	1
36	но в то	1	1
37	в xix веке	1	1
38	прежде всего наше	1	1
39	в себя и	1	1
40	а также и	3	1
41	в сущности только	2	1
42	все более и	1	1
43	а потому и	1	1
44	но только в	1	1
45	в этом и	1	1
46	с другой стороны	1	1
47	не может быть	1	1
48	и не о	1	1
49	каждого из них	1	1
50	себе самому и	1	1
51	до сих пор	5	1
52	с самого начала	3	1
53	более и более	1	1
54	стихах и прозе	1	1
55	со всем и	1	1
56	в большинстве случаев	4	1
57	в том числе	11	1
58	тех или иных	1	1
59	мы имеем дело	1	1
60	в стихах и	1	1
61	здесь как и	1	1
62	и тем более	1	1
