N	3gram	Tiupa_Lite_1	Problema
1	тем не менее	2	18
2	в данном случае	4	8
3	на то что	1	8
4	как раз и	1	7
5	ничего общего с	1	7
6	о том что	2	5
7	в том что	11	5
8	на самом деле	1	4
9	только то что	1	4
10	в связи с	4	4
11	в то же	5	4
12	иметь в виду	1	3
13	мы никогда не	1	3
14	дело в том	2	3
15	с точки зрения	2	3
16	до сих пор	1	3
17	во всяком случае	2	3
18	и тем самым	2	3
19	с другой стороны	1	3
20	по этому поводу	1	3
21	и того же	1	2
22	не говоря уже	2	2
23	в самом деле	1	2
24	так или иначе	8	2
25	по крайней мере	1	2
26	и то что	2	2
27	а не только	1	2
28	однако и здесь	1	2
29	тех или иных	1	2
30	а также и	1	2
31	и в этом	1	2
32	тем что в	1	2
33	не может быть	1	2
34	имел в виду	1	2
35	одного и того	1	2
36	можно было бы	1	2
37	только потому что	1	2
38	подобно тому как	2	2
39	на том что	1	2
40	а иной раз	1	1
41	говоря уже об	1	1
42	не выходит за	1	1
43	мы имеем дело	1	1
44	одним и тем	1	1
45	в этом последнем	1	1
46	в том же	3	1
47	в россии как	1	1
48	никогда не можем	1	1
49	тот или иной	1	1
50	говоря уже о	1	1
51	для этой цели	1	1
52	в этом отношении	2	1
53	перед нами не	1	1
54	не есть ли	1	1
55	во всех подобных	1	1
56	то в чем	1	1
57	в это время	1	1
58	в жизни человека	1	1
59	раз и является	1	1
60	и тем же	1	1
61	но в то	1	1
62	не только в	4	1
63	на первый взгляд	1	1
64	так как будто	1	1
65	несет в себе	2	1
66	бы то ни	1	1
67	а не в	1	1
68	но по своей	1	1
69	нельзя сказать что	1	1
70	может быть это	3	1
71	уже не просто	1	1
72	и говорил что	1	1
73	отношения между людьми	1	1
74	и тем более	1	1
75	может и не	1	1
76	но в силу	1	1
77	в душе своей	2	1
78	и в литературе	1	1
79	иной раз и	1	1
80	не только от	1	1
81	к тому же	1	1
