N	2gram	Bakhtin_sl_1	Myshleni
1	внутренней речи	3	67
2	речи и	1	30
3	в этом	12	29
4	точки зрения	16	28
5	речи в	4	27
6	и в	41	26
7	не только	16	24
8	таким образом	9	23
9	с точки	8	21
10	и речи	2	19
11	того чтобы	1	19
12	для того	2	18
13	в том	3	18
14	и не	16	18
15	том что	2	17
16	потому что	2	16
17	как и	4	15
18	внутренняя речь	1	15
19	к слову	1	14
20	как мы	8	14
21	того что	3	14
22	так как	3	14
23	так же	2	14
24	этом случае	2	14
25	с помощью	1	13
26	и его	14	12
27	внутреннюю речь	1	12
28	вместе с	1	12
29	в которой	4	11
30	речи но	2	11
31	в слове	7	11
32	только не	1	11
33	но и	16	11
34	не может	14	11
35	словом и	3	10
36	что они	2	10
37	слова и	13	10
38	по своей	1	10
39	в сущности	13	9
40	в самом	5	9
41	в себе	3	9
42	тому что	2	9
43	мышления и	1	9
44	что мы	1	9
45	мышлении и	1	9
46	по своему	2	9
47	же как	2	8
48	то же	14	8
49	той же	2	8
50	между словом	2	8
51	что она	1	8
52	только в	6	8
53	свое выражение	2	8
54	сказать что	2	8
55	и то	2	7
56	мы не	2	7
57	и к	5	7
58	с самого	1	7
59	самого начала	1	7
60	к тому	3	7
61	может быть	14	7
62	прежде всего	8	7
63	в меру	1	7
64	во всех	17	6
65	все же	7	6
66	и слова	1	6
67	все эти	9	6
68	выражение в	3	6
69	было бы	3	6
70	и тем	2	6
71	в ее	2	6
72	в сознании	2	6
73	возникает из	2	6
74	между собой	2	6
75	и что	1	6
76	заключается в	1	6
77	в какой	1	6
78	именно в	3	6
79	а не	15	6
80	как бы	12	6
81	в смысле	4	6
82	речи как	1	6
83	как на	1	6
84	все что	1	6
85	из всех	1	5
86	оба эти	1	5
87	в целом	2	5
88	могли бы	1	5
89	и с	4	5
90	слова к	1	5
91	у нее	1	5
92	она не	3	5
93	в процессе	4	5
94	слова как	6	5
95	в направлении	1	5
96	данном случае	3	5
97	является в	1	5
98	если бы	1	5
99	в виду	1	5
100	можно сказать	2	5
101	и следовательно	7	5
102	с одной	4	5
103	в качестве	3	5
104	если мы	2	5
105	в начале	1	5
106	и их	1	5
107	слова в	8	5
108	речь и	3	5
109	одной стороны	4	5
110	до конца	12	5
111	в данном	3	5
112	с этой	3	5
113	и для	4	5
114	бы в	1	5
115	еще не	4	4
116	с другой	5	4
117	смысловой и	1	4
118	как в	8	4
119	стороны и	1	4
120	целый ряд	1	4
121	но в	8	4
122	нами в	2	4
123	на то	1	4
124	и во	3	4
125	чем в	1	4
126	в котором	2	4
127	не в	7	4
128	в той	10	4
129	не менее	1	4
130	никогда не	3	4
131	связи с	2	4
132	не могут	3	4
133	не есть	2	4
134	приводит к	1	4
135	речи то	1	4
136	о том	3	4
137	в его	13	4
138	и только	1	4
139	одной из	3	4
140	так что	2	4
141	то и	1	4
142	друг друга	3	4
143	о чем	1	4
144	речь в	2	4
145	и от	4	4
146	и наконец	4	4
147	этой точки	1	4
148	связана с	2	3
149	на самом	2	3
150	в первом	3	3
151	к другому	1	3
152	в мыслях	1	3
153	мы уже	2	3
154	есть не	1	3
155	и столь	1	3
156	в ней	4	3
157	для лингвистики	1	3
158	но не	2	3
159	нет и	1	3
160	в этой	1	3
161	в одной	1	3
162	как к	2	3
163	в этот	1	3
164	из этих	3	3
165	он не	3	3
166	чем у	1	3
167	и по	2	3
168	одно и	2	3
169	так и	11	3
170	с другими	5	3
171	мы видели	1	3
172	для него	3	3
173	в своей	7	3
174	в основном	3	3
175	друг другу	2	3
176	тем не	1	3
177	том и	2	3
178	случае в	1	3
179	на котором	1	3
180	в основе	5	3
181	к изучению	1	3
182	но только	1	3
183	только и	1	3
184	в самой	1	3
185	в другую	1	3
186	во всем	1	3
187	этом отношении	1	3
188	только по	1	3
189	отличается от	1	3
190	его с	1	3
191	для этого	1	3
192	с ним	7	3
193	исследования и	1	3
194	во втором	1	3
195	нуждается в	1	3
196	что и	1	3
197	это не	6	3
198	к нему	5	3
199	мы видим	2	3
200	есть в	1	3
201	только на	2	3
202	слова может	1	3
203	менее всего	1	3
204	самого слова	1	3
205	речи является	1	3
206	как раз	2	3
207	момент в	1	3
208	до сих	2	3
209	эти особенности	1	3
210	исторического развития	2	3
211	и потому	4	3
212	мы остановимся	1	3
213	этого слова	1	3
214	и о	2	3
215	сих пор	2	3
216	но это	1	3
217	все это	5	3
218	и слово	2	3
219	не является	2	3
220	слова но	1	3
221	находит свое	1	3
222	между ними	2	3
223	первом случае	2	3
224	в то	14	3
225	как известно	1	2
226	ту же	4	2
227	ко всем	1	2
228	одним из	4	2
229	также и	3	2
230	выражения в	1	2
231	и есть	1	2
232	то в	2	2
233	речи на	1	2
234	и до	1	2
235	почти всегда	3	2
236	выражается в	1	2
237	от всякой	3	2
238	и ничего	1	2
239	неизбежно приводит	1	2
240	приводят к	1	2
241	время как	2	2
242	это отношение	2	2
243	мы и	2	2
244	речь эта	1	2
245	и он	1	2
246	слово не	2	2
247	столь же	2	2
248	время в	1	2
249	отношение к	7	2
250	отличие от	1	2
251	друга и	1	2
252	с этим	3	2
253	перед нами	4	2
254	что по	1	2
255	его к	1	2
256	речи из	1	2
257	слова он	1	2
258	в действительности	1	2
259	в известном	2	2
260	не могла	2	2
261	на его	8	2
262	в нем	30	2
263	в определенном	1	2
264	одной и	1	2
265	речи эти	2	2
266	а затем	1	2
267	значение в	1	2
268	поэзии и	4	2
269	особенности в	1	2
270	лишь в	4	2
271	его в	3	2
272	письменная речь	1	2
273	действительности в	1	2
274	ни в	1	2
275	о которых	1	2
276	несмотря на	1	2
277	зрения самого	2	2
278	должно быть	2	2
279	в этих	2	2
280	что между	1	2
281	но если	1	2
282	привело к	1	2
283	осознания и	1	2
284	могут не	2	2
285	в их	4	2
286	мы говорили	1	2
287	в отличие	1	2
288	в которых	1	2
289	и той	2	2
290	точку зрения	3	2
291	поэтому мы	1	2
292	которые в	3	2
293	но он	2	2
294	том же	4	2
295	даже в	2	2
296	этой работы	1	2
297	в отношении	6	2
298	того и	1	2
299	как два	1	2
300	ничего не	4	2
301	нее нет	1	2
302	как такового	3	2
303	слова оно	1	2
304	с другом	2	2
305	у нас	2	2
306	и свой	1	2
307	исходить из	1	2
308	форм и	3	2
309	есть только	1	2
310	всего в	1	2
311	с ее	4	2
312	что все	2	2
313	это единство	1	2
314	свою очередь	2	2
315	направлении к	1	2
316	этой особенности	1	2
317	то время	2	2
318	можно было	2	2
319	вещи и	1	2
320	здесь как	1	2
321	и которые	1	2
322	образом в	3	2
323	находится в	1	2
324	и здесь	3	2
325	одновременно и	2	2
326	одного из	2	2
327	нас в	2	2
328	входит в	4	2
329	наконец в	2	2
330	слов и	2	2
331	в лучшем	2	2
332	известном смысле	2	2
333	один из	4	2
334	своего выражения	1	2
335	и движение	1	2
336	и ее	3	2
337	со всеми	1	2
338	с которыми	2	2
339	где они	2	2
340	в большинстве	10	2
341	и других	3	2
342	его и	3	2
343	только одно	1	2
344	вовсе не	7	2
345	себя от	2	2
346	случае не	1	2
347	направлений в	1	2
348	других не	1	2
349	между которыми	1	2
350	главное и	1	2
351	по своим	6	2
352	в свою	3	2
353	с ней	2	2
354	себя и	1	2
355	что не	1	2
356	что для	1	2
357	которых мы	1	2
358	большинстве случаев	6	2
359	в определенных	2	2
360	и она	1	2
361	могут быть	19	2
362	слове но	1	2
363	даже с	1	2
364	друг с	2	2
365	лучшем случае	2	2
366	но с	1	2
367	или в	8	2
368	для нас	2	2
369	а в	6	2
370	о своем	1	2
371	совершенно не	2	2
372	сказать нечто	1	2
373	из этого	3	2
374	но именно	4	2
375	к действительности	1	2
376	как слово	1	2
377	к этому	2	2
378	во всяком	7	2
379	формы и	3	1
380	что отношение	1	1
381	и т	28	1
382	например в	2	1
383	и фактически	1	1
384	которого в	1	1
385	того же	6	1
386	не находя	1	1
387	он может	2	1
388	слово входит	1	1
389	словами и	1	1
390	к своей	2	1
391	бы для	1	1
392	в чисто	2	1
393	оно было	2	1
394	действительности и	1	1
395	с таким	1	1
396	из подчиненных	3	1
397	в зависимости	3	1
398	его деятельность	1	1
399	и связанное	1	1
400	которыми он	1	1
401	целого но	1	1
402	концепцию слова	1	1
403	в несколько	1	1
404	а как	2	1
405	слово во	1	1
406	в словесной	1	1
407	мы имеем	1	1
408	или наоборот	1	1
409	при анализе	1	1
410	что уже	1	1
411	именно к	1	1
412	в каждый	5	1
413	но она	1	1
414	они были	2	1
415	резче чем	1	1
416	внешние признаки	1	1
417	начала в	1	1
418	зависимости от	3	1
419	не был	1	1
420	там и	1	1
421	его так	1	1
422	одним словом	2	1
423	но как	1	1
424	а только	1	1
425	точка зрения	8	1
426	каком направлении	1	1
427	за пределы	4	1
428	которые не	1	1
429	представим себе	1	1
430	там где	4	1
431	данный момент	4	1
432	те стороны	1	1
433	что как	1	1
434	в своем	3	1
435	кроме того	4	1
436	образом с	1	1
437	и свою	1	1
438	от этого	2	1
439	не дано	1	1
440	еще на	1	1
441	та же	1	1
442	этот новый	1	1
443	момент его	3	1
444	же слово	3	1
445	бы не	1	1
446	речью на	1	1
447	и тот	1	1
448	как основной	1	1
449	от необходимости	1	1
450	и те	2	1
451	вследствие этого	1	1
452	все ее	1	1
453	на различных	1	1
454	при этом	6	1
455	время и	2	1
456	в переводе	1	1
457	перестает быть	2	1
458	они в	2	1
459	образом на	1	1
460	всех этих	4	1
461	поэтому его	1	1
462	не как	4	1
463	обособляется в	2	1
464	какой бы	1	1
465	на этом	2	1
466	речь с	1	1
467	по аналогии	1	1
468	от других	2	1
469	в основу	1	1
470	еще более	5	1
471	слова не	1	1
