N	3gram	Potebnia_M_4	Analitik
1	о том что	5	6
2	в том что	7	6
3	в данном случае	2	5
4	по отношению к	8	4
5	с одной стороны	1	4
6	и в этом	4	4
7	в этом случае	5	4
8	мы имеем дело	2	3
9	подобно тому как	2	3
10	в этом отношении	1	3
11	по крайней мере	5	3
12	тем не менее	4	3
13	как и в	1	3
14	нашего времени в	1	2
15	с точки зрения	3	2
16	в таком случае	2	2
17	в то же	3	2
18	и то что	4	2
19	то есть в	2	2
20	тогда как в	1	2
21	с другой стороны	1	2
22	то же время	3	2
23	и в самом	1	2
24	не только не	3	2
25	на то что	4	2
26	до такой степени	5	1
27	не в состоянии	2	1
28	а между тем	4	1
29	что иное как	2	1
30	можно сказать что	4	1
31	сказать что в	1	1
32	одним и тем	1	1
33	внимание на то	3	1
34	я от него	1	1
35	никоим образом не	1	1
36	а тем более	1	1
37	которые могут быть	1	1
38	языка то есть	1	1
39	хотя бы и	2	1
40	сами по себе	2	1
41	но и в	1	1
42	между тем как	2	1
43	на этот вопрос	2	1
44	со всех сторон	1	1
45	то и другое	2	1
46	бы и в	1	1
47	они могут быть	1	1
48	до известной степени	2	1
49	при мысли о	1	1
50	мы видим как	1	1
51	дело не с	1	1
52	и тем же	1	1
53	такой степени что	1	1
54	и тот же	2	1
55	указывает на внутреннюю	1	1
56	как один из	1	1
57	это не так	1	1
58	имеем дело с	1	1
59	в эту минуту	1	1
60	так или иначе	2	1
61	в свою очередь	1	1
62	в связи с	1	1
63	то что все	1	1
64	имеем дело не	1	1
65	носит в себе	1	1
66	но если бы	1	1
67	в свое время	1	1
68	а в том	2	1
69	есть не что	1	1
70	не может быть	5	1
71	же самое что	1	1
72	том смысле что	1	1
73	заключается в том	1	1
74	сказать и о	1	1
75	бы это было	1	1
76	том что одно	1	1
77	из виду что	1	1
78	в нас самих	1	1
79	не что иное	2	1
80	имеет в своем	1	1
81	речь идет о	1	1
82	не менее в	1	1
83	но и не	1	1
84	состоит именно в	1	1
85	во второй половине	1	1
86	в этих случаях	2	1
87	то что она	2	1
88	в том смысле	2	1
89	к тому что	1	1
90	дело не в	1	1
91	зрения в двух	1	1
92	почти то же	1	1
93	точно так же	1	1
94	но в качестве	1	1
95	то же самое	4	1
