N	4gram	Losev_Dial_2	StatiiOP
1	в то время как	3	4
2	в то же время	3	3
3	все более и более	1	2
4	заключается в том что	1	2
5	в том отношении что	1	1
6	время во всяком случае	1	1
7	это не может быть	1	1
8	не в том что	1	1
9	в том смысле что	3	1
10	то время как в	1	1
11	если принять во внимание	2	1
12	в связи с этим	1	1
13	одних и тех же	1	1
14	независимо от того что	1	1
15	не потому что он	1	1
16	тем не менее в	1	1
17	до сих пор мы	1	1
18	в одних и тех	1	1
19	приводит к тому что	1	1
20	не говоря уже о	2	1
21	по крайней мере три	1	1
22	в том что именно	1	1
