N	3gram	Propp_Isto_5	Dialekti
1	и т д	18	15
2	с точки зрения	1	8
3	это значит что	2	8
4	в том что	2	6
5	и не только	1	5
6	в связи с	4	4
7	то же время	1	4
8	о том что	4	4
9	с другой стороны	8	4
10	в том смысле	1	4
11	только тогда когда	1	4
12	в самом деле	1	3
13	в то же	1	3
14	то время как	1	3
15	т е в	3	3
16	сам по себе	1	3
17	по себе не	1	3
18	не может быть	3	3
19	в то время	1	3
20	можно сказать что	1	3
21	мы уже знаем	1	3
22	может быть в	1	3
23	потому что он	2	2
24	иметь в виду	1	2
25	в виду что	1	2
26	т д и	1	2
27	до сих пор	2	2
28	в зависимости от	1	2
29	в данном случае	2	2
30	не только в	2	2
31	тем не менее	4	2
32	во всяком случае	1	2
33	в одно время	1	2
34	д и т	1	2
35	само по себе	1	2
36	с самого начала	1	2
37	но это не	2	2
38	в нем и	3	2
39	я думаю что	1	1
40	уже знаем что	1	1
41	мере того как	1	1
42	это было бы	1	1
43	на самом деле	1	1
44	подобно тому как	1	1
45	и в мифе	1	1
46	по мере того	1	1
47	о том как	2	1
48	одной стороны и	1	1
49	же как и	2	1
50	заметил что у	1	1
51	не изучены в	1	1
52	но и в	2	1
53	в себе и	1	1
54	что не только	1	1
55	и извне и	1	1
56	точно так же	1	1
57	д с другой	1	1
58	главным образом в	1	1
59	вместе с тем	6	1
60	в это время	2	1
61	это может быть	1	1
62	так же как	3	1
63	не в том	1	1
64	с одной стороны	7	1
65	в некоторых случаях	2	1
66	как и вообще	1	1
67	т д с	1	1
68	она и в	1	1
69	мы уже говорили	1	1
70	есть ли это	1	1
71	друг с другом	2	1
72	т д все	1	1
73	и вместе с	2	1
74	но дело не	1	1
75	во многих отношениях	1	1
76	что и в	2	1
77	вопрос о том	1	1
78	сказать что эта	1	1
79	несмотря на всю	1	1
80	но все же	4	1
81	не ясно что	1	1
82	же как мы	1	1
83	дело не в	1	1
84	это показывает что	2	1
85	ни на какие	1	1
86	но как только	1	1
87	на задний план	1	1
