N	3gram	Voloshinov_1	Istorich
1	до сих пор	8	6
2	в этом случае	3	5
3	в том что	3	5
4	но все же	3	4
5	со всех сторон	2	4
6	так же как	2	4
7	не только в	1	4
8	в связи с	7	4
9	по отношению к	2	3
10	подобно тому как	1	3
11	с тем что	1	3
12	можно было бы	2	3
13	с одной стороны	1	3
14	мы уже знаем	1	3
15	на самом деле	1	2
16	вместо того чтобы	1	2
17	мы не будем	3	2
18	но и в	1	2
19	сих пор мы	1	2
20	с другой стороны	5	2
21	не может быть	13	2
22	с самого начала	4	2
23	уже с самого	1	2
24	до наших дней	1	1
25	как только мы	1	1
26	и той же	2	1
27	и так сказать	1	1
28	является не только	3	1
29	друг от друга	1	1
30	и следовательно не	1	1
31	в одной из	1	1
32	мира прежде всего	1	1
33	пока не будет	1	1
34	в отличие от	5	1
35	только после этого	1	1
36	будем останавливаться на	1	1
37	и здесь мы	3	1
38	не будем здесь	1	1
39	они еще не	1	1
40	нуждается в объяснении	1	1
41	в высшей степени	3	1
42	смысле этого слова	2	1
43	тем не менее	2	1
44	так или иначе	1	1
45	и на нее	1	1
46	в следующей главе	1	1
47	тесно связаны с	1	1
48	как мы увидим	1	1
49	тем что в	1	1
50	был связан с	1	1
51	одной из важнейших	2	1
52	с переходом на	1	1
53	но уже в	1	1
54	и пр в	3	1
55	вовсе не в	1	1
56	это и есть	2	1
57	само нуждается в	1	1
58	связи с этим	3	1
59	и не хочет	1	1
60	это значит что	1	1
61	не только не	1	1
62	того как он	1	1
63	и прежде всего	2	1
64	в другом случае	1	1
65	не будем останавливаться	1	1
66	одной и той	2	1
67	друг с другом	1	1
68	и в нем	1	1
69	том что он	1	1
70	но если мы	1	1
71	и в другом	1	1
