N	3gram	Tiupa_Lite_1	Formalny
1	не может быть	1	10
2	в связи с	4	10
3	с точки зрения	2	7
4	в этом отношении	2	7
5	в самом деле	1	5
6	и в этом	1	5
7	то же время	5	5
8	в то же	5	5
9	во всяком случае	2	5
10	на самом деле	1	3
11	как раз и	1	3
12	в зависимости от	1	3
13	в большинстве случаев	1	3
14	в значительной степени	1	3
15	с другой стороны	1	3
16	прежде всего в	3	2
17	как это было	1	2
18	в отличие от	5	2
19	к тому чтобы	1	2
20	с самого начала	1	2
21	но все же	1	2
22	том что искусство	1	2
23	в основе этой	1	2
24	это приводит к	1	2
25	и прежде всего	3	2
26	в том что	11	2
27	как мы знаем	1	2
28	как например в	1	1
29	иметь в виду	1	1
30	теми или иными	1	1
31	что перед нами	1	1
32	не говоря уже	2	1
33	в этом последнем	1	1
34	как бы между	1	1
35	с одной стороны	2	1
36	в одной из	1	1
37	не было на	1	1
38	только в том	2	1
39	до сих пор	1	1
40	говоря уже о	1	1
41	при этом не	1	1
42	же время не	1	1
43	из того что	2	1
44	в той мере	1	1
45	том или ином	1	1
46	произведения искусства с	1	1
47	по крайней мере	1	1
48	того что они	1	1
49	в данном случае	4	1
50	но в то	1	1
51	однако и здесь	1	1
52	на задний план	1	1
53	одним из первых	1	1
54	как один из	1	1
55	но при этом	2	1
56	с тем же	1	1
57	искусства с точки	1	1
58	так или иначе	8	1
59	как особого рода	1	1
60	один из моментов	1	1
61	а не как	1	1
62	все более и	1	1
63	чуть ли не	2	1
64	бы то ни	1	1
65	тем что в	1	1
66	именно в том	1	1
67	и не о	1	1
68	слово как таковое	1	1
69	каждого из них	1	1
70	только то что	1	1
71	только в качестве	1	1
72	по тем же	1	1
73	всяком случае в	1	1
74	и тем самым	2	1
75	в свою очередь	1	1
76	ничего общего с	1	1
77	в историю литературы	1	1
78	более и более	1	1
79	по аналогии с	3	1
80	может быть от	1	1
81	по этому поводу	1	1
82	в сущности не	1	1
83	тем не менее	2	1
84	а не в	1	1
85	о литературе в	1	1
