N	3gram	Tiupa_Disk_2	Problema
1	тем не менее	1	10
2	в том что	6	9
3	той или иной	3	8
4	и то что	2	7
5	в данном случае	6	7
6	во всяком случае	1	6
7	в этом случае	2	5
8	по крайней мере	1	5
9	с другой стороны	1	5
10	не может быть	3	5
11	с той или	1	5
12	что же касается	2	4
13	бы то ни	1	4
14	или по крайней	1	4
15	в то же	4	4
16	и то же	2	4
17	дело в том	2	3
18	того или иного	1	3
19	в первую очередь	2	3
20	одно и то	2	3
21	содержит в себе	2	3
22	то ни было	1	3
23	как будто бы	1	3
24	та или иная	1	3
25	то есть в	1	3
26	о том что	3	3
27	в той или	1	2
28	чего бы то	1	2
29	не имеют никакого	1	2
30	модель художественного произведения	1	2
31	с точки зрения	2	2
32	в отличие от	12	2
33	в чем не	1	2
34	отнюдь не является	1	2
35	еще не есть	1	2
36	и в частности	1	2
37	у пушкина и	1	2
38	на первый взгляд	2	2
39	не является ни	1	2
40	и как бы	2	2
41	только то что	1	2
42	ни в чем	1	2
43	но также и	1	2
44	в этой самой	1	2
45	можно сказать что	1	2
46	друг от друга	1	2
47	имеют никакого отношения	1	2
48	или иной мере	1	2
49	но тут же	1	1
50	и того же	2	1
51	и может быть	2	1
52	то что и	1	1
53	не то чтобы	1	1
54	чего не было	2	1
55	все дело в	1	1
56	то есть по	1	1
57	не одно и	1	1
58	себя в нем	1	1
59	и не к	1	1
60	при этом в	2	1
61	того и другого	1	1
62	но это не	1	1
63	и в басне	2	1
64	и могут быть	1	1
65	в целом и	1	1
66	как и в	5	1
67	я на дорогу	1	1
68	тем что он	1	1
69	мы все же	1	1
70	с одной стороны	4	1
71	он не просто	1	1
72	но при этом	2	1
73	в себе как	1	1
74	тут все дело	1	1
75	во втором случае	1	1
76	один я на	1	1
77	данном случае мы	1	1
78	друг друга и	1	1
79	и все же	3	1
80	так и в	3	1
81	самым он не	1	1
82	равно как и	1	1
83	в самом деле	1	1
84	речь идет о	1	1
85	не менее в	1	1
86	по сути дела	1	1
87	одного и того	2	1
88	быть и не	1	1
89	в себе не	1	1
90	тем самым он	1	1
91	том что и	1	1
92	выхожу один я	1	1
