N	3gram	Bakhtin_Pr_3	Formalny
1	не может быть	6	10
2	и т п	6	9
3	с точки зрения	4	7
4	в этом отношении	1	7
5	в самом деле	3	5
6	и в этом	2	5
7	то же время	12	5
8	в то же	12	5
9	во всяком случае	5	5
10	и т д	2	5
11	вместе с тем	2	4
12	как мы видели	2	4
13	в высшей степени	3	4
14	на самом деле	10	3
15	быть и речи	1	3
16	как раз и	2	3
17	и не может	2	3
18	и в то	5	3
19	может быть и	1	3
20	в своей статье	1	3
21	в большинстве случаев	2	3
22	в значительной степени	1	3
23	с другой стороны	3	3
24	так и в	2	3
25	ни о каком	1	3
26	для того чтобы	1	3
27	этом отношении очень	1	2
28	прежде всего в	1	2
29	в этом смысле	4	2
30	не было и	1	2
31	в отличие от	2	2
32	что в нем	2	2
33	к тому чтобы	2	2
34	даже и не	1	2
35	дело идет о	1	2
36	в конце концов	3	2
37	не входит в	2	2
38	все без исключения	2	2
39	только на фоне	1	2
40	между этими двумя	1	2
41	ни в чем	2	2
42	с самого начала	8	2
43	но в этом	1	2
44	но все же	1	2
45	и прежде всего	4	2
46	к тому что	1	2
47	в том что	1	2
48	и не в	3	2
49	как мы знаем	2	2
50	может быть с	1	1
51	и хотя бы	1	1
52	и дело идет	1	1
53	что же касается	1	1
54	сводится к тому	2	1
55	прежде всего как	1	1
56	а вовсе не	2	1
57	отчетливо и резко	1	1
58	как бы не	1	1
59	раз и не	1	1
60	и в особенности	1	1
61	новых точек зрения	1	1
62	но даже и	1	1
63	что он есть	1	1
64	в этом случае	2	1
65	потому что не	1	1
66	он не может	3	1
67	с обратным знаком	1	1
68	может быть речь	1	1
69	точки зрения его	1	1
70	до сих пор	1	1
71	и в других	1	1
72	точек зрения не	1	1
73	что он не	1	1
74	должно было быть	1	1
75	степени как и	1	1
76	в первом и	1	1
77	же время не	2	1
78	от встречи с	1	1
79	такой же степени	2	1
80	речи может быть	1	1
81	с самим собою	7	1
82	что каждый из	1	1
83	может быть даже	3	1
84	только с другими	1	1
85	идет лишь о	2	1
86	быть речь лишь	1	1
87	по крайней мере	3	1
88	все равно что	1	1
89	не чем иным	1	1
90	же степени как	1	1
91	в данном случае	1	1
92	в другом направлении	2	1
93	речь лишь о	1	1
94	но в то	3	1
95	тем что он	2	1
96	то что уже	1	1
97	и тот же	1	1
98	смысле этого слова	2	1
99	но при этом	1	1
100	настолько велико что	1	1
101	в большей или	1	1
102	или меньшей степени	1	1
103	в такой же	2	1
104	понять его нельзя	1	1
105	один из моментов	1	1
106	то что он	1	1
107	все более и	1	1
108	так и для	1	1
109	бы то ни	4	1
110	дело идет лишь	2	1
111	но и с	1	1
112	оставаясь в пределах	1	1
113	как к своему	1	1
114	один и тот	1	1
115	что же это	1	1
116	что же такое	1	1
117	и во всяком	1	1
118	может быть что	1	1
119	каждого из них	1	1
120	не в плане	1	1
121	неразрывной связи с	1	1
122	мы бы сказали	1	1
123	т е все	1	1
124	чем иным как	1	1
125	раз и навсегда	1	1
126	и пр в	1	1
127	но тем не	1	1
128	быть даже и	1	1
129	всяком случае в	1	1
130	большей или меньшей	1	1
131	его отношение к	4	1
132	в свою очередь	1	1
133	т е именно	1	1
134	рядом с этим	1	1
135	и понять его	1	1
136	слова и в	1	1
137	но все эти	1	1
138	более и более	1	1
139	или во всяком	1	1
140	лежит в основе	1	1
141	прежде всего поражает	1	1
142	в его целом	2	1
143	в узком смысле	1	1
144	в сущности не	2	1
145	одну в высшей	1	1
146	сама по себе	2	1
147	тем не менее	2	1
148	то что они	1	1
149	вовсе не является	1	1
150	а не в	2	1
151	как и в	1	1
152	что и в	1	1
153	в чем не	2	1
