N	3gram	Ircho_Kome_2	Istorich
1	до сих пор	2	6
2	точно так же	1	6
3	вместе с тем	4	5
4	в том что	5	5
5	но все же	1	4
6	что он не	1	4
7	не только в	1	4
8	в связи с	3	4
9	по отношению к	3	3
10	можно было бы	2	3
11	с одной стороны	2	3
12	и здесь нет	1	2
13	вместо того чтобы	1	2
14	наряду с этим	1	2
15	но и в	1	2
16	только после того	1	2
17	с другой стороны	1	2
18	не может быть	1	2
19	о том что	4	2
20	с самого начала	1	2
21	после того как	2	2
22	здесь нет необходимости	1	2
23	к тому же	10	2
24	не в состоянии	1	1
25	так и более	1	1
26	друг от друга	1	1
27	состоял в том	1	1
28	в одной из	2	1
29	ни одно из	1	1
30	могло бы привести	1	1
31	в отличие от	2	1
32	из тех случаев	1	1
33	а может быть	1	1
34	за то что	4	1
35	в это время	2	1
36	что он был	1	1
37	в обоих случаях	2	1
38	ответ на это	1	1
39	на задний план	1	1
40	тем не менее	1	1
41	так или иначе	3	1
42	то что он	2	1
43	все еще остается	1	1
44	в этой связи	1	1
45	другой пример у	1	1
46	герой тем самым	1	1
47	на столе и	1	1
48	в тех случаях	1	1
49	мы можем сказать	1	1
50	но уже в	1	1
51	но об этом	1	1
52	сих пор в	1	1
53	связи с этим	1	1
54	к этому времени	2	1
55	что у него	2	1
56	но все эти	1	1
57	тех случаях когда	1	1
58	друг с другом	2	1
59	можем сказать что	1	1
60	может быть даже	1	1
61	и более поздние	1	1
