N	4gram	Vygotskiy__1	Myshleni
1	заключается в том что	3	13
2	один и тот же	1	7
3	одно и то же	1	6
4	и тот же предмет	1	5
5	одного и того же	1	5
6	если мы обратимся к	1	4
7	одному и тому же	1	4
8	одной и той же	3	4
9	с этой точки зрения	4	4
10	к одному и тому	1	4
11	так же как и	1	4
12	одним и тем же	1	3
13	одни и те же	1	3
14	на один и тот	1	3
15	состоит в том что	1	3
16	с одной стороны и	1	2
17	в том числе и	1	2
18	но вместе с тем	1	2
19	того чтобы подойти к	1	1
20	в том что на	1	1
21	при этом не только	1	1
22	когда он говорит что	1	1
23	в том что мы	1	1
24	совершенно ясно что с	1	1
25	в собственном смысле слова	2	1
26	одном и том же	1	1
27	одну и ту же	1	1
28	для того чтобы подойти	1	1
29	приходит к выводу что	1	1
30	если принять во внимание	1	1
31	тех или иных элементов	1	1
32	что в настоящее время	1	1
33	так же и в	1	1
34	точно так же как	1	1
35	во всяком случае они	1	1
36	на вопрос о том	1	1
37	ни в какой степени	1	1
38	в том случае если	1	1
39	в такой же мере	1	1
40	само по себе не	1	1
41	не заключает в себе	1	1
42	что с точки зрения	1	1
43	было бы сказать что	1	1
44	станет совершенно ясно что	1	1
45	все больше и больше	1	1
46	задача заключается в том	1	1
47	в самом деле для	1	1
48	по тому же самому	1	1
49	но для того чтобы	1	1
50	не что иное как	1	1
51	в этом смысле думается	1	1
52	заключается только в том	1	1
53	в то время как	5	1
54	заключается в том чтобы	3	1
