N	2gram	Bakhtin_Pr_2	DiskursI
1	в себе	5	19
2	при этом	2	17
3	в этом	20	16
4	как и	14	16
5	и в	45	16
6	может быть	18	16
7	и не	42	15
8	а не	10	14
9	отличие от	1	12
10	то есть	50	12
11	в отличие	1	12
12	и т.п	6	12
13	в частности	1	12
14	но в	6	11
15	в мире	3	11
16	но и	15	11
17	со стороны	4	10
18	не только	16	10
19	том что	7	10
20	так и	3	9
21	не может	24	9
22	как в	4	8
23	в том	8	8
24	но не	6	7
25	в данном	1	7
26	в нем	20	7
27	ни в	2	7
28	не менее	2	7
29	при всей	1	7
30	прежде всего	11	7
31	то же	5	6
32	еще не	9	6
33	с его	8	6
34	данном случае	1	6
35	себя в	2	6
36	все же	4	6
37	в своей	6	6
38	тем самым	2	6
39	в своих	4	6
40	и на	7	5
41	в своем	5	5
42	в то	5	5
43	нового времени	3	5
44	с другой	1	5
45	же время	3	5
46	что в	6	5
47	для него	9	5
48	то что	5	5
49	а с	3	5
50	героя в	5	5
51	я и	3	4
52	в рассказе	3	4
53	по отношению	8	4
54	литературного жанра	1	4
55	в этой	1	4
56	человека в	5	4
57	в основе	2	4
58	потому что	8	4
59	этом отношении	2	4
60	о том	3	4
61	в пределах	4	4
62	одного из	1	4
63	времени в	1	4
64	с одной	1	4
65	одно из	1	4
66	в одном	6	4
67	как бы	15	4
68	не является	3	4
69	мира и	1	4
70	точки зрения	19	4
71	к его	1	4
72	к этому	4	4
73	отношению к	8	4
74	например в	2	3
75	и ее	7	3
76	жанровой традиции	1	3
77	принадлежит к	1	3
78	не знают	2	3
79	проявляется в	2	3
80	перед нами	4	3
81	и как	2	3
82	и наконец	1	3
83	этих жанров	1	3
84	герой субъект	1	3
85	все эти	4	3
86	из этих	1	3
87	он не	9	3
88	подход к	2	3
89	в другом	1	3
90	его в	3	3
91	это не	3	3
92	ведет к	2	3
93	одного и	2	3
94	в этих	4	3
95	в котором	7	3
96	одном из	1	3
97	для данного	1	3
98	не в	8	3
99	в русской	2	3
100	мире и	1	3
101	могут быть	4	3
102	той или	3	3
103	приводит к	1	3
104	еще в	1	3
105	в его	22	3
106	только в	9	3
107	и его	8	3
108	уже не	6	3
109	из них	9	3
110	в них	4	3
111	или иной	3	3
112	здесь в	2	3
113	не было	2	3
114	не знает	4	3
115	в творчестве	1	3
116	как будто	1	3
117	в контексте	2	3
118	можно сказать	2	3
119	но это	2	3
120	и того	1	3
121	и все	1	3
122	жизни в	2	3
123	жизни а	1	3
124	жизни и	15	3
125	как на	2	3
126	же как	4	2
127	того же	1	2
128	идет о	2	2
129	той же	1	2
130	место в	1	2
131	совпадает с	1	2
132	говорить о	1	2
133	в ней	7	2
134	мы имеем	2	2
135	отношение к	8	2
136	стороны и	1	2
137	отношения между	1	2
138	в целом	5	2
139	вследствие этого	1	2
140	должна быть	3	2
141	с таким	1	2
142	свое время	2	2
143	этого жанра	3	2
144	подобно тому	2	2
145	что ни	1	2
146	этом мире	1	2
147	личности в	3	2
148	же касается	1	2
149	и с	7	2
150	входит в	9	2
151	персонажей и	1	2
152	на почве	4	2
153	но уже	2	2
154	рассказ в	1	2
155	должно быть	4	2
156	все это	5	2
157	несет в	1	2
158	этом случае	1	2
159	с точки	9	2
160	ну как	2	2
161	их в	7	2
162	дело в	1	2
163	никогда не	17	2
164	того и	1	2
165	жизни не	1	2
166	со своим	1	2
167	что на	1	2
168	в области	2	2
169	героев а	1	2
170	с их	4	2
171	для себя	3	2
172	с ее	3	2
173	здесь не	2	2
174	говорит об	1	2
175	природе своей	2	2
176	не с	1	2
177	живет в	1	2
178	отсюда и	1	2
179	в результате	3	2
180	но здесь	1	2
181	произведения как	1	2
182	неотделим от	2	2
183	русской литературе	2	2
184	что и	5	2
185	и всякое	1	2
186	и одновременно	2	2
187	романа и	4	2
188	которая в	1	2
189	к их	1	2
190	который не	1	2
191	есть в	8	2
192	в большинстве	2	2
193	к своим	1	2
194	наше время	1	2
195	не о	2	2
196	именно в	3	2
197	далеко не	4	2
198	и прежде	2	2
199	а сам	1	2
200	не на	4	2
201	человеческой жизни	2	2
202	может иметь	1	2
203	вместе с	1	2
204	о чем	1	2
205	в той	3	2
206	тому как	2	2
207	что же	4	2
208	в свое	2	2
209	в наше	1	2
210	в полном	1	2
211	и для	2	2
212	по природе	3	2
213	а в	3	2
214	образ человека	2	2
215	исторической поэтики	2	2
216	другой стороны	1	2
217	что он	7	2
218	значение не	1	2
219	это в	1	2
220	причастности к	1	2
221	обращено к	3	1
222	одним из	3	1
223	художественного произведения	1	1
224	переходит к	1	1
225	есть мы	1	1
226	самом деле	4	1
227	это и	1	1
228	изображения и	2	1
229	жив он	1	1
230	и есть	1	1
231	в первом	1	1
232	достоевского в	4	1
233	на две	1	1
234	др в	1	1
235	эпохи то	1	1
236	но если	1	1
237	в году	1	1
238	и могут	2	1
239	есть не	1	1
240	на материале	3	1
241	мы не	1	1
242	позицией на	1	1
243	не была	1	1
244	он как	3	1
245	в сущности	7	1
246	на практике	1	1
247	я не	6	1
248	они были	1	1
249	и со	2	1
250	самого героя	2	1
251	героев в	3	1
252	диалогического отношения	1	1
253	кризисы и	1	1
254	во мне	1	1
255	целого не	1	1
256	нет а	1	1
257	двух или	1	1
258	героев или	1	1
259	он сам	6	1
260	в чем	2	1
261	во всех	4	1
262	в сюжете	1	1
263	в ее	3	1
264	самому герою	1	1
265	завершающего и	1	1
266	отдельного человека	1	1
267	точка зрения	7	1
268	художественного внимания	1	1
269	в сторону	2	1
270	самого сюжета	1	1
271	ответ на	1	1
272	есть по	1	1
273	человеческих отношений	2	1
274	которая не	2	1
275	друг от	2	1
276	друга и	1	1
277	как со	1	1
278	человека с	2	1
279	за пределы	5	1
280	в истории	2	1
281	и сюжет	1	1
282	мере в	1	1
283	в одной	5	1
284	некоторое время	1	1
285	авторская позиция	3	1
286	ней в	1	1
287	хотя и	2	1
288	ценностей в	1	1
289	может получить	1	1
290	его сознанию	1	1
291	а со	1	1
292	себе не	1	1
293	что входит	2	1
294	о силе	1	1
295	то в	1	1
296	в самом	13	1
297	еще на	1	1
298	истины и	3	1
299	в которой	2	1
300	нет дела	1	1
301	ни один	3	1
302	в нашем	2	1
303	бы не	3	1
304	поэтому и	3	1
305	так в	1	1
306	ни одна	1	1
307	сливаются с	1	1
308	и воспринимается	1	1
309	им в	4	1
310	жизнь как	1	1
311	не приводит	1	1
312	о возможности	1	1
313	но на	2	1
314	как у	2	1
315	в случае	1	1
316	человек не	1	1
317	не имеют	1	1
318	автора не	3	1
319	к миру	1	1
320	но именно	1	1
321	жанра у	1	1
322	так сказать	7	1
323	и только	1	1
324	одному из	1	1
325	и еще	1	1
326	же это	1	1
327	не как	6	1
328	но прежде	1	1
329	мир как	2	1
330	характерное для	1	1
331	нашего времени	1	1
332	одной и	1	1
333	на этом	1	1
334	мире на	1	1
335	дистанции между	1	1
336	таким образом	11	1
337	сознание и	4	1
338	самого автора	1	1
339	об этом	3	1
340	лишь в	2	1
341	ее нельзя	1	1
342	по выражению	2	1
343	время и	1	1
344	как при	1	1
345	не совпадает	1	1
346	форму и	1	1
347	главного героя	1	1
348	лишь на	2	1
349	оно достаточно	1	1
350	выходить за	1	1
351	в жизни	3	1
352	отказавшись от	1	1
353	и романа	1	1
354	героя или	1	1
355	она и	3	1
356	полифонического романа	5	1
357	и вне	1	1
358	несмотря на	1	1
359	ряде других	2	1
360	она была	1	1
361	со всей	2	1
362	которую он	3	1
363	какое место	1	1
364	о герое	4	1
365	на иной	1	1
366	на каждом	1	1
367	дальнейшее развитие	2	1
368	в которых	1	1
369	жизни с	1	1
370	героя с	2	1
371	установка на	1	1
372	оно до	1	1
373	стало быть	3	1
374	мышления здесь	1	1
375	и той	3	1
376	своей жизни	3	1
377	том чего	1	1
378	тем не	1	1
