N	2gram	Trubetskoy_1	Literetu
1	не только	10	24
2	при этом	3	19
3	в качестве	3	17
4	но и	9	17
5	в том	11	16
6	а не	5	16
7	том что	7	14
8	тогда как	1	13
9	может быть	10	13
10	и не	8	12
11	в этом	15	12
12	в своем	3	11
13	состоит в	2	11
14	прежде всего	2	11
15	то что	7	10
16	или иначе	3	9
17	так или	3	8
18	не в	2	8
19	и в	26	8
20	только в	4	8
21	как бы	12	7
22	в себе	6	7
23	не менее	3	7
24	в его	5	7
25	уже не	3	7
26	в рамках	3	6
27	то есть	4	6
28	как и	1	6
29	точки зрения	13	6
30	того что	3	6
31	связи с	9	6
32	в жизни	1	6
33	себя в	1	6
34	одним из	2	5
35	то же	4	5
36	отличие от	1	5
37	как в	1	5
38	в отличие	1	5
39	в то	4	5
40	для себя	1	5
41	казалось бы	1	5
42	а также	2	5
43	же время	2	5
44	же в	1	5
45	что он	4	5
46	уже в	2	5
47	не может	4	5
48	в данном	1	5
49	с этой	3	5
50	с его	2	5
51	в своей	1	4
52	еще не	2	4
53	но не	8	4
54	в этой	4	4
55	все же	6	4
56	представляет собой	3	4
57	перестает быть	2	4
58	не как	2	4
59	в силу	5	4
60	с собой	1	4
61	лишь в	5	4
62	духовной жизни	1	4
63	для этого	2	4
64	в уме	1	4
65	и его	1	4
66	данном случае	1	4
67	никогда не	5	4
68	так и	6	4
69	из них	7	4
70	в конце	6	4
71	друг друга	1	4
72	как раз	1	4
73	в связи	3	4
74	это не	1	4
75	культуры в	1	4
76	в своих	1	4
77	в сфере	1	3
78	и есть	1	3
79	тем же	1	3
80	что его	1	3
81	по отношению	1	3
82	в самом	4	3
83	с их	1	3
84	таким образом	22	3
85	той же	1	3
86	его в	1	3
87	в душе	1	3
88	далеко не	4	3
89	русской культуры	15	3
90	несмотря на	6	3
91	в их	1	3
92	но в	7	3
93	том же	1	3
94	в области	9	3
95	ли не	1	3
96	в виду	2	3
97	приводит к	2	3
98	одного из	1	3
99	по своей	2	3
100	один из	2	3
101	и прежде	1	3
102	потому что	7	3
103	одно из	2	3
104	у него	1	3
105	и даже	3	3
106	с другой	8	3
107	еще и	1	3
108	не было	2	3
109	мира в	1	3
110	да и	1	3
111	этой точки	2	3
112	жизни и	2	3
113	что в	9	3
114	а в	4	3
115	во всяком	6	3
116	всем и	2	2
117	чтобы не	1	2
118	человека и	1	2
119	того же	6	2
120	самом деле	1	2
121	к своей	1	2
122	та же	1	2
123	в сущности	1	2
124	к общему	1	2
125	относится к	2	2
126	общего с	2	2
127	и нет	3	2
128	только то	1	2
129	все эти	6	2
130	чуть ли	1	2
131	из этих	10	2
132	тому же	5	2
133	в нем	4	2
134	в нашей	1	2
135	не к	2	2
136	на этом	1	2
137	различие между	1	2
138	было бы	1	2
139	на почве	1	2
140	в слове	1	2
141	и того	1	2
142	от своего	1	2
143	что такое	1	2
144	а как	1	2
145	всяком случае	6	2
146	с точки	6	2
147	жизни с	1	2
148	эта мысль	1	2
149	в россии	2	2
150	тем не	3	2
151	однако в	1	2
152	даже в	1	2
153	вплоть до	2	2
154	ничего кроме	1	2
155	дело не	1	2
156	жизни на	1	2
157	и является	2	2
158	в сознании	1	2
159	этом отношении	2	2
160	могут быть	1	2
161	к тому	6	2
162	в себя	1	2
163	но при	2	2
164	роль в	1	2
165	к смерти	1	2
166	в мире	5	2
167	или иной	2	2
168	о том	6	2
169	с одной	7	2
170	не могло	2	2
171	между тем	2	2
172	во втором	1	2
173	и только	4	2
174	хотя бы	3	2
175	их не	1	2
176	только на	1	2
177	для него	3	2
178	себе в	1	2
179	а потому	1	2
180	от тех	1	2
181	тем что	1	2
182	одной стороны	7	2
183	превращается в	2	2
184	одну из	1	2
185	так называемых	1	2
186	все более	1	2
187	нет ничего	1	2
188	он один	2	2
189	как общего	1	2
190	под сенью	1	2
191	это уже	1	2
192	не является	1	2
193	в сферу	1	2
194	это как	1	2
195	тем более	1	2
196	все они	1	2
197	не есть	1	2
198	отношению к	3	2
199	ко всему	2	2
200	на это	1	2
201	как известно	1	1
202	и развитие	1	1
203	же как	3	1
204	идет о	1	1
205	индивидуальности и	1	1
206	миром но	1	1
207	и этот	1	1
208	и за	1	1
209	несколько иной	1	1
210	есть не	1	1
211	мы не	1	1
212	от культуры	1	1
213	нам в	1	1
214	этом не	1	1
215	но даже	1	1
216	ему в	2	1
217	личности с	1	1
218	которое в	1	1
219	дает им	1	1
220	не иметь	1	1
221	он сам	1	1
222	быть в	1	1
223	общем контексте	1	1
224	бы то	2	1
225	в чем	1	1
226	руками и	1	1
227	в сторону	1	1
228	по тем	1	1
229	[] а	1	1
230	отношение к	5	1
231	что они	1	1
232	из таких	1	1
233	один и	1	1
234	к достижению	3	1
235	которые могли	1	1
236	природы это	1	1
237	в одной	1	1
238	для всех	2	1
239	как к	1	1
240	более и	1	1
241	однако не	1	1
242	в особый	1	1
243	на человека	1	1
244	чтобы такое	1	1
245	мы можем	2	1
246	могли бы	1	1
247	и как	3	1
248	неизмеримо более	1	1
249	есть ли	1	1
250	жизни после	1	1
251	то в	1	1
252	за собой	3	1
253	еще на	2	1
254	в которой	3	1
255	а во-вторых	1	1
256	он в	2	1
257	в нашем	1	1
258	этой воли	1	1
259	что к	1	1
260	на то	2	1
261	вследствие этого	1	1
262	так сказать	1	1
263	роли в	1	1
264	при рассмотрении	1	1
265	задний план	1	1
266	он не	4	1
267	которой не	1	1
268	первобытного человека	1	1
269	к одному	1	1
270	в начале	2	1
271	и более	1	1
272	остается лишь	1	1
273	чтобы в	1	1
274	то самое	1	1
275	постольку поскольку	1	1
276	и по	4	1
277	индивидуального существования	1	1
278	особое положение	1	1
279	так например	2	1
280	не должно	1	1
281	но все	7	1
282	человека в	1	1
283	же пути	1	1
284	этом последнем	1	1
285	в одну	1	1
286	то ни	2	1
287	и с	10	1
288	бы быть	1	1
289	а по	1	1
290	что перед	1	1
291	это было	1	1
292	образом если	2	1
293	в глазах	2	1
294	и культуре	1	1
295	новой жизни	1	1
296	чаще всего	1	1
297	из первых	1	1
298	смерть и	1	1
299	религиозного сознания	6	1
300	в них	2	1
301	а ко	1	1
302	соответствии с	1	1
303	в ее	1	1
304	мы имеем	2	1
305	с тем	18	1
306	не всегда	2	1
307	должно быть	1	1
308	и некоторые	1	1
309	такой же	1	1
310	в пустоту	1	1
311	который как	1	1
312	одного и	1	1
313	перед собой	1	1
314	в эту	2	1
315	в этих	4	1
316	представить себе	1	1
317	в отношении	6	1
318	что от	1	1
319	мире при	1	1
320	всего со	1	1
321	в техническом	1	1
322	в которых	4	1
323	этого в	1	1
324	перед неизбежностью	1	1
325	устранить его	1	1
326	одном из	1	1
327	превратиться в	1	1
328	по крайней	5	1
329	если бы	3	1
330	ни было	2	1
331	не могли	1	1
332	как от	2	1
333	в духовной	1	1
334	радости и	1	1
335	для россии	1	1
336	которого уже	1	1
337	уже был	1	1
338	героем и	1	1
339	случае в	1	1
340	чистом виде	1	1
341	на три	1	1
342	во главе	1	1
343	иной раз	2	1
344	рамках определенной	1	1
345	как о	3	1
346	не имеет	5	1
347	самого начала	2	1
348	тогда когда	2	1
349	ее с	2	1
350	во время	4	1
351	под знаком	1	1
352	о полном	2	1
353	иметь в	1	1
354	это мы	1	1
355	своем уединении	1	1
356	в наше	1	1
357	к концу	3	1
358	другой стороны	1	1
359	он усматривает	1	1
360	самой этой	2	1
361	только с	1	1
362	явлениями в	1	1
363	в безвыходное	1	1
364	в каком	1	1
365	с другом	5	1
366	бог и	1	1
367	в момент	1	1
368	с разными	1	1
369	требуют от	1	1
370	в среде	2	1
371	с легкостью	1	1
372	отличается от	2	1
373	и другим	1	1
374	жизни это	1	1
375	ролью в	1	1
376	этого исторического	1	1
377	людей только	1	1
378	ничего общего	2	1
379	но по	3	1
380	свою очередь	1	1
381	людей в	1	1
382	и от	4	1
383	мысль о	2	1
384	с самого	3	1
385	культуры и	3	1
386	к жизни	5	1
387	и взаимодействие	1	1
