N	3gram	Losev_Prob_1	Hudozhes
1	в том что	5	11
2	о том что	5	7
3	подобно тому как	2	4
4	в то же	4	4
5	к тому что	1	4
6	а между тем	1	3
7	в самом деле	2	3
8	не может быть	2	3
9	как и в	1	3
10	для того чтобы	8	3
11	тем не менее	18	3
12	я не понимаю	1	2
13	а не в	1	2
14	о том как	2	2
15	и в этом	2	2
16	с точки зрения	3	2
17	до сих пор	3	2
18	и в то	1	2
19	и т п	1	2
20	можно было бы	2	2
21	только тем что	1	2
22	то что было	1	2
23	внешним и внутренним	1	2
24	так же как	2	2
25	уже одно это	1	2
26	в данном случае	8	2
27	то же самое	9	2
28	как будто бы	1	2
29	того или иного	2	2
30	между внешним и	1	2
31	не только не	3	2
32	не только в	1	2
33	к тому же	1	2
34	но еще и	1	2
35	и т д	10	2
36	на том что	2	1
37	жизни то в	1	1
38	и это было	1	1
39	а в действительности	1	1
40	самое время он	1	1
41	сводится к тому	1	1
42	той или иной	4	1
43	есть гораздо более	1	1
44	то ни стало	1	1
45	дело в том	3	1
46	это было бы	1	1
47	но то что	1	1
48	но это только	2	1
49	в настоящее время	3	1
50	внешним образом и	1	1
51	он об этом	1	1
52	же как и	1	1
53	во что бы	1	1
54	как раз и	7	1
55	тот или иной	1	1
56	именно то что	3	1
57	и в других	3	1
58	что человек есть	1	1
59	при этом что	1	1
60	бы то ни	1	1
61	в этом отношении	1	1
62	же самое время	4	1
63	точно так же	4	1
64	между внешней и	1	1
65	то или иное	1	1
66	то и другое	2	1
67	в таком случае	6	1
68	не то что	1	1
69	и то что	2	1
70	в это время	1	1
71	что бы то	1	1
72	в самом начале	1	1
73	сих пор мы	2	1
74	об этом тоже	1	1
75	тем что он	1	1
76	а также и	2	1
77	перед нами в	1	1
78	то время как	1	1
79	так или иначе	2	1
80	в течение всей	1	1
81	которая была бы	1	1
82	одно из центральных	1	1
83	превращает их в	1	1
84	несет в себе	1	1
85	к той же	1	1
86	только в таком	1	1
87	никоим образом не	1	1
88	с другой стороны	3	1
89	и в том	1	1
90	содержит в себе	7	1
91	что же такое	1	1
92	внешней и внутренней	1	1
93	нельзя сказать что	1	1
94	как бы желая	1	1
95	к такого рода	1	1
96	заключается в том	1	1
97	в то время	1	1
98	в этом случае	2	1
99	и для чего	1	1
100	и в самом	2	1
101	знать в том	1	1
102	можно сказать что	3	1
103	но ведь это	1	1
104	однако и здесь	2	1
105	есть и своя	1	1
106	если бы оно	1	1
107	в разговоре с	1	1
108	на нечто такое	1	1
109	мы имеем дело	1	1
110	именно тем что	1	1
