N	2gram	Losev_Dial_4	Myslijsy
1	потому что	10	46
2	в том	11	32
3	и в	15	30
4	может быть	17	28
5	то же	9	23
6	чувственный образ	1	23
7	не только	8	21
8	только в	7	21
9	но и	4	19
10	того что	13	18
11	том что	10	18
12	то что	16	18
13	не есть	40	17
14	что в	7	17
15	в себе	8	16
16	по себе	13	16
17	чувственного образа	1	16
18	и не	30	15
19	не в	8	15
20	а не	18	15
21	таким образом	5	14
22	что и	6	13
23	так как	14	13
24	если бы	6	12
25	вместе с	2	12
26	а в	1	12
27	точно так	2	12
28	так и	5	11
29	что оно	7	11
30	есть уже	1	11
31	как в	3	10
32	в этом	11	10
33	в душе	1	10
34	как и	7	10
35	в то	6	10
36	и что	9	10
37	мы не	9	9
38	только тогда	5	9
39	из этих	2	9
40	в нем	5	9
41	было бы	9	9
42	тогда когда	5	9
43	слово есть	3	9
44	и то	3	8
45	в ней	5	8
46	в самом	2	8
47	от того	2	8
48	что не	3	8
49	что мы	7	8
50	только что	2	8
51	есть не	5	7
52	с одной	1	7
53	с тем	4	7
54	и без	2	7
55	тем самым	3	7
56	тем что	2	7
57	как мы	1	7
58	так что	6	7
59	в языке	1	7
60	вовсе не	6	7
61	с другой	1	7
62	то это	1	6
63	же что	3	6
64	с этим	3	6
65	между собою	2	6
66	художественное произведение	2	6
67	с ним	3	6
68	не имеет	14	6
69	и теперь	1	6
70	те же	1	6
71	что он	7	6
72	уже не	9	6
73	то и	2	6
74	из них	2	6
75	и слово	2	6
76	но оно	1	6
77	не может	11	6
78	имеет значение	1	6
79	что только	1	6
80	но это	4	6
81	человека и	2	5
82	сам по	2	5
83	и т	17	5
84	еще не	4	5
85	по которому	1	5
86	в своем	5	5
87	и как	4	5
88	думать что	2	5
89	одно и	1	5
90	с другими	1	5
91	и тем	6	5
92	в них	2	5
93	что я	5	5
94	по крайней	7	5
95	же время	6	5
96	как на	1	5
97	в каком	5	5
98	не могут	2	5
99	не менее	2	5
100	крайней мере	7	5
101	уже в	1	5
102	одно из	1	5
103	только по	1	5
104	очевидно что	1	5
105	есть только	3	5
106	тому как	4	5
107	должно быть	2	5
108	сказать что	6	5
109	говоря о	1	4
110	есть ни	9	4
111	что именно	7	4
112	от нашего	1	4
113	не было	2	4
114	что это	13	4
115	бы не	2	4
116	он не	1	4
117	одной и	3	4
118	и по	2	4
119	мы видели	1	4
120	в один	3	4
121	и при	2	4
122	себе не	2	4
123	в котором	2	4
124	себе а	1	4
125	для меня	2	4
126	есть нечто	2	4
127	того как	2	4
128	и его	7	4
129	для того	5	4
130	оно не	2	4
131	и это	8	4
132	в его	4	4
133	один из	4	4
134	что даже	2	4
135	образа в	2	4
136	все равно	2	4
137	и между	1	4
138	себя и	3	4
139	что для	1	4
140	быть только	1	4
141	и потому	3	4
142	все это	9	4
143	в смысле	5	4
144	и от	1	4
145	тем более	6	4
146	мы должны	4	4
147	другой стороны	2	4
148	все что	2	4
149	я и	1	3
150	только потому	3	3
151	и есть	19	3
152	действительности и	1	3
153	говорить о	11	3
154	оно есть	4	3
155	бы ни	2	3
156	и на	5	3
157	в чем	8	3
158	то слово	1	3
159	не то	1	3
