N	3gram	Medvedev_F_3	VeschiIm
1	и т д	6	20
2	не может быть	14	18
3	бы то ни	4	9
4	то ни было	4	9
5	т е в	1	7
6	а и в	2	7
7	может быть только	2	6
8	в том что	3	6
9	на то что	1	6
10	тем не менее	2	5
11	т е не	1	4
12	с точки зрения	14	4
13	не только в	1	4
14	то же время	7	4
15	от того что	1	4
16	в то же	7	4
17	в самом деле	4	3
18	подобно тому как	4	3
19	и в то	2	3
20	сам по себе	1	3
21	это значило бы	1	3
22	из того что	1	3
23	в собственном смысле	1	3
24	можно было бы	1	3
25	вместе с тем	3	3
26	оно есть не	1	3
27	только то что	2	3
28	сама по себе	1	3
29	невозможно было бы	1	2
30	можно сказать что	1	2
31	этой точки зрения	1	2
32	дело в том	2	2
33	какого бы то	1	2
34	как бы ни	2	2
35	о том как	2	2
36	с этой точки	1	2
37	в отдельности и	1	2
38	в данном случае	4	2
39	только один из	1	2
40	можно говорить о	1	2
41	и ничем не	1	2
42	того что является	1	2
43	что же такое	1	2
44	между смыслом и	2	2
45	в нем нет	1	2
46	к тому что	2	2
47	она не может	1	2
48	так или иначе	1	2
49	нас все же	1	1
50	и того же	1	1
51	а потому что	1	1
52	того же типа	1	1
53	а не в	3	1
54	в этом смысле	2	1
55	и все вообще	1	1
56	и все эти	1	1
57	в этом случае	1	1
58	том что это	1	1
59	на первый план	1	1
60	которых идет речь	1	1
61	таким образом между	1	1
62	до сих пор	1	1
63	и не может	4	1
64	восприятия т е	1	1
65	тот или иной	1	1
66	в зависимости от	5	1
67	и со стороны	2	1
68	сами по себе	2	1
69	в той же	1	1
70	он и не	1	1
71	они вообще не	1	1
72	мы без труда	2	1
73	и для всех	1	1
74	потому в нем	1	1
75	и тем не	1	1
76	хотя бы и	1	1
77	потому что он	3	1
78	для него это	1	1
79	т д таким	1	1
80	слово в котором	1	1
81	так же как	1	1
82	не потому что	1	1
83	между ними в	1	1
84	с одной стороны	1	1
85	в конце концов	2	1
86	смысле этого слова	2	1
87	оно не только	1	1
88	каких бы то	1	1
89	то что именно	2	1
90	с тем же	3	1
91	в жизни в	1	1
92	т е на	1	1
93	не в том	1	1
94	какой бы то	1	1
95	один из моментов	1	1
96	это не значит	1	1
97	нее т е	1	1
98	е в конце	1	1
99	о которых идет	1	1
100	жизнь не есть	1	1
101	с другой стороны	5	1
102	потому что они	1	1
103	не только смысл	1	1
104	может быть никакого	1	1
105	и пр и	1	1
106	и во всяком	2	1
107	и все же	1	1
108	т е к	1	1
109	ни в каком	1	1
110	у нас все	1	1
111	тому как в	1	1
112	по тем же	1	1
113	во всяком случае	6	1
114	бы в ней	1	1
115	мы не можем	2	1
116	вовсе не есть	1	1
117	когда говорят что	1	1
118	и вместе с	1	1
119	должна быть и	1	1
120	и эта система	1	1
121	то из этого	2	1
122	о том что	1	1
123	не только не	2	1
124	между а и	2	1
125	тем же правом	3	1
126	она может и	1	1
127	именно потому что	2	1
128	но все же	1	1
129	одного и того	1	1
130	для того чтобы	4	1
131	не может и	1	1
132	чего бы то	1	1
133	же а не	1	1
134	тех или иных	1	1
135	в отношении к	1	1
136	друг с другом	1	1
137	и в нем	1	1
138	а не те	1	1
139	и для всякого	1	1
140	д таким образом	1	1
141	мы еще не	1	1
142	и только в	1	1
