N	4gram	Trubetskoy_1	Psycholo
1	в то время как	1	5
2	с этой точки зрения	1	4
3	одной и той же	1	3
4	заключается в том что	2	3
5	с психологической точки зрения	1	3
6	то что у него	1	3
7	несмотря на то что	2	2
8	совершенно так же как	3	1
9	дело в том что	1	1
10	таким образом оказывается что	1	1
11	только тогда когда оно	1	1
12	образом мы видим что	1	1
13	одного и того же	3	1
14	а потому не может	1	1
15	в том числе и	1	1
16	и более или менее	1	1
17	одно и то же	1	1
18	только в том случае	1	1
19	в том или ином	1	1
20	том случае если бы	1	1
21	в том случае если	4	1
22	не в том что	1	1
23	для того чтобы проверить	1	1
24	таким образом мы видим	1	1
25	но вместе с тем	1	1
26	состоит в том что	1	1
27	но для того чтобы	1	1
28	вступить в противоречие с	1	1
29	совершенно в таком же	1	1
30	и для того чтобы	1	1
31	одному и тому же	1	1
32	и в конце концов	1	1
33	в широком смысле слова	1	1
34	о том что он	1	1
35	в таком же виде	1	1
36	что это действительно так	1	1
