N	4gram	Vinokur_Ku_1	Psycholo
1	с этой точки зрения	1	4
2	заключается в том что	2	3
3	заключается не в том	1	2
4	ни в какой мере	1	2
5	в собственном смысле слова	1	2
6	и т п все	1	2
7	в силу того что	2	2
8	в центр своего внимания	1	2
9	не в том чтобы	3	2
10	никак не может быть	1	2
11	в том что она	1	2
12	и в самом деле	2	2
13	т д все это	1	1
14	т д и т	2	1
15	в той мере в	5	1
16	одного и того же	2	1
17	д и т д	2	1
18	той мере в какой	5	1
19	и т д и	2	1
20	и мы увидим как	1	1
21	одно и то же	1	1
22	социальной жизни в его	1	1
23	только в том случае	1	1
24	не что иное как	1	1
25	и т д все	1	1
26	в том случае если	1	1
27	и есть в сущности	1	1
28	что с точки зрения	1	1
29	не в том что	1	1
30	и т п с	1	1
31	состоит в том что	3	1
32	есть в сущности говоря	1	1
33	и в той мере	1	1
34	только о том что	1	1
35	точно так же как	1	1
36	именно в силу того	1	1
37	о том что он	1	1
38	для того чтобы с	1	1
39	с другой стороны слова	1	1
40	поскольку речь идет о	1	1
41	худо ли хорошо ли	1	1
42	в том что на	1	1
