N	3gram	Vygotskiy__3	Psycholo
1	для того чтобы	7	19
2	в том что	17	12
3	о том что	3	10
4	то же самое	1	6
5	на то что	3	6
6	к тому что	1	5
7	и только после	2	5
8	так же точно	3	5
9	с самого начала	6	5
10	с точки зрения	1	4
11	можно было бы	5	4
12	в его основе	3	4
13	друг с другом	5	4
14	мы никогда не	2	3
15	сами по себе	3	3
16	то что в	2	3
17	к тому чтобы	1	3
18	точно так же	1	3
19	здесь мы видим	1	3
20	так как она	2	3
21	и что в	1	3
22	так же как	6	3
23	в том чтобы	1	3
24	в конце концов	1	3
25	смысле этого слова	4	3
26	так как это	1	3
27	и в этом	2	3
28	во всяком случае	4	3
29	заключается в том	7	3
30	то что мы	2	3
31	до сих пор	1	3
32	за то что	1	3
33	с одной стороны	5	3
34	сама по себе	1	3
35	вслед за этим	1	3
36	таким образом что	2	2
37	сказать что в	1	2
38	да и не	1	2
39	о том как	1	2
40	как это делает	1	2
41	сам по себе	1	2
42	с ним в	1	2
43	во всех этих	1	2
44	в приложении к	1	2
45	во всей ее	1	2
46	вместе с тем	10	2
47	в котором все	1	2
48	то время как	4	2
49	если бы мы	1	2
50	того чтобы открыть	1	2
51	с другой стороны	3	2
52	и той же	2	2
53	но столь же	1	2
54	с таким образом	1	2
55	в то время	4	2
56	этого слова и	1	2
57	и в самом	1	2
58	одной и той	2	2
59	том что она	1	1
60	нам о том	1	1
61	мы будем иметь	1	1
62	задачи стоящей перед	1	1
63	том что при	1	1
64	что иное как	1	1
65	мы и в	1	1
66	мы уже говорили	5	1
67	в виду не	1	1
68	в высокой степени	1	1
69	содержания и формы	1	1
70	по отношению к	2	1
71	согласны в том	2	1
72	подобно тому как	1	1
73	как говорит сам	1	1
74	состоящий в том	1	1
75	которыми приходится иметь	1	1
76	же как и	4	1
77	бы сказать что	3	1
78	мы не можем	1	1
79	другим способом и	1	1
80	никогда не можем	1	1
81	имеет в виду	1	1
82	когда он начинает	1	1
83	бы то ни	1	1
84	мы могли бы	7	1
85	из того что	1	1
86	с тем что	3	1
87	все исследование в	1	1
88	как это делают	1	1
89	то мы увидим	1	1
90	прежде всего тем	1	1
91	с которыми приходится	1	1
92	бы если бы	1	1
93	видит в этом	1	1
94	с этой точки	2	1
95	мы не станем	4	1
96	и что мы	1	1
97	в своем развитии	1	1
98	так как он	1	1
99	совершенно ясно говорит	1	1
100	полагает что для	1	1
101	из которых складывается	1	1
102	один из них	1	1
103	приходится иметь дело	1	1
104	то ни было	1	1
105	все необходимые для	1	1
106	с чем мы	1	1
107	в каком случае	1	1
108	могла бы возникнуть	1	1
109	тот факт что	5	1
110	всего тем что	1	1
111	в окончательном виде	1	1
112	происходит так что	1	1
113	а с другой	3	1
114	ряд и это	1	1
115	в свою очередь	2	1
116	перед нами в	1	1
117	из них не	1	1
118	друг к другу	1	1
119	но только в	1	1
120	во всем этом	1	1
121	мы знаем о	2	1
122	стоящей перед ним	1	1
123	чтобы понять это	1	1
124	мы остановились на	1	1
125	ни в каком	1	1
126	решающую роль играет	1	1
127	другие авторы как	1	1
128	не может быть	2	1
129	и формы в	1	1
130	то обстоятельство что	3	1
131	на наших глазах	1	1
132	не что иное	1	1
133	одной стороны он	1	1
134	и вместе с	2	1
135	пути по которым	1	1
136	ни в какой	4	1
137	другой стороны он	1	1
138	ничего общего с	1	1
139	и что следовательно	1	1
140	этой точки зрения	2	1
141	к выводу что	2	1
142	и других авторов	1	1
143	ни одна из	1	1
144	до того как	1	1
145	не только в	1	1
146	могло бы быть	1	1
147	мы будем говорить	1	1
148	с тем и	4	1
149	и в результате	1	1
150	так же мало	1	1
151	в этом смысле	2	1
152	как мы уже	2	1
153	если бы это	1	1
154	том или ином	1	1
155	исследование в целом	1	1
156	не станем останавливаться	1	1
157	что и в	5	1
158	таким образом по	1	1
159	на которые ссылается	1	1
160	так или иначе	1	1
161	говорит нам о	1	1
162	мы увидим что	1	1
163	которое могло бы	1	1
164	что оно является	1	1
